GeoID,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Percent!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Percent!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Percent!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Percent!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Percent!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!62 years and over,Percent!!SEX AND AGE!!62 years and over,Estimate!!SEX AND AGE!!18 years and over.1,Percent!!SEX AND AGE!!18 years and over.1,Estimate!!SEX AND AGE!!18 years and over!!Male,Percent!!SEX AND AGE!!18 years and over!!Male,Estimate!!SEX AND AGE!!18 years and over!!Female,Percent!!SEX AND AGE!!18 years and over!!Female,year
1400000US06037104124,"Census Tract 1041.24, Los Angeles County, California",4304,4304,2261,52.5,2043,47.5,3488,81.0,3213,74.7,702,16.3,3488,3488,1785,51.2,1703,48.8,2015
1400000US06037104201,"Census Tract 1042.01, Los Angeles County, California",4879,4879,2475,50.7,2404,49.3,3480,71.3,3218,66.0,375,7.7,3480,3480,1731,49.7,1749,50.3,2015
1400000US06037104203,"Census Tract 1042.03, Los Angeles County, California",4828,4828,2447,50.7,2381,49.3,3275,67.8,3133,64.9,386,8.0,3275,3275,1707,52.1,1568,47.9,2015
1400000US06037104204,"Census Tract 1042.04, Los Angeles County, California",3372,3372,1862,55.2,1510,44.8,2606,77.3,2464,73.1,425,12.6,2606,2606,1419,54.5,1187,45.5,2015
1400000US06037104310,"Census Tract 1043.10, Los Angeles County, California",5158,5158,2499,48.4,2659,51.6,3796,73.6,3592,69.6,693,13.4,3796,3796,1928,50.8,1868,49.2,2015
1400000US06037104320,"Census Tract 1043.20, Los Angeles County, California",5321,5321,2749,51.7,2572,48.3,4203,79.0,3946,74.2,648,12.2,4203,4203,2196,52.2,2007,47.8,2015
1400000US06037104401,"Census Tract 1044.01, Los Angeles County, California",3708,3708,1909,51.5,1799,48.5,2566,69.2,2390,64.5,292,7.9,2566,2566,1339,52.2,1227,47.8,2015
1400000US06037104403,"Census Tract 1044.03, Los Angeles County, California",2919,2919,1459,50.0,1460,50.0,2220,76.1,2080,71.3,446,15.3,2220,2220,1200,54.1,1020,45.9,2015
1400000US06037104404,"Census Tract 1044.04, Los Angeles County, California",2769,2769,1603,57.9,1166,42.1,1956,70.6,1869,67.5,306,11.1,1956,1956,1098,56.1,858,43.9,2015
1400000US06037104500,"Census Tract 1045, Los Angeles County, California",3047,3047,1514,49.7,1533,50.3,2275,74.7,2102,69.0,301,9.9,2275,2275,1180,51.9,1095,48.1,2015
1400000US06037104610,"Census Tract 1046.10, Los Angeles County, California",3385,3385,1756,51.9,1629,48.1,2453,72.5,2279,67.3,346,10.2,2453,2453,1295,52.8,1158,47.2,2015
1400000US06037104620,"Census Tract 1046.20, Los Angeles County, California",3422,3422,1764,51.5,1658,48.5,2418,70.7,2218,64.8,429,12.5,2418,2418,1321,54.6,1097,45.4,2015
1400000US06037104701,"Census Tract 1047.01, Los Angeles County, California",3915,3915,1784,45.6,2131,54.4,2432,62.1,2169,55.4,275,7.0,2432,2432,1041,42.8,1391,57.2,2015
1400000US06037104703,"Census Tract 1047.03, Los Angeles County, California",2269,2269,1128,49.7,1141,50.3,1413,62.3,1288,56.8,164,7.2,1413,1413,755,53.4,658,46.6,2015
1400000US06037104704,"Census Tract 1047.04, Los Angeles County, California",4439,4439,2222,50.1,2217,49.9,3030,68.3,2807,63.2,279,6.3,3030,3030,1472,48.6,1558,51.4,2015
1400000US06037104810,"Census Tract 1048.10, Los Angeles County, California",5798,5798,3008,51.9,2790,48.1,4288,74.0,4045,69.8,793,13.7,4288,4288,2238,52.2,2050,47.8,2015
1400000US06037104821,"Census Tract 1048.21, Los Angeles County, California",3283,3283,1751,53.3,1532,46.7,2444,74.4,2228,67.9,382,11.6,2444,2444,1225,50.1,1219,49.9,2015
1400000US06037104822,"Census Tract 1048.22, Los Angeles County, California",2572,2572,1367,53.1,1205,46.9,1817,70.6,1635,63.6,226,8.8,1817,1817,1021,56.2,796,43.8,2015
1400000US06037106010,"Census Tract 1060.10, Los Angeles County, California",2991,2991,1444,48.3,1547,51.7,2282,76.3,2166,72.4,420,14.0,2282,2282,1170,51.3,1112,48.7,2015
1400000US06037106020,"Census Tract 1060.20, Los Angeles County, California",6279,6279,2967,47.3,3312,52.7,4613,73.5,4372,69.6,939,15.0,4613,4613,2300,49.9,2313,50.1,2015
1400000US06037106111,"Census Tract 1061.11, Los Angeles County, California",4816,4816,2414,50.1,2402,49.9,3649,75.8,3512,72.9,785,16.3,3649,3649,1725,47.3,1924,52.7,2015
1400000US06037106112,"Census Tract 1061.12, Los Angeles County, California",6009,6009,3004,50.0,3005,50.0,4286,71.3,4050,67.4,776,12.9,4286,4286,2116,49.4,2170,50.6,2015
1400000US06037106113,"Census Tract 1061.13, Los Angeles County, California",3455,3455,1760,50.9,1695,49.1,2620,75.8,2467,71.4,578,16.7,2620,2620,1306,49.8,1314,50.2,2015
1400000US06037106114,"Census Tract 1061.14, Los Angeles County, California",5926,5926,2910,49.1,3016,50.9,4108,69.3,3799,64.1,478,8.1,4108,4108,1957,47.6,2151,52.4,2015
1400000US06037106403,"Census Tract 1064.03, Los Angeles County, California",3553,3553,1664,46.8,1889,53.2,2679,75.4,2549,71.7,419,11.8,2679,2679,1249,46.6,1430,53.4,2015
1400000US06037106405,"Census Tract 1064.05, Los Angeles County, California",3825,3825,1822,47.6,2003,52.4,2619,68.5,2488,65.0,360,9.4,2619,2619,1200,45.8,1419,54.2,2015
1400000US06037106406,"Census Tract 1064.06, Los Angeles County, California",5495,5495,2446,44.5,3049,55.5,4081,74.3,3845,70.0,794,14.4,4081,4081,1853,45.4,2228,54.6,2015
1400000US06037106407,"Census Tract 1064.07, Los Angeles County, California",2891,2891,1261,43.6,1630,56.4,2026,70.1,1909,66.0,470,16.3,2026,2026,802,39.6,1224,60.4,2015
1400000US06037106408,"Census Tract 1064.08, Los Angeles County, California",3908,3908,1955,50.0,1953,50.0,2553,65.3,2230,57.1,143,3.7,2553,2553,1194,46.8,1359,53.2,2015
1400000US06037106510,"Census Tract 1065.10, Los Angeles County, California",5151,5151,2792,54.2,2359,45.8,3667,71.2,3508,68.1,723,14.0,3667,3667,1835,50.0,1832,50.0,2015
1400000US06037106520,"Census Tract 1065.20, Los Angeles County, California",5908,5908,2889,48.9,3019,51.1,4342,73.5,4032,68.2,890,15.1,4342,4342,2213,51.0,2129,49.0,2015
1400000US06037106603,"Census Tract 1066.03, Los Angeles County, California",3256,3256,1634,50.2,1622,49.8,2443,75.0,2307,70.9,628,19.3,2443,2443,1256,51.4,1187,48.6,2015
1400000US06037106604,"Census Tract 1066.04, Los Angeles County, California",4638,4638,2200,47.4,2438,52.6,3243,69.9,3035,65.4,395,8.5,3243,3243,1660,51.2,1583,48.8,2015
1400000US06037106641,"Census Tract 1066.41, Los Angeles County, California",2145,2145,1064,49.6,1081,50.4,1769,82.5,1704,79.4,562,26.2,1769,1769,858,48.5,911,51.5,2015
1400000US06037106642,"Census Tract 1066.42, Los Angeles County, California",3422,3422,1746,51.0,1676,49.0,2742,80.1,2580,75.4,759,22.2,2742,2742,1453,53.0,1289,47.0,2015
1400000US06037106643,"Census Tract 1066.43, Los Angeles County, California",4753,4753,2147,45.2,2606,54.8,3880,81.6,3668,77.2,890,18.7,3880,3880,1768,45.6,2112,54.4,2015
1400000US06037106645,"Census Tract 1066.45, Los Angeles County, California",3338,3338,1649,49.4,1689,50.6,2497,74.8,2449,73.4,857,25.7,2497,2497,1165,46.7,1332,53.3,2015
1400000US06037106646,"Census Tract 1066.46, Los Angeles County, California",3689,3689,1741,47.2,1948,52.8,2980,80.8,2826,76.6,756,20.5,2980,2980,1301,43.7,1679,56.3,2015
1400000US06037106648,"Census Tract 1066.48, Los Angeles County, California",3994,3994,2082,52.1,1912,47.9,2759,69.1,2561,64.1,342,8.6,2759,2759,1415,51.3,1344,48.7,2015
1400000US06037106649,"Census Tract 1066.49, Los Angeles County, California",2657,2657,1276,48.0,1381,52.0,1948,73.3,1905,71.7,417,15.7,1948,1948,917,47.1,1031,52.9,2015
1400000US06037107010,"Census Tract 1070.10, Los Angeles County, California",3116,3116,1606,51.5,1510,48.5,2347,75.3,2203,70.7,347,11.1,2347,2347,1256,53.5,1091,46.5,2015
1400000US06037107020,"Census Tract 1070.20, Los Angeles County, California",5549,5549,2793,50.3,2756,49.7,4224,76.1,3983,71.8,569,10.3,4224,4224,2127,50.4,2097,49.6,2015
1400000US06037108101,"Census Tract 1081.01, Los Angeles County, California",2393,2393,1238,51.7,1155,48.3,1923,80.4,1855,77.5,643,26.9,1923,1923,1003,52.2,920,47.8,2015
1400000US06037108102,"Census Tract 1081.02, Los Angeles County, California",3706,3706,1744,47.1,1962,52.9,3004,81.1,2820,76.1,722,19.5,3004,3004,1322,44.0,1682,56.0,2015
1400000US06037108103,"Census Tract 1081.03, Los Angeles County, California",3307,3307,1686,51.0,1621,49.0,2729,82.5,2607,78.8,988,29.9,2729,2729,1365,50.0,1364,50.0,2015
1400000US06037108104,"Census Tract 1081.04, Los Angeles County, California",1974,1974,955,48.4,1019,51.6,1481,75.0,1394,70.6,398,20.2,1481,1481,750,50.6,731,49.4,2015
1400000US06037108201,"Census Tract 1082.01, Los Angeles County, California",5846,5846,2843,48.6,3003,51.4,4234,72.4,4109,70.3,1017,17.4,4234,4234,1934,45.7,2300,54.3,2015
1400000US06037108202,"Census Tract 1082.02, Los Angeles County, California",6564,6564,3095,47.2,3469,52.8,4988,76.0,4839,73.7,1301,19.8,4988,4988,2348,47.1,2640,52.9,2015
1400000US06037109100,"Census Tract 1091, Los Angeles County, California",2642,2642,1323,50.1,1319,49.9,2178,82.4,2098,79.4,759,28.7,2178,2178,1091,50.1,1087,49.9,2015
1400000US06037109200,"Census Tract 1092, Los Angeles County, California",2728,2728,1514,55.5,1214,44.5,2067,75.8,2000,73.3,397,14.6,2067,2067,1105,53.5,962,46.5,2015
1400000US06037109300,"Census Tract 1093, Los Angeles County, California",3458,3458,1667,48.2,1791,51.8,2662,77.0,2582,74.7,653,18.9,2662,2662,1292,48.5,1370,51.5,2015
1400000US06037109400,"Census Tract 1094, Los Angeles County, California",3412,3412,1705,50.0,1707,50.0,2743,80.4,2642,77.4,636,18.6,2743,2743,1336,48.7,1407,51.3,2015
1400000US06037109500,"Census Tract 1095, Los Angeles County, California",4687,4687,2127,45.4,2560,54.6,3356,71.6,3124,66.7,536,11.4,3356,3356,1515,45.1,1841,54.9,2015
1400000US06037109601,"Census Tract 1096.01, Los Angeles County, California",4975,4975,2393,48.1,2582,51.9,3915,78.7,3684,74.1,791,15.9,3915,3915,1972,50.4,1943,49.6,2015
1400000US06037109603,"Census Tract 1096.03, Los Angeles County, California",4153,4153,1807,43.5,2346,56.5,3296,79.4,3091,74.4,606,14.6,3296,3296,1423,43.2,1873,56.8,2015
1400000US06037109604,"Census Tract 1096.04, Los Angeles County, California",3094,3094,1477,47.7,1617,52.3,2511,81.2,2248,72.7,540,17.5,2511,2511,1148,45.7,1363,54.3,2015
1400000US06037109700,"Census Tract 1097, Los Angeles County, California",4709,4709,2349,49.9,2360,50.1,3646,77.4,3566,75.7,834,17.7,3646,3646,1681,46.1,1965,53.9,2015
1400000US06037109800,"Census Tract 1098, Los Angeles County, California",5161,5161,2596,50.3,2565,49.7,4117,79.8,3858,74.8,962,18.6,4117,4117,2043,49.6,2074,50.4,2015
1400000US06037111100,"Census Tract 1111, Los Angeles County, California",3233,3233,1701,52.6,1532,47.4,2494,77.1,2331,72.1,542,16.8,2494,2494,1322,53.0,1172,47.0,2015
1400000US06037111201,"Census Tract 1112.01, Los Angeles County, California",3387,3387,1642,48.5,1745,51.5,2801,82.7,2746,81.1,832,24.6,2801,2801,1317,47.0,1484,53.0,2015
1400000US06037111202,"Census Tract 1112.02, Los Angeles County, California",5595,5595,2853,51.0,2742,49.0,4216,75.4,3919,70.0,1126,20.1,4216,4216,2025,48.0,2191,52.0,2015
1400000US06037111204,"Census Tract 1112.04, Los Angeles County, California",6179,6179,3085,49.9,3094,50.1,4945,80.0,4651,75.3,1539,24.9,4945,4945,2403,48.6,2542,51.4,2015
1400000US06037111205,"Census Tract 1112.05, Los Angeles County, California",3990,3990,2122,53.2,1868,46.8,2979,74.7,2828,70.9,708,17.7,2979,2979,1645,55.2,1334,44.8,2015
1400000US06037111206,"Census Tract 1112.06, Los Angeles County, California",4747,4747,2457,51.8,2290,48.2,3754,79.1,3646,76.8,1193,25.1,3754,3754,1867,49.7,1887,50.3,2015
1400000US06037111301,"Census Tract 1113.01, Los Angeles County, California",7943,7943,3528,44.4,4415,55.6,6221,78.3,5950,74.9,811,10.2,6221,6221,2822,45.4,3399,54.6,2015
1400000US06037111302,"Census Tract 1113.02, Los Angeles County, California",5110,5110,2643,51.7,2467,48.3,4254,83.2,3832,75.0,1138,22.3,4254,4254,2139,50.3,2115,49.7,2015
1400000US06037111400,"Census Tract 1114, Los Angeles County, California",7812,7812,3980,50.9,3832,49.1,6341,81.2,6011,76.9,1484,19.0,6341,6341,3309,52.2,3032,47.8,2015
1400000US06037113101,"Census Tract 1131.01, Los Angeles County, California",3845,3845,1910,49.7,1935,50.3,3082,80.2,2829,73.6,950,24.7,3082,3082,1515,49.2,1567,50.8,2015
1400000US06037113102,"Census Tract 1131.02, Los Angeles County, California",3016,3016,1583,52.5,1433,47.5,2521,83.6,2405,79.7,785,26.0,2521,2521,1281,50.8,1240,49.2,2015
1400000US06037113211,"Census Tract 1132.11, Los Angeles County, California",3906,3906,1816,46.5,2090,53.5,3234,82.8,3170,81.2,1090,27.9,3234,3234,1571,48.6,1663,51.4,2015
1400000US06037113212,"Census Tract 1132.12, Los Angeles County, California",3286,3286,1429,43.5,1857,56.5,2671,81.3,2537,77.2,698,21.2,2671,2671,1188,44.5,1483,55.5,2015
1400000US06037113213,"Census Tract 1132.13, Los Angeles County, California",4714,4714,2311,49.0,2403,51.0,3800,80.6,3606,76.5,972,20.6,3800,3800,1937,51.0,1863,49.0,2015
1400000US06037113231,"Census Tract 1132.31, Los Angeles County, California",2240,2240,1151,51.4,1089,48.6,1749,78.1,1658,74.0,625,27.9,1749,1749,848,48.5,901,51.5,2015
1400000US06037113232,"Census Tract 1132.32, Los Angeles County, California",4559,4559,2137,46.9,2422,53.1,3650,80.1,3566,78.2,1195,26.2,3650,3650,1631,44.7,2019,55.3,2015
1400000US06037113233,"Census Tract 1132.33, Los Angeles County, California",7841,7841,3968,50.6,3873,49.4,5452,69.5,5121,65.3,496,6.3,5452,5452,2725,50.0,2727,50.0,2015
1400000US06037113234,"Census Tract 1132.34, Los Angeles County, California",4621,4621,2302,49.8,2319,50.2,3432,74.3,3278,70.9,744,16.1,3432,3432,1633,47.6,1799,52.4,2015
1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",1725,1725,915,53.0,810,47.0,1443,83.7,1352,78.4,316,18.3,1443,1443,729,50.5,714,49.5,2015
1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",4166,4166,2186,52.5,1980,47.5,3499,84.0,3364,80.7,1066,25.6,3499,3499,1831,52.3,1668,47.7,2015
1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",2361,2361,1221,51.7,1140,48.3,1884,79.8,1821,77.1,653,27.7,1884,1884,930,49.4,954,50.6,2015
1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",4206,4206,2054,48.8,2152,51.2,3308,78.6,3152,74.9,925,22.0,3308,3308,1570,47.5,1738,52.5,2015
1400000US06037113321,"Census Tract 1133.21, Los Angeles County, California",5619,5619,2701,48.1,2918,51.9,4530,80.6,4424,78.7,552,9.8,4530,4530,2160,47.7,2370,52.3,2015
1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",3936,3936,2107,53.5,1829,46.5,3373,85.7,3301,83.9,1078,27.4,3373,3373,1839,54.5,1534,45.5,2015
1400000US06037113401,"Census Tract 1134.01, Los Angeles County, California",5603,5603,2680,47.8,2923,52.2,4421,78.9,4206,75.1,976,17.4,4421,4421,2164,48.9,2257,51.1,2015
1400000US06037113421,"Census Tract 1134.21, Los Angeles County, California",6906,6906,2942,42.6,3964,57.4,4907,71.1,4582,66.3,600,8.7,4907,4907,2084,42.5,2823,57.5,2015
1400000US06037113422,"Census Tract 1134.22, Los Angeles County, California",6699,6699,3257,48.6,3442,51.4,5351,79.9,5222,78.0,851,12.7,5351,5351,2445,45.7,2906,54.3,2015
1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",5179,5179,2500,48.3,2679,51.7,4216,81.4,4005,77.3,1497,28.9,4216,4216,2016,47.8,2200,52.2,2015
1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",3409,3409,1411,41.4,1998,58.6,3324,97.5,1130,33.1,7,0.2,3324,3324,1378,41.5,1946,58.5,2015
1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",4324,4324,2271,52.5,2053,47.5,3771,87.2,2964,68.5,514,11.9,3771,3771,1950,51.7,1821,48.3,2015
1400000US06037115201,"Census Tract 1152.01, Los Angeles County, California",6679,6679,3458,51.8,3221,48.2,5739,85.9,5186,77.6,1097,16.4,5739,5739,3035,52.9,2704,47.1,2015
1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",4560,4560,2240,49.1,2320,50.9,3914,85.8,3657,80.2,599,13.1,3914,3914,1896,48.4,2018,51.6,2015
1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",4112,4112,1997,48.6,2115,51.4,3304,80.4,3086,75.0,965,23.5,3304,3304,1489,45.1,1815,54.9,2015
1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",4415,4415,2194,49.7,2221,50.3,3065,69.4,2822,63.9,475,10.8,3065,3065,1553,50.7,1512,49.3,2015
1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",5983,5983,3135,52.4,2848,47.6,4385,73.3,4132,69.1,676,11.3,4385,4385,2240,51.1,2145,48.9,2015
1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",3500,3500,1888,53.9,1612,46.1,2709,77.4,2521,72.0,470,13.4,2709,2709,1444,53.3,1265,46.7,2015
1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",2901,2901,1459,50.3,1442,49.7,2160,74.5,2010,69.3,392,13.5,2160,2160,1129,52.3,1031,47.7,2015
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",5456,5456,2995,54.9,2461,45.1,4150,76.1,3916,71.8,470,8.6,4150,4150,2198,53.0,1952,47.0,2015
1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",2764,2764,1532,55.4,1232,44.6,2228,80.6,2153,77.9,407,14.7,2228,2228,1202,53.9,1026,46.1,2015
1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",4655,4655,2379,51.1,2276,48.9,3295,70.8,3068,65.9,528,11.3,3295,3295,1589,48.2,1706,51.8,2015
1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",2454,2454,1302,53.1,1152,46.9,1972,80.4,1889,77.0,515,21.0,1972,1972,1028,52.1,944,47.9,2015
1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",3881,3881,1903,49.0,1978,51.0,3083,79.4,2985,76.9,698,18.0,3083,3083,1539,49.9,1544,50.1,2015
1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",5060,5060,2498,49.4,2562,50.6,3988,78.8,3871,76.5,907,17.9,3988,3988,1966,49.3,2022,50.7,2015
1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",3709,3709,1984,53.5,1725,46.5,3058,82.4,2888,77.9,600,16.2,3058,3058,1558,50.9,1500,49.1,2015
1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",4197,4197,1924,45.8,2273,54.2,3449,82.2,3263,77.7,668,15.9,3449,3449,1515,43.9,1934,56.1,2015
1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",3818,3818,2144,56.2,1674,43.8,2545,66.7,2266,59.4,109,2.9,2545,2545,1394,54.8,1151,45.2,2015
1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",3775,3775,1864,49.4,1911,50.6,2444,64.7,2257,59.8,111,2.9,2444,2444,1269,51.9,1175,48.1,2015
1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",3156,3156,1634,51.8,1522,48.2,2120,67.2,1941,61.5,177,5.6,2120,2120,1152,54.3,968,45.7,2015
1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",3948,3948,2010,50.9,1938,49.1,2579,65.3,2317,58.7,204,5.2,2579,2579,1296,50.3,1283,49.7,2015
1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",4008,4008,1889,47.1,2119,52.9,2564,64.0,2316,57.8,222,5.5,2564,2564,1148,44.8,1416,55.2,2015
1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",6415,6415,3257,50.8,3158,49.2,4335,67.6,3983,62.1,435,6.8,4335,4335,2105,48.6,2230,51.4,2015
1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",3941,3941,1893,48.0,2048,52.0,2967,75.3,2831,71.8,575,14.6,2967,2967,1410,47.5,1557,52.5,2015
1400000US06037119002,"Census Tract 1190.02, Los Angeles County, California",7038,7038,3516,50.0,3522,50.0,5433,77.2,5170,73.5,981,13.9,5433,5433,2757,50.7,2676,49.3,2015
1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",3966,3966,1992,50.2,1974,49.8,2987,75.3,2762,69.6,473,11.9,2987,2987,1480,49.5,1507,50.5,2015
1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",4415,4415,2361,53.5,2054,46.5,3336,75.6,3176,71.9,663,15.0,3336,3336,1659,49.7,1677,50.3,2015
1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",3877,3877,1974,50.9,1903,49.1,2911,75.1,2711,69.9,718,18.5,2911,2911,1391,47.8,1520,52.2,2015
1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",4844,4844,2353,48.6,2491,51.4,3264,67.4,3060,63.2,460,9.5,3264,3264,1504,46.1,1760,53.9,2015
1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",3763,3763,1837,48.8,1926,51.2,2335,62.1,2162,57.5,167,4.4,2335,2335,1213,51.9,1122,48.1,2015
1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",2785,2785,1335,47.9,1450,52.1,2140,76.8,1908,68.5,403,14.5,2140,2140,1009,47.1,1131,52.9,2015
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",3458,3458,1866,54.0,1592,46.0,2400,69.4,2283,66.0,195,5.6,2400,2400,1235,51.5,1165,48.5,2015
1400000US06037119400,"Census Tract 1194, Los Angeles County, California",5486,5486,2755,50.2,2731,49.8,4305,78.5,4133,75.3,638,11.6,4305,4305,2200,51.1,2105,48.9,2015
1400000US06037119700,"Census Tract 1197, Los Angeles County, California",4774,4774,2292,48.0,2482,52.0,3661,76.7,3523,73.8,679,14.2,3661,3661,1745,47.7,1916,52.3,2015
1400000US06037119800,"Census Tract 1198, Los Angeles County, California",6479,6479,3249,50.1,3230,49.9,4996,77.1,4617,71.3,752,11.6,4996,4996,2537,50.8,2459,49.2,2015
