GeoID,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Percent!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Percent!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Percent!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Percent!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Percent!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!62 years and over,Percent!!SEX AND AGE!!62 years and over,Estimate!!SEX AND AGE!!18 years and over.1,Percent!!SEX AND AGE!!18 years and over.1,Estimate!!SEX AND AGE!!18 years and over!!Male,Percent!!SEX AND AGE!!18 years and over!!Male,Estimate!!SEX AND AGE!!18 years and over!!Female,Percent!!SEX AND AGE!!18 years and over!!Female,year
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",3173,3173,1616,50.9,1557,49.1,3032,95.6,3001,94.6,184,5.8,3032,3032,1509,49.8,1523,50.2,2015
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",2801,2801,1473,52.6,1328,47.4,2141,76.4,2089,74.6,493,17.6,2141,2141,1122,52.4,1019,47.6,2015
1400000US06037216200,"Census Tract 2162, Los Angeles County, California",4797,4797,2712,56.5,2085,43.5,4280,89.2,4235,88.3,611,12.7,4280,4280,2449,57.2,1831,42.8,2015
1400000US06037216300,"Census Tract 2163, Los Angeles County, California",5053,5053,2265,44.8,2788,55.2,4186,82.8,4160,82.3,754,14.9,4186,4186,2026,48.4,2160,51.6,2015
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",4686,4686,2391,51.0,2295,49.0,4047,86.4,3957,84.4,739,15.8,4047,4047,2047,50.6,2000,49.4,2015
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",3076,3076,1450,47.1,1626,52.9,2766,89.9,2735,88.9,728,23.7,2766,2766,1260,45.6,1506,54.4,2015
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",3973,3973,1826,46.0,2147,54.0,3277,82.5,3207,80.7,682,17.2,3277,3277,1459,44.5,1818,55.5,2015
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",3288,3288,1758,53.5,1530,46.5,2736,83.2,2657,80.8,403,12.3,2736,2736,1456,53.2,1280,46.8,2015
1400000US06037216900,"Census Tract 2169, Los Angeles County, California",5178,5178,2452,47.4,2726,52.6,4535,87.6,4463,86.2,1022,19.7,4535,4535,2150,47.4,2385,52.6,2015
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",2778,2778,1367,49.2,1411,50.8,1896,68.3,1843,66.3,436,15.7,1896,1896,925,48.8,971,51.2,2015
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",5360,5360,2386,44.5,2974,55.5,4547,84.8,4464,83.3,1062,19.8,4547,4547,2034,44.7,2513,55.3,2015
1400000US06037217100,"Census Tract 2171, Los Angeles County, California",5685,5685,2969,52.2,2716,47.8,4706,82.8,4551,80.1,759,13.4,4706,4706,2355,50.0,2351,50.0,2015
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",3997,3997,1876,46.9,2121,53.1,3117,78.0,3058,76.5,462,11.6,3117,3117,1457,46.7,1660,53.3,2015
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",3476,3476,1594,45.9,1882,54.1,2790,80.3,2648,76.2,553,15.9,2790,2790,1320,47.3,1470,52.7,2015
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",5124,5124,2630,51.3,2494,48.7,3932,76.7,3584,69.9,503,9.8,3932,3932,1987,50.5,1945,49.5,2015
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",3991,3991,2171,54.4,1820,45.6,2913,73.0,2723,68.2,370,9.3,2913,2913,1563,53.7,1350,46.3,2015
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",4592,4592,2178,47.4,2414,52.6,3573,77.8,3304,72.0,687,15.0,3573,3573,1764,49.4,1809,50.6,2015
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",5781,5781,2609,45.1,3172,54.9,4485,77.6,4311,74.6,779,13.5,4485,4485,2015,44.9,2470,55.1,2015
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",4290,4290,1937,45.2,2353,54.8,3082,71.8,2961,69.0,455,10.6,3082,3082,1398,45.4,1684,54.6,2015
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",2819,2819,1491,52.9,1328,47.1,2105,74.7,2050,72.7,329,11.7,2105,2105,1062,50.5,1043,49.5,2015
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",3440,3440,1533,44.6,1907,55.4,2585,75.1,2372,69.0,440,12.8,2585,2585,1171,45.3,1414,54.7,2015
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",2472,2472,1148,46.4,1324,53.6,1978,80.0,1860,75.2,340,13.8,1978,1978,875,44.2,1103,55.8,2015
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",2178,2178,1027,47.2,1151,52.8,1652,75.8,1534,70.4,328,15.1,1652,1652,784,47.5,868,52.5,2015
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",2699,2699,1403,52.0,1296,48.0,2097,77.7,1979,73.3,387,14.3,2097,2097,1111,53.0,986,47.0,2015
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",5828,5828,2778,47.7,3050,52.3,4238,72.7,3867,66.4,630,10.8,4238,4238,1928,45.5,2310,54.5,2015
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",2694,2694,1202,44.6,1492,55.4,2061,76.5,1933,71.8,401,14.9,2061,2061,888,43.1,1173,56.9,2015
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",4275,4275,2164,50.6,2111,49.4,3445,80.6,3189,74.6,584,13.7,3445,3445,1720,49.9,1725,50.1,2015
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",4433,4433,2033,45.9,2400,54.1,3282,74.0,3031,68.4,421,9.5,3282,3282,1588,48.4,1694,51.6,2015
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",1727,1727,764,44.2,963,55.8,1467,84.9,1424,82.5,467,27.0,1467,1467,642,43.8,825,56.2,2015
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",4180,4180,2023,48.4,2157,51.6,3443,82.4,3328,79.6,497,11.9,3443,3443,1627,47.3,1816,52.7,2015
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",3024,3024,1599,52.9,1425,47.1,2183,72.2,1981,65.5,327,10.8,2183,2183,1072,49.1,1111,50.9,2015
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",4494,4494,2359,52.5,2135,47.5,3235,72.0,3017,67.1,282,6.3,3235,3235,1694,52.4,1541,47.6,2015
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",4030,4030,2052,50.9,1978,49.1,3290,81.6,3011,74.7,480,11.9,3290,3290,1713,52.1,1577,47.9,2015
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",5754,5754,2610,45.4,3144,54.6,4530,78.7,4258,74.0,710,12.3,4530,4530,1965,43.4,2565,56.6,2015
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",2297,2297,1072,46.7,1225,53.3,1809,78.8,1743,75.9,528,23.0,1809,1809,839,46.4,970,53.6,2015
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",3657,3657,1844,50.4,1813,49.6,2855,78.1,2732,74.7,483,13.2,2855,2855,1380,48.3,1475,51.7,2015
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",3075,3075,1509,49.1,1566,50.9,2292,74.5,2117,68.8,286,9.3,2292,2292,1168,51.0,1124,49.0,2015
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",3022,3022,1555,51.5,1467,48.5,2308,76.4,2222,73.5,371,12.3,2308,2308,1130,49.0,1178,51.0,2015
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",3782,3782,2028,53.6,1754,46.4,2890,76.4,2742,72.5,467,12.3,2890,2890,1523,52.7,1367,47.3,2015
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",5457,5457,2758,50.5,2699,49.5,4334,79.4,3979,72.9,521,9.5,4334,4334,2258,52.1,2076,47.9,2015
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",2613,2613,1425,54.5,1188,45.5,2090,80.0,1939,74.2,267,10.2,2090,2090,1137,54.4,953,45.6,2015
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",3740,3740,1602,42.8,2138,57.2,2732,73.0,2584,69.1,348,9.3,2732,2732,1149,42.1,1583,57.9,2015
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",3169,3169,1275,40.2,1894,59.8,2369,74.8,2293,72.4,951,30.0,2369,2369,863,36.4,1506,63.6,2015
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",2926,2926,1426,48.7,1500,51.3,2440,83.4,2295,78.4,584,20.0,2440,2440,1192,48.9,1248,51.1,2015
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",3875,3875,1737,44.8,2138,55.2,2931,75.6,2763,71.3,401,10.3,2931,2931,1255,42.8,1676,57.2,2015
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",3486,3486,1681,48.2,1805,51.8,2658,76.2,2561,73.5,408,11.7,2658,2658,1271,47.8,1387,52.2,2015
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",3174,3174,1597,50.3,1577,49.7,2268,71.5,2088,65.8,283,8.9,2268,2268,1056,46.6,1212,53.4,2015
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",2632,2632,1317,50.0,1315,50.0,2240,85.1,2072,78.7,437,16.6,2240,2240,1122,50.1,1118,49.9,2015
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",2792,2792,1260,45.1,1532,54.9,2326,83.3,1987,71.2,270,9.7,2326,2326,999,42.9,1327,57.1,2015
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",3202,3202,1546,48.3,1656,51.7,3016,94.2,2704,84.4,161,5.0,3016,3016,1444,47.9,1572,52.1,2015
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",3592,3592,1666,46.4,1926,53.6,3150,87.7,1879,52.3,280,7.8,3150,3150,1423,45.2,1727,54.8,2015
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",3021,3021,1545,51.1,1476,48.9,2255,74.6,2141,70.9,439,14.5,2255,2255,1115,49.4,1140,50.6,2015
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",4696,4696,2282,48.6,2414,51.4,3561,75.8,3358,71.5,500,10.6,3561,3561,1711,48.0,1850,52.0,2015
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",3567,3567,1624,45.5,1943,54.5,2732,76.6,2573,72.1,409,11.5,2732,2732,1198,43.9,1534,56.1,2015
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",4147,4147,2169,52.3,1978,47.7,3179,76.7,2985,72.0,321,7.7,3179,3179,1725,54.3,1454,45.7,2015
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",5432,5432,2800,51.5,2632,48.5,3661,67.4,3396,62.5,555,10.2,3661,3661,1818,49.7,1843,50.3,2015
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",5530,5530,2932,53.0,2598,47.0,4400,79.6,4009,72.5,476,8.6,4400,4400,2246,51.0,2154,49.0,2015
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",3797,3797,1787,47.1,2010,52.9,3739,98.5,646,17.0,0,0.0,3739,3739,1750,46.8,1989,53.2,2015
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",2112,2112,1201,56.9,911,43.1,1798,85.1,1750,82.9,348,16.5,1798,1798,1018,56.6,780,43.4,2015
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",2517,2517,1314,52.2,1203,47.8,1890,75.1,1725,68.5,107,4.3,1890,1890,1012,53.5,878,46.5,2015
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",2441,2441,1333,54.6,1108,45.4,1834,75.1,1678,68.7,231,9.5,1834,1834,1011,55.1,823,44.9,2015
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",2189,2189,1099,50.2,1090,49.8,1473,67.3,1317,60.2,191,8.7,1473,1473,705,47.9,768,52.1,2015
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",3430,3430,1671,48.7,1759,51.3,2435,71.0,2259,65.9,399,11.6,2435,2435,1209,49.7,1226,50.3,2015
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",3399,3399,1831,53.9,1568,46.1,2785,81.9,2692,79.2,354,10.4,2785,2785,1502,53.9,1283,46.1,2015
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",2460,2460,1103,44.8,1357,55.2,1900,77.2,1666,67.7,260,10.6,1900,1900,871,45.8,1029,54.2,2015
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",3377,3377,1762,52.2,1615,47.8,2319,68.7,2137,63.3,335,9.9,2319,2319,1273,54.9,1046,45.1,2015
1400000US06037224700,"Census Tract 2247, Los Angeles County, California",6518,6518,3148,48.3,3370,51.7,6399,98.2,3070,47.1,85,1.3,6399,6399,3106,48.5,3293,51.5,2015
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",2258,2258,1140,50.5,1118,49.5,1507,66.7,1390,61.6,238,10.5,1507,1507,727,48.2,780,51.8,2015
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",1598,1598,1101,68.9,497,31.1,1376,86.1,1344,84.1,81,5.1,1376,1376,970,70.5,406,29.5,2015
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",3669,3669,1744,47.5,1925,52.5,2462,67.1,2298,62.6,289,7.9,2462,2462,1232,50.0,1230,50.0,2015
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",5202,5202,2670,51.3,2532,48.7,3845,73.9,3592,69.1,367,7.1,3845,3845,1995,51.9,1850,48.1,2015
1400000US06037226700,"Census Tract 2267, Los Angeles County, California",6594,6594,3063,46.5,3531,53.5,4462,67.7,4046,61.4,288,4.4,4462,4462,2285,51.2,2177,48.8,2015
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",4604,4604,2318,50.3,2286,49.7,3010,65.4,2800,60.8,300,6.5,3010,3010,1562,51.9,1448,48.1,2015
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",3661,3661,1814,49.5,1847,50.5,2336,63.8,2115,57.8,237,6.5,2336,2336,1108,47.4,1228,52.6,2015
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",5540,5540,2916,52.6,2624,47.4,3636,65.6,3371,60.8,276,5.0,3636,3636,1828,50.3,1808,49.7,2015
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",3749,3749,1934,51.6,1815,48.4,2663,71.0,2458,65.6,379,10.1,2663,2663,1298,48.7,1365,51.3,2015
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",4179,4179,1979,47.4,2200,52.6,2761,66.1,2482,59.4,228,5.5,2761,2761,1347,48.8,1414,51.2,2015
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",4613,4613,2476,53.7,2137,46.3,3092,67.0,2912,63.1,382,8.3,3092,3092,1670,54.0,1422,46.0,2015
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",2985,2985,1478,49.5,1507,50.5,2070,69.3,1933,64.8,174,5.8,2070,2070,1024,49.5,1046,50.5,2015
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",3265,3265,1696,51.9,1569,48.1,2288,70.1,2088,64.0,145,4.4,2288,2288,1232,53.8,1056,46.2,2015
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",3379,3379,1634,48.4,1745,51.6,2233,66.1,2022,59.8,204,6.0,2233,2233,1095,49.0,1138,51.0,2015
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",4648,4648,2463,53.0,2185,47.0,3172,68.2,2849,61.3,310,6.7,3172,3172,1589,50.1,1583,49.9,2015
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",4856,4856,2287,47.1,2569,52.9,3187,65.6,2972,61.2,191,3.9,3187,3187,1540,48.3,1647,51.7,2015
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",3990,3990,2018,50.6,1972,49.4,2631,65.9,2380,59.6,301,7.5,2631,2631,1341,51.0,1290,49.0,2015
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",4341,4341,2181,50.2,2160,49.8,2842,65.5,2554,58.8,331,7.6,2842,2842,1363,48.0,1479,52.0,2015
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",5543,5543,2745,49.5,2798,50.5,3590,64.8,3281,59.2,344,6.2,3590,3590,1681,46.8,1909,53.2,2015
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",3054,3054,1490,48.8,1564,51.2,1930,63.2,1755,57.5,167,5.5,1930,1930,924,47.9,1006,52.1,2015
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",4783,4783,2328,48.7,2455,51.3,3277,68.5,2923,61.1,295,6.2,3277,3277,1783,54.4,1494,45.6,2015
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",4051,4051,2103,51.9,1948,48.1,2843,70.2,2671,65.9,341,8.4,2843,2843,1473,51.8,1370,48.2,2015
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",5772,5772,2847,49.3,2925,50.7,3674,63.7,3334,57.8,256,4.4,3674,3674,1843,50.2,1831,49.8,2015
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",3620,3620,1672,46.2,1948,53.8,2327,64.3,2051,56.7,239,6.6,2327,2327,1103,47.4,1224,52.6,2015
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",4626,4626,2225,48.1,2401,51.9,2948,63.7,2607,56.4,253,5.5,2948,2948,1419,48.1,1529,51.9,2015
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",3478,3478,1807,52.0,1671,48.0,2686,77.2,2477,71.2,389,11.2,2686,2686,1424,53.0,1262,47.0,2015
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",3492,3492,1547,44.3,1945,55.7,2479,71.0,2308,66.1,218,6.2,2479,2479,1112,44.9,1367,55.1,2015
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",4514,4514,2174,48.2,2340,51.8,3187,70.6,2897,64.2,329,7.3,3187,3187,1467,46.0,1720,54.0,2015
1400000US06037231300,"Census Tract 2313, Los Angeles County, California",5234,5234,2480,47.4,2754,52.6,3829,73.2,3588,68.6,617,11.8,3829,3829,1606,41.9,2223,58.1,2015
1400000US06037231400,"Census Tract 2314, Los Angeles County, California",4966,4966,2299,46.3,2667,53.7,3670,73.9,3426,69.0,741,14.9,3670,3670,1673,45.6,1997,54.4,2015
1400000US06037231500,"Census Tract 2315, Los Angeles County, California",4772,4772,2075,43.5,2697,56.5,3612,75.7,3381,70.9,838,17.6,3612,3612,1591,44.0,2021,56.0,2015
1400000US06037231600,"Census Tract 2316, Los Angeles County, California",6991,6991,3218,46.0,3773,54.0,5046,72.2,4786,68.5,830,11.9,5046,5046,2321,46.0,2725,54.0,2015
1400000US06037231710,"Census Tract 2317.10, Los Angeles County, California",4357,4357,2090,48.0,2267,52.0,2858,65.6,2530,58.1,390,9.0,2858,2858,1339,46.9,1519,53.1,2015
1400000US06037231720,"Census Tract 2317.20, Los Angeles County, California",5444,5444,2693,49.5,2751,50.5,3921,72.0,3584,65.8,428,7.9,3921,3921,1875,47.8,2046,52.2,2015
1400000US06037231800,"Census Tract 2318, Los Angeles County, California",4645,4645,2239,48.2,2406,51.8,3109,66.9,2931,63.1,364,7.8,3109,3109,1621,52.1,1488,47.9,2015
1400000US06037231900,"Census Tract 2319, Los Angeles County, California",5415,5415,2729,50.4,2686,49.6,3889,71.8,3465,64.0,405,7.5,3889,3889,1985,51.0,1904,49.0,2015
1400000US06037232110,"Census Tract 2321.10, Los Angeles County, California",2979,2979,1456,48.9,1523,51.1,2124,71.3,1950,65.5,191,6.4,2124,2124,1048,49.3,1076,50.7,2015
1400000US06037232120,"Census Tract 2321.20, Los Angeles County, California",5652,5652,2789,49.3,2863,50.7,3734,66.1,3461,61.2,313,5.5,3734,3734,1783,47.8,1951,52.2,2015
1400000US06037232200,"Census Tract 2322, Los Angeles County, California",2786,2786,1336,48.0,1450,52.0,2181,78.3,2031,72.9,296,10.6,2181,2181,1074,49.2,1107,50.8,2015
1400000US06037232300,"Census Tract 2323, Los Angeles County, California",4198,4198,2248,53.5,1950,46.5,3461,82.4,2943,70.1,385,9.2,3461,3461,1963,56.7,1498,43.3,2015
1400000US06037232400,"Census Tract 2324, Los Angeles County, California",6906,6906,3513,50.9,3393,49.1,5072,73.4,4694,68.0,762,11.0,5072,5072,2624,51.7,2448,48.3,2015
1400000US06037232500,"Census Tract 2325, Los Angeles County, California",5015,5015,2428,48.4,2587,51.6,3686,73.5,3330,66.4,619,12.3,3686,3686,1685,45.7,2001,54.3,2015
1400000US06037232600,"Census Tract 2326, Los Angeles County, California",6250,6250,2964,47.4,3286,52.6,4432,70.9,4135,66.2,604,9.7,4432,4432,2072,46.8,2360,53.2,2015
1400000US06037232700,"Census Tract 2327, Los Angeles County, California",6211,6211,3076,49.5,3135,50.5,4229,68.1,3996,64.3,595,9.6,4229,4229,2062,48.8,2167,51.2,2015
1400000US06037232800,"Census Tract 2328, Los Angeles County, California",4052,4052,2137,52.7,1915,47.3,2699,66.6,2557,63.1,323,8.0,2699,2699,1453,53.8,1246,46.2,2015
1400000US06037234000,"Census Tract 2340, Los Angeles County, California",5721,5721,2638,46.1,3083,53.9,4539,79.3,4343,75.9,955,16.7,4539,4539,2040,44.9,2499,55.1,2015
1400000US06037234200,"Census Tract 2342, Los Angeles County, California",2234,2234,866,38.8,1368,61.2,1983,88.8,1942,86.9,741,33.2,1983,1983,723,36.5,1260,63.5,2015
1400000US06037234300,"Census Tract 2343, Los Angeles County, California",3808,3808,1525,40.0,2283,60.0,3235,85.0,3208,84.2,950,24.9,3235,3235,1268,39.2,1967,60.8,2015
1400000US06037234501,"Census Tract 2345.01, Los Angeles County, California",2370,2370,1070,45.1,1300,54.9,1834,77.4,1736,73.2,473,20.0,1834,1834,805,43.9,1029,56.1,2015
1400000US06037234502,"Census Tract 2345.02, Los Angeles County, California",2231,2231,980,43.9,1251,56.1,1862,83.5,1859,83.3,558,25.0,1862,1862,789,42.4,1073,57.6,2015
1400000US06037234600,"Census Tract 2346, Los Angeles County, California",5060,5060,2454,48.5,2606,51.5,3901,77.1,3617,71.5,756,14.9,3901,3901,1984,50.9,1917,49.1,2015
1400000US06037234700,"Census Tract 2347, Los Angeles County, California",3686,3686,1813,49.2,1873,50.8,2841,77.1,2782,75.5,727,19.7,2841,2841,1351,47.6,1490,52.4,2015
1400000US06037234800,"Census Tract 2348, Los Angeles County, California",3231,3231,1529,47.3,1702,52.7,2472,76.5,2297,71.1,447,13.8,2472,2472,1135,45.9,1337,54.1,2015
1400000US06037234901,"Census Tract 2349.01, Los Angeles County, California",2773,2773,991,35.7,1782,64.3,1975,71.2,1775,64.0,301,10.9,1975,1975,676,34.2,1299,65.8,2015
1400000US06037234902,"Census Tract 2349.02, Los Angeles County, California",3858,3858,1812,47.0,2046,53.0,2913,75.5,2839,73.6,559,14.5,2913,2913,1346,46.2,1567,53.8,2015
1400000US06037235100,"Census Tract 2351, Los Angeles County, California",4728,4728,2123,44.9,2605,55.1,3995,84.5,3802,80.4,864,18.3,3995,3995,1743,43.6,2252,56.4,2015
1400000US06037235201,"Census Tract 2352.01, Los Angeles County, California",2573,2573,1100,42.8,1473,57.2,2100,81.6,1939,75.4,427,16.6,2100,2100,915,43.6,1185,56.4,2015
1400000US06037235202,"Census Tract 2352.02, Los Angeles County, California",4156,4156,1865,44.9,2291,55.1,3304,79.5,3137,75.5,563,13.5,3304,3304,1492,45.2,1812,54.8,2015
1400000US06037236000,"Census Tract 2360, Los Angeles County, California",4390,4390,1958,44.6,2432,55.4,3890,88.6,3694,84.1,1262,28.7,3890,3890,1674,43.0,2216,57.0,2015
1400000US06037236100,"Census Tract 2361, Los Angeles County, California",5139,5139,2269,44.2,2870,55.8,4280,83.3,4120,80.2,1215,23.6,4280,4280,1727,40.4,2553,59.6,2015
1400000US06037236202,"Census Tract 2362.02, Los Angeles County, California",5570,5570,2912,52.3,2658,47.7,4211,75.6,3964,71.2,482,8.7,4211,4211,2048,48.6,2163,51.4,2015
1400000US06037236203,"Census Tract 2362.03, Los Angeles County, California",3732,3732,1567,42.0,2165,58.0,2857,76.6,2701,72.4,438,11.7,2857,2857,1115,39.0,1742,61.0,2015
1400000US06037236204,"Census Tract 2362.04, Los Angeles County, California",2927,2927,1358,46.4,1569,53.6,2205,75.3,2081,71.1,320,10.9,2205,2205,985,44.7,1220,55.3,2015
1400000US06037236400,"Census Tract 2364, Los Angeles County, California",4400,4400,1846,42.0,2554,58.0,3707,84.3,3573,81.2,955,21.7,3707,3707,1533,41.4,2174,58.6,2015
1400000US06037237101,"Census Tract 2371.01, Los Angeles County, California",3641,3641,1700,46.7,1941,53.3,2534,69.6,2359,64.8,335,9.2,2534,2534,1109,43.8,1425,56.2,2015
1400000US06037237102,"Census Tract 2371.02, Los Angeles County, California",2902,2902,1352,46.6,1550,53.4,1994,68.7,1866,64.3,403,13.9,1994,1994,911,45.7,1083,54.3,2015
1400000US06037237201,"Census Tract 2372.01, Los Angeles County, California",3405,3405,1601,47.0,1804,53.0,2624,77.1,2438,71.6,335,9.8,2624,2624,1263,48.1,1361,51.9,2015
1400000US06037237202,"Census Tract 2372.02, Los Angeles County, California",4784,4784,2364,49.4,2420,50.6,3319,69.4,3042,63.6,465,9.7,3319,3319,1621,48.8,1698,51.2,2015
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",5136,5136,2382,46.4,2754,53.6,3772,73.4,3612,70.3,859,16.7,3772,3772,1701,45.1,2071,54.9,2015
1400000US06037237401,"Census Tract 2374.01, Los Angeles County, California",3580,3580,1866,52.1,1714,47.9,2601,72.7,2377,66.4,295,8.2,2601,2601,1258,48.4,1343,51.6,2015
1400000US06037237402,"Census Tract 2374.02, Los Angeles County, California",3444,3444,1621,47.1,1823,52.9,2478,72.0,2332,67.7,565,16.4,2478,2478,1176,47.5,1302,52.5,2015
1400000US06037237500,"Census Tract 2375, Los Angeles County, California",2844,2844,1481,52.1,1363,47.9,2006,70.5,1885,66.3,320,11.3,2006,2006,1034,51.5,972,48.5,2015
1400000US06037237600,"Census Tract 2376, Los Angeles County, California",3780,3780,1810,47.9,1970,52.1,2759,73.0,2599,68.8,406,10.7,2759,2759,1315,47.7,1444,52.3,2015
1400000US06037237710,"Census Tract 2377.10, Los Angeles County, California",3027,3027,1547,51.1,1480,48.9,2233,73.8,2097,69.3,242,8.0,2233,2233,1090,48.8,1143,51.2,2015
1400000US06037237720,"Census Tract 2377.20, Los Angeles County, California",2989,2989,1448,48.4,1541,51.6,1901,63.6,1776,59.4,201,6.7,1901,1901,900,47.3,1001,52.7,2015
1400000US06037237800,"Census Tract 2378, Los Angeles County, California",3814,3814,1953,51.2,1861,48.8,2938,77.0,2867,75.2,603,15.8,2938,2938,1480,50.4,1458,49.6,2015
1400000US06037237900,"Census Tract 2379, Los Angeles County, California",3988,3988,1790,44.9,2198,55.1,2974,74.6,2760,69.2,635,15.9,2974,2974,1367,46.0,1607,54.0,2015
1400000US06037238000,"Census Tract 2380, Los Angeles County, California",5462,5462,1996,36.5,3466,63.5,4168,76.3,4069,74.5,925,16.9,4168,4168,1578,37.9,2590,62.1,2015
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",4598,4598,1944,42.3,2654,57.7,3498,76.1,3262,70.9,833,18.1,3498,3498,1435,41.0,2063,59.0,2015
