GeoID,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Percent!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Percent!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Percent!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Percent!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Percent!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!62 years and over,Percent!!SEX AND AGE!!62 years and over,Estimate!!SEX AND AGE!!18 years and over.1,Percent!!SEX AND AGE!!18 years and over.1,Estimate!!SEX AND AGE!!18 years and over!!Male,Percent!!SEX AND AGE!!18 years and over!!Male,Estimate!!SEX AND AGE!!18 years and over!!Female,Percent!!SEX AND AGE!!18 years and over!!Female,year
1400000US06037104401,"Census Tract 1044.01, Los Angeles County, California",3509,3509,1826,52.0,1683,48.0,2337,66.6,2163,61.6,323,9.2,2337,2337,1230,52.6,1107,47.4,2014
1400000US06037104403,"Census Tract 1044.03, Los Angeles County, California",2851,2851,1377,48.3,1474,51.7,2071,72.6,1907,66.9,368,12.9,2071,2071,1081,52.2,990,47.8,2014
1400000US06037104404,"Census Tract 1044.04, Los Angeles County, California",2845,2845,1563,54.9,1282,45.1,2079,73.1,2010,70.7,354,12.4,2079,2079,1159,55.7,920,44.3,2014
1400000US06037104500,"Census Tract 1045, Los Angeles County, California",2906,2906,1361,46.8,1545,53.2,2160,74.3,2003,68.9,237,8.2,2160,2160,1063,49.2,1097,50.8,2014
1400000US06037104610,"Census Tract 1046.10, Los Angeles County, California",3553,3553,1797,50.6,1756,49.4,2471,69.5,2319,65.3,329,9.3,2471,2471,1260,51.0,1211,49.0,2014
1400000US06037104620,"Census Tract 1046.20, Los Angeles County, California",3421,3421,1689,49.4,1732,50.6,2355,68.8,2150,62.8,423,12.4,2355,2355,1171,49.7,1184,50.3,2014
1400000US06037104701,"Census Tract 1047.01, Los Angeles County, California",3836,3836,1625,42.4,2211,57.6,2358,61.5,2063,53.8,326,8.5,2358,2358,945,40.1,1413,59.9,2014
1400000US06037104703,"Census Tract 1047.03, Los Angeles County, California",2138,2138,1124,52.6,1014,47.4,1390,65.0,1261,59.0,182,8.5,1390,1390,761,54.7,629,45.3,2014
1400000US06037104704,"Census Tract 1047.04, Los Angeles County, California",4357,4357,2195,50.4,2162,49.6,2982,68.4,2822,64.8,300,6.9,2982,2982,1438,48.2,1544,51.8,2014
1400000US06037104810,"Census Tract 1048.10, Los Angeles County, California",5729,5729,2801,48.9,2928,51.1,3942,68.8,3696,64.5,713,12.4,3942,3942,1905,48.3,2037,51.7,2014
1400000US06037104821,"Census Tract 1048.21, Los Angeles County, California",3290,3290,1665,50.6,1625,49.4,2366,71.9,2111,64.2,296,9.0,2366,2366,1208,51.1,1158,48.9,2014
1400000US06037104822,"Census Tract 1048.22, Los Angeles County, California",2228,2228,1134,50.9,1094,49.1,1554,69.7,1423,63.9,187,8.4,1554,1554,874,56.2,680,43.8,2014
1400000US06037106010,"Census Tract 1060.10, Los Angeles County, California",2924,2924,1424,48.7,1500,51.3,2268,77.6,2125,72.7,386,13.2,2268,2268,1146,50.5,1122,49.5,2014
1400000US06037106020,"Census Tract 1060.20, Los Angeles County, California",6499,6499,3114,47.9,3385,52.1,4609,70.9,4341,66.8,876,13.5,4609,4609,2278,49.4,2331,50.6,2014
1400000US06037106111,"Census Tract 1061.11, Los Angeles County, California",4582,4582,2435,53.1,2147,46.9,3387,73.9,3294,71.9,780,17.0,3387,3387,1676,49.5,1711,50.5,2014
1400000US06037106112,"Census Tract 1061.12, Los Angeles County, California",6026,6026,2959,49.1,3067,50.9,4328,71.8,4087,67.8,780,12.9,4328,4328,2128,49.2,2200,50.8,2014
1400000US06037106113,"Census Tract 1061.13, Los Angeles County, California",3560,3560,1860,52.2,1700,47.8,2688,75.5,2498,70.2,485,13.6,2688,2688,1371,51.0,1317,49.0,2014
1400000US06037106114,"Census Tract 1061.14, Los Angeles County, California",5729,5729,2927,51.1,2802,48.9,3962,69.2,3734,65.2,453,7.9,3962,3962,1918,48.4,2044,51.6,2014
1400000US06037106403,"Census Tract 1064.03, Los Angeles County, California",3258,3258,1550,47.6,1708,52.4,2507,76.9,2378,73.0,446,13.7,2507,2507,1217,48.5,1290,51.5,2014
1400000US06037106405,"Census Tract 1064.05, Los Angeles County, California",3377,3377,1555,46.0,1822,54.0,2449,72.5,2340,69.3,303,9.0,2449,2449,1056,43.1,1393,56.9,2014
1400000US06037106406,"Census Tract 1064.06, Los Angeles County, California",5289,5289,2370,44.8,2919,55.2,3974,75.1,3687,69.7,681,12.9,3974,3974,1738,43.7,2236,56.3,2014
1400000US06037106407,"Census Tract 1064.07, Los Angeles County, California",2670,2670,1160,43.4,1510,56.6,1897,71.0,1776,66.5,468,17.5,1897,1897,752,39.6,1145,60.4,2014
1400000US06037106408,"Census Tract 1064.08, Los Angeles County, California",3769,3769,1812,48.1,1957,51.9,2436,64.6,2095,55.6,151,4.0,2436,2436,1124,46.1,1312,53.9,2014
1400000US06037106510,"Census Tract 1065.10, Los Angeles County, California",5274,5274,2766,52.4,2508,47.6,3681,69.8,3493,66.2,651,12.3,3681,3681,1789,48.6,1892,51.4,2014
1400000US06037106520,"Census Tract 1065.20, Los Angeles County, California",5672,5672,2741,48.3,2931,51.7,4203,74.1,3874,68.3,888,15.7,4203,4203,2024,48.2,2179,51.8,2014
1400000US06037106603,"Census Tract 1066.03, Los Angeles County, California",3310,3310,1635,49.4,1675,50.6,2474,74.7,2364,71.4,618,18.7,2474,2474,1232,49.8,1242,50.2,2014
1400000US06037106604,"Census Tract 1066.04, Los Angeles County, California",4785,4785,2239,46.8,2546,53.2,3271,68.4,3047,63.7,415,8.7,3271,3271,1632,49.9,1639,50.1,2014
1400000US06037106641,"Census Tract 1066.41, Los Angeles County, California",2176,2176,1227,56.4,949,43.6,1792,82.4,1725,79.3,540,24.8,1792,1792,975,54.4,817,45.6,2014
1400000US06037106642,"Census Tract 1066.42, Los Angeles County, California",3323,3323,1610,48.5,1713,51.5,2677,80.6,2575,77.5,668,20.1,2677,2677,1337,49.9,1340,50.1,2014
1400000US06037106643,"Census Tract 1066.43, Los Angeles County, California",4452,4452,2043,45.9,2409,54.1,3503,78.7,3299,74.1,809,18.2,3503,3503,1611,46.0,1892,54.0,2014
1400000US06037106645,"Census Tract 1066.45, Los Angeles County, California",3499,3499,1649,47.1,1850,52.9,2700,77.2,2597,74.2,908,26.0,2700,2700,1225,45.4,1475,54.6,2014
1400000US06037106646,"Census Tract 1066.46, Los Angeles County, California",3505,3505,1644,46.9,1861,53.1,2827,80.7,2661,75.9,732,20.9,2827,2827,1218,43.1,1609,56.9,2014
1400000US06037106648,"Census Tract 1066.48, Los Angeles County, California",4348,4348,2216,51.0,2132,49.0,3003,69.1,2734,62.9,403,9.3,3003,3003,1491,49.7,1512,50.3,2014
1400000US06037106649,"Census Tract 1066.49, Los Angeles County, California",2605,2605,1361,52.2,1244,47.8,1987,76.3,1915,73.5,377,14.5,1987,1987,1016,51.1,971,48.9,2014
1400000US06037107010,"Census Tract 1070.10, Los Angeles County, California",3175,3175,1692,53.3,1483,46.7,2427,76.4,2267,71.4,420,13.2,2427,2427,1313,54.1,1114,45.9,2014
1400000US06037107020,"Census Tract 1070.20, Los Angeles County, California",5150,5150,2522,49.0,2628,51.0,3887,75.5,3659,71.0,534,10.4,3887,3887,1921,49.4,1966,50.6,2014
1400000US06037108101,"Census Tract 1081.01, Los Angeles County, California",2330,2330,1223,52.5,1107,47.5,1960,84.1,1915,82.2,639,27.4,1960,1960,1008,51.4,952,48.6,2014
1400000US06037108102,"Census Tract 1081.02, Los Angeles County, California",3727,3727,1746,46.8,1981,53.2,3057,82.0,2927,78.5,800,21.5,3057,3057,1382,45.2,1675,54.8,2014
1400000US06037108103,"Census Tract 1081.03, Los Angeles County, California",3289,3289,1607,48.9,1682,51.1,2692,81.8,2540,77.2,863,26.2,2692,2692,1322,49.1,1370,50.9,2014
1400000US06037108104,"Census Tract 1081.04, Los Angeles County, California",1861,1861,879,47.2,982,52.8,1371,73.7,1304,70.1,391,21.0,1371,1371,697,50.8,674,49.2,2014
1400000US06037108201,"Census Tract 1082.01, Los Angeles County, California",5695,5695,2508,44.0,3187,56.0,4172,73.3,4008,70.4,987,17.3,4172,4172,1842,44.2,2330,55.8,2014
1400000US06037108202,"Census Tract 1082.02, Los Angeles County, California",5891,5891,2766,47.0,3125,53.0,4489,76.2,4382,74.4,1176,20.0,4489,4489,2056,45.8,2433,54.2,2014
1400000US06037109100,"Census Tract 1091, Los Angeles County, California",2377,2377,1080,45.4,1297,54.6,2001,84.2,1919,80.7,705,29.7,2001,2001,858,42.9,1143,57.1,2014
1400000US06037109200,"Census Tract 1092, Los Angeles County, California",2673,2673,1377,51.5,1296,48.5,1961,73.4,1893,70.8,409,15.3,1961,1961,999,50.9,962,49.1,2014
1400000US06037109300,"Census Tract 1093, Los Angeles County, California",3512,3512,1772,50.5,1740,49.5,2706,77.1,2632,74.9,575,16.4,2706,2706,1319,48.7,1387,51.3,2014
1400000US06037109400,"Census Tract 1094, Los Angeles County, California",3563,3563,1824,51.2,1739,48.8,2842,79.8,2723,76.4,643,18.0,2842,2842,1398,49.2,1444,50.8,2014
1400000US06037109500,"Census Tract 1095, Los Angeles County, California",4834,4834,2375,49.1,2459,50.9,3342,69.1,3133,64.8,510,10.6,3342,3342,1632,48.8,1710,51.2,2014
1400000US06037109601,"Census Tract 1096.01, Los Angeles County, California",5285,5285,2482,47.0,2803,53.0,4092,77.4,3851,72.9,821,15.5,4092,4092,1999,48.9,2093,51.1,2014
1400000US06037109603,"Census Tract 1096.03, Los Angeles County, California",4017,4017,1782,44.4,2235,55.6,3133,78.0,2915,72.6,565,14.1,3133,3133,1399,44.7,1734,55.3,2014
1400000US06037109604,"Census Tract 1096.04, Los Angeles County, California",2954,2954,1542,52.2,1412,47.8,2379,80.5,2215,75.0,547,18.5,2379,2379,1145,48.1,1234,51.9,2014
1400000US06037109700,"Census Tract 1097, Los Angeles County, California",4727,4727,2356,49.8,2371,50.2,3624,76.7,3541,74.9,807,17.1,3624,3624,1645,45.4,1979,54.6,2014
1400000US06037109800,"Census Tract 1098, Los Angeles County, California",4385,4385,2296,52.4,2089,47.6,3461,78.9,3297,75.2,800,18.2,3461,3461,1761,50.9,1700,49.1,2014
1400000US06037111100,"Census Tract 1111, Los Angeles County, California",3017,3017,1616,53.6,1401,46.4,2333,77.3,2188,72.5,471,15.6,2333,2333,1292,55.4,1041,44.6,2014
1400000US06037111201,"Census Tract 1112.01, Los Angeles County, California",3377,3377,1579,46.8,1798,53.2,2850,84.4,2808,83.2,933,27.6,2850,2850,1281,44.9,1569,55.1,2014
1400000US06037111202,"Census Tract 1112.02, Los Angeles County, California",5255,5255,2585,49.2,2670,50.8,4068,77.4,3832,72.9,1099,20.9,4068,4068,1900,46.7,2168,53.3,2014
1400000US06037111204,"Census Tract 1112.04, Los Angeles County, California",6163,6163,3144,51.0,3019,49.0,4881,79.2,4559,74.0,1429,23.2,4881,4881,2498,51.2,2383,48.8,2014
1400000US06037111205,"Census Tract 1112.05, Los Angeles County, California",3841,3841,2078,54.1,1763,45.9,3035,79.0,2896,75.4,742,19.3,3035,3035,1673,55.1,1362,44.9,2014
1400000US06037111206,"Census Tract 1112.06, Los Angeles County, California",4813,4813,2487,51.7,2326,48.3,3787,78.7,3650,75.8,1225,25.5,3787,3787,1872,49.4,1915,50.6,2014
1400000US06037111301,"Census Tract 1113.01, Los Angeles County, California",7303,7303,3373,46.2,3930,53.8,5775,79.1,5435,74.4,710,9.7,5775,5775,2865,49.6,2910,50.4,2014
1400000US06037111302,"Census Tract 1113.02, Los Angeles County, California",5136,5136,2426,47.2,2710,52.8,4296,83.6,3864,75.2,1150,22.4,4296,4296,2008,46.7,2288,53.3,2014
1400000US06037111400,"Census Tract 1114, Los Angeles County, California",7938,7938,3875,48.8,4063,51.2,6088,76.7,5846,73.6,1532,19.3,6088,6088,3034,49.8,3054,50.2,2014
1400000US06037113101,"Census Tract 1131.01, Los Angeles County, California",3740,3740,1635,43.7,2105,56.3,3137,83.9,2888,77.2,1037,27.7,3137,3137,1331,42.4,1806,57.6,2014
1400000US06037113102,"Census Tract 1131.02, Los Angeles County, California",2983,2983,1493,50.1,1490,49.9,2447,82.0,2344,78.6,760,25.5,2447,2447,1171,47.9,1276,52.1,2014
1400000US06037113211,"Census Tract 1132.11, Los Angeles County, California",4013,4013,1851,46.1,2162,53.9,3333,83.1,3225,80.4,937,23.3,3333,3333,1581,47.4,1752,52.6,2014
1400000US06037113212,"Census Tract 1132.12, Los Angeles County, California",3299,3299,1654,50.1,1645,49.9,2600,78.8,2465,74.7,752,22.8,2600,2600,1350,51.9,1250,48.1,2014
1400000US06037113213,"Census Tract 1132.13, Los Angeles County, California",4657,4657,2322,49.9,2335,50.1,3745,80.4,3572,76.7,917,19.7,3745,3745,1865,49.8,1880,50.2,2014
1400000US06037113231,"Census Tract 1132.31, Los Angeles County, California",2186,2186,1119,51.2,1067,48.8,1723,78.8,1647,75.3,585,26.8,1723,1723,822,47.7,901,52.3,2014
1400000US06037113232,"Census Tract 1132.32, Los Angeles County, California",4094,4094,1964,48.0,2130,52.0,3416,83.4,3363,82.1,1089,26.6,3416,3416,1574,46.1,1842,53.9,2014
1400000US06037113233,"Census Tract 1132.33, Los Angeles County, California",7477,7477,4012,53.7,3465,46.3,5265,70.4,5002,66.9,602,8.1,5265,5265,2776,52.7,2489,47.3,2014
1400000US06037113234,"Census Tract 1132.34, Los Angeles County, California",4678,4678,2331,49.8,2347,50.2,3447,73.7,3324,71.1,714,15.3,3447,3447,1734,50.3,1713,49.7,2014
1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",1619,1619,858,53.0,761,47.0,1414,87.3,1323,81.7,345,21.3,1414,1414,706,49.9,708,50.1,2014
1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",4020,4020,2105,52.4,1915,47.6,3371,83.9,3212,79.9,997,24.8,3371,3371,1717,50.9,1654,49.1,2014
1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",2376,2376,1201,50.5,1175,49.5,1809,76.1,1741,73.3,599,25.2,1809,1809,876,48.4,933,51.6,2014
1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",4210,4210,2024,48.1,2186,51.9,3237,76.9,3105,73.8,886,21.0,3237,3237,1497,46.2,1740,53.8,2014
1400000US06037113321,"Census Tract 1133.21, Los Angeles County, California",5616,5616,2503,44.6,3113,55.4,4509,80.3,4409,78.5,487,8.7,4509,4509,2020,44.8,2489,55.2,2014
1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",3945,3945,2042,51.8,1903,48.2,3314,84.0,3218,81.6,1008,25.6,3314,3314,1691,51.0,1623,49.0,2014
1400000US06037113401,"Census Tract 1134.01, Los Angeles County, California",5741,5741,2639,46.0,3102,54.0,4539,79.1,4304,75.0,1036,18.0,4539,4539,2153,47.4,2386,52.6,2014
1400000US06037113421,"Census Tract 1134.21, Los Angeles County, California",6859,6859,2951,43.0,3908,57.0,4664,68.0,4332,63.2,609,8.9,4664,4664,2053,44.0,2611,56.0,2014
1400000US06037113422,"Census Tract 1134.22, Los Angeles County, California",6410,6410,3256,50.8,3154,49.2,5067,79.0,4923,76.8,902,14.1,5067,5067,2388,47.1,2679,52.9,2014
1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",5126,5126,2486,48.5,2640,51.5,4237,82.7,3996,78.0,1395,27.2,4237,4237,2048,48.3,2189,51.7,2014
1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",2870,2870,1203,41.9,1667,58.1,2762,96.2,887,30.9,8,0.3,2762,2762,1154,41.8,1608,58.2,2014
1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",4332,4332,2138,49.4,2194,50.6,3791,87.5,2970,68.6,550,12.7,3791,3791,1784,47.1,2007,52.9,2014
1400000US06037115201,"Census Tract 1152.01, Los Angeles County, California",6880,6880,3459,50.3,3421,49.7,5793,84.2,5257,76.4,1029,15.0,5793,5793,2971,51.3,2822,48.7,2014
1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",4808,4808,2625,54.6,2183,45.4,4060,84.4,3593,74.7,537,11.2,4060,4060,2200,54.2,1860,45.8,2014
1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",4100,4100,1970,48.0,2130,52.0,3367,82.1,3160,77.1,916,22.3,3367,3367,1525,45.3,1842,54.7,2014
1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",4234,4234,2108,49.8,2126,50.2,2894,68.4,2681,63.3,421,9.9,2894,2894,1494,51.6,1400,48.4,2014
1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",5751,5751,3031,52.7,2720,47.3,4307,74.9,4040,70.2,675,11.7,4307,4307,2206,51.2,2101,48.8,2014
1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",3547,3547,1947,54.9,1600,45.1,2715,76.5,2531,71.4,394,11.1,2715,2715,1420,52.3,1295,47.7,2014
1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",3024,3024,1628,53.8,1396,46.2,2206,72.9,1980,65.5,445,14.7,2206,2206,1209,54.8,997,45.2,2014
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",5112,5112,2637,51.6,2475,48.4,3833,75.0,3642,71.2,485,9.5,3833,3833,1831,47.8,2002,52.2,2014
1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",2692,2692,1437,53.4,1255,46.6,2179,80.9,2061,76.6,337,12.5,2179,2179,1119,51.4,1060,48.6,2014
1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",4591,4591,2352,51.2,2239,48.8,3214,70.0,3009,65.5,481,10.5,3214,3214,1571,48.9,1643,51.1,2014
1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",2415,2415,1277,52.9,1138,47.1,1973,81.7,1908,79.0,436,18.1,1973,1973,1065,54.0,908,46.0,2014
1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",3928,3928,1965,50.0,1963,50.0,3043,77.5,2921,74.4,670,17.1,3043,3043,1553,51.0,1490,49.0,2014
1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",5316,5316,2619,49.3,2697,50.7,4167,78.4,3984,74.9,928,17.5,4167,4167,2087,50.1,2080,49.9,2014
1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",3493,3493,1925,55.1,1568,44.9,2846,81.5,2679,76.7,497,14.2,2846,2846,1476,51.9,1370,48.1,2014
1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",3998,3998,1852,46.3,2146,53.7,3225,80.7,3116,77.9,653,16.3,3225,3225,1508,46.8,1717,53.2,2014
1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",3876,3876,2170,56.0,1706,44.0,2495,64.4,2244,57.9,94,2.4,2495,2495,1409,56.5,1086,43.5,2014
1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",3501,3501,1725,49.3,1776,50.7,2297,65.6,2125,60.7,139,4.0,2297,2297,1199,52.2,1098,47.8,2014
1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",3204,3204,1741,54.3,1463,45.7,2096,65.4,1891,59.0,151,4.7,2096,2096,1198,57.2,898,42.8,2014
1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",4001,4001,2053,51.3,1948,48.7,2549,63.7,2340,58.5,177,4.4,2549,2549,1324,51.9,1225,48.1,2014
1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",3708,3708,1759,47.4,1949,52.6,2423,65.3,2221,59.9,195,5.3,2423,2423,1094,45.2,1329,54.8,2014
1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",5846,5846,2988,51.1,2858,48.9,4006,68.5,3764,64.4,498,8.5,4006,4006,1966,49.1,2040,50.9,2014
1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",3960,3960,1799,45.4,2161,54.6,3011,76.0,2850,72.0,571,14.4,3011,3011,1399,46.5,1612,53.5,2014
1400000US06037119002,"Census Tract 1190.02, Los Angeles County, California",7222,7222,3681,51.0,3541,49.0,5480,75.9,5174,71.6,878,12.2,5480,5480,2804,51.2,2676,48.8,2014
1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",4019,4019,2008,50.0,2011,50.0,2882,71.7,2648,65.9,424,10.5,2882,2882,1426,49.5,1456,50.5,2014
1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",4538,4538,2325,51.2,2213,48.8,3307,72.9,3101,68.3,507,11.2,3307,3307,1563,47.3,1744,52.7,2014
1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",3765,3765,1876,49.8,1889,50.2,2726,72.4,2593,68.9,588,15.6,2726,2726,1299,47.7,1427,52.3,2014
1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",4761,4761,2410,50.6,2351,49.4,3202,67.3,3011,63.2,413,8.7,3202,3202,1460,45.6,1742,54.4,2014
1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",3752,3752,1946,51.9,1806,48.1,2271,60.5,2082,55.5,144,3.8,2271,2271,1176,51.8,1095,48.2,2014
1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",2643,2643,1299,49.1,1344,50.9,2085,78.9,1826,69.1,396,15.0,2085,2085,971,46.6,1114,53.4,2014
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",3484,3484,1809,51.9,1675,48.1,2466,70.8,2316,66.5,176,5.1,2466,2466,1279,51.9,1187,48.1,2014
1400000US06037119400,"Census Tract 1194, Los Angeles County, California",5357,5357,2822,52.7,2535,47.3,4208,78.6,4056,75.7,633,11.8,4208,4208,2249,53.4,1959,46.6,2014
1400000US06037119700,"Census Tract 1197, Los Angeles County, California",4799,4799,2438,50.8,2361,49.2,3846,80.1,3685,76.8,751,15.6,3846,3846,1927,50.1,1919,49.9,2014
1400000US06037119800,"Census Tract 1198, Los Angeles County, California",6239,6239,3216,51.5,3023,48.5,4702,75.4,4333,69.5,672,10.8,4702,4702,2374,50.5,2328,49.5,2014
1400000US06037119900,"Census Tract 1199, Los Angeles County, California",5124,5124,2405,46.9,2719,53.1,3731,72.8,3560,69.5,584,11.4,3731,3731,1774,47.5,1957,52.5,2014
1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",2896,2896,1462,50.5,1434,49.5,2021,69.8,1855,64.1,180,6.2,2021,2021,1030,51.0,991,49.0,2014
1400000US06037120020,"Census Tract 1200.20, Los Angeles County, California",4888,4888,2311,47.3,2577,52.7,3327,68.1,3044,62.3,321,6.6,3327,3327,1616,48.6,1711,51.4,2014
1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",2727,2727,1421,52.1,1306,47.9,1788,65.6,1620,59.4,182,6.7,1788,1788,907,50.7,881,49.3,2014
1400000US06037120103,"Census Tract 1201.03, Los Angeles County, California",3218,3218,1702,52.9,1516,47.1,1959,60.9,1789,55.6,63,2.0,1959,1959,1032,52.7,927,47.3,2014
1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",2597,2597,1202,46.3,1395,53.7,1794,69.1,1582,60.9,200,7.7,1794,1794,781,43.5,1013,56.5,2014
1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",2926,2926,1463,50.0,1463,50.0,2204,75.3,1907,65.2,458,15.7,2204,2204,1175,53.3,1029,46.7,2014
1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",4499,4499,2290,50.9,2209,49.1,3041,67.6,2832,62.9,324,7.2,3041,3041,1624,53.4,1417,46.6,2014
1400000US06037120107,"Census Tract 1201.07, Los Angeles County, California",3644,3644,1707,46.8,1937,53.2,2381,65.3,2212,60.7,168,4.6,2381,2381,1068,44.9,1313,55.1,2014
1400000US06037120108,"Census Tract 1201.08, Los Angeles County, California",4654,4654,2334,50.2,2320,49.8,3272,70.3,3066,65.9,372,8.0,3272,3272,1622,49.6,1650,50.4,2014
1400000US06037120300,"Census Tract 1203, Los Angeles County, California",5609,5609,2625,46.8,2984,53.2,4220,75.2,3993,71.2,727,13.0,4220,4220,1903,45.1,2317,54.9,2014
1400000US06037120400,"Census Tract 1204, Los Angeles County, California",6938,6938,3370,48.6,3568,51.4,5431,78.3,5061,72.9,1084,15.6,5431,5431,2474,45.6,2957,54.4,2014
1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",4942,4942,2403,48.6,2539,51.4,3826,77.4,3663,74.1,571,11.6,3826,3826,1861,48.6,1965,51.4,2014
1400000US06037121020,"Census Tract 1210.20, Los Angeles County, California",3641,3641,1647,45.2,1994,54.8,2817,77.4,2619,71.9,403,11.1,2817,2817,1314,46.6,1503,53.4,2014
1400000US06037121101,"Census Tract 1211.01, Los Angeles County, California",3298,3298,1697,51.5,1601,48.5,2552,77.4,2490,75.5,333,10.1,2552,2552,1358,53.2,1194,46.8,2014
1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",2537,2537,1175,46.3,1362,53.7,1939,76.4,1876,73.9,515,20.3,1939,1939,908,46.8,1031,53.2,2014
1400000US06037121210,"Census Tract 1212.10, Los Angeles County, California",2862,2862,1300,45.4,1562,54.6,2191,76.6,2037,71.2,457,16.0,2191,2191,1057,48.2,1134,51.8,2014
1400000US06037121221,"Census Tract 1212.21, Los Angeles County, California",2259,2259,1189,52.6,1070,47.4,1775,78.6,1583,70.1,238,10.5,1775,1775,968,54.5,807,45.5,2014
1400000US06037121222,"Census Tract 1212.22, Los Angeles County, California",4815,4815,2343,48.7,2472,51.3,3074,63.8,2864,59.5,327,6.8,3074,3074,1469,47.8,1605,52.2,2014
1400000US06037121600,"Census Tract 1216, Los Angeles County, California",2634,2634,1343,51.0,1291,49.0,2248,85.3,2189,83.1,553,21.0,2248,2248,1111,49.4,1137,50.6,2014
1400000US06037121801,"Census Tract 1218.01, Los Angeles County, California",3463,3463,1729,49.9,1734,50.1,2659,76.8,2445,70.6,291,8.4,2659,2659,1336,50.2,1323,49.8,2014
1400000US06037121802,"Census Tract 1218.02, Los Angeles County, California",3272,3272,1606,49.1,1666,50.9,2692,82.3,2554,78.1,608,18.6,2692,2692,1308,48.6,1384,51.4,2014
1400000US06037121900,"Census Tract 1219, Los Angeles County, California",4314,4314,2079,48.2,2235,51.8,3454,80.1,3253,75.4,617,14.3,3454,3454,1633,47.3,1821,52.7,2014
1400000US06037122000,"Census Tract 1220, Los Angeles County, California",5503,5503,2766,50.3,2737,49.7,4606,83.7,4218,76.6,1053,19.1,4606,4606,2330,50.6,2276,49.4,2014
1400000US06037122120,"Census Tract 1221.20, Los Angeles County, California",4671,4671,2307,49.4,2364,50.6,3368,72.1,3100,66.4,389,8.3,3368,3368,1593,47.3,1775,52.7,2014
1400000US06037122121,"Census Tract 1221.21, Los Angeles County, California",2950,2950,1501,50.9,1449,49.1,2151,72.9,2060,69.8,353,12.0,2151,2151,1026,47.7,1125,52.3,2014
1400000US06037122122,"Census Tract 1221.22, Los Angeles County, California",2238,2238,1002,44.8,1236,55.2,1585,70.8,1519,67.9,247,11.0,1585,1585,678,42.8,907,57.2,2014
1400000US06037122200,"Census Tract 1222, Los Angeles County, California",4633,4633,2426,52.4,2207,47.6,3318,71.6,3066,66.2,391,8.4,3318,3318,1715,51.7,1603,48.3,2014
1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",3788,3788,1784,47.1,2004,52.9,2745,72.5,2561,67.6,341,9.0,2745,2745,1341,48.9,1404,51.1,2014
1400000US06037122420,"Census Tract 1224.20, Los Angeles County, California",5253,5253,2587,49.2,2666,50.8,3668,69.8,3433,65.4,406,7.7,3668,3668,1843,50.2,1825,49.8,2014
