GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
1400000US06037208501,"Census Tract 2085.01, Los Angeles County, California",65004,2019
1400000US06037208502,"Census Tract 2085.02, Los Angeles County, California",51746,2019
1400000US06037208610,"Census Tract 2086.10, Los Angeles County, California",63972,2019
1400000US06037208620,"Census Tract 2086.20, Los Angeles County, California",62549,2019
1400000US06037208710,"Census Tract 2087.10, Los Angeles County, California",77132,2019
1400000US06037208720,"Census Tract 2087.20, Los Angeles County, California",44311,2019
1400000US06037208801,"Census Tract 2088.01, Los Angeles County, California",48851,2019
1400000US06037208802,"Census Tract 2088.02, Los Angeles County, California",48934,2019
1400000US06037208902,"Census Tract 2089.02, Los Angeles County, California",47738,2019
1400000US06037208903,"Census Tract 2089.03, Los Angeles County, California",45072,2019
1400000US06037208904,"Census Tract 2089.04, Los Angeles County, California",43480,2019
1400000US06037209102,"Census Tract 2091.02, Los Angeles County, California",62697,2019
1400000US06037209103,"Census Tract 2091.03, Los Angeles County, California",34845,2019
1400000US06037209104,"Census Tract 2091.04, Los Angeles County, California",42965,2019
1400000US06037209200,"Census Tract 2092, Los Angeles County, California",84468,2019
1400000US06037209300,"Census Tract 2093, Los Angeles County, California",44816,2019
1400000US06037209401,"Census Tract 2094.01, Los Angeles County, California",42051,2019
1400000US06037209402,"Census Tract 2094.02, Los Angeles County, California",39091,2019
1400000US06037209403,"Census Tract 2094.03, Los Angeles County, California",42558,2019
1400000US06037209510,"Census Tract 2095.10, Los Angeles County, California",46028,2019
1400000US06037209520,"Census Tract 2095.20, Los Angeles County, California",39657,2019
1400000US06037209810,"Census Tract 2098.10, Los Angeles County, California",40568,2019
1400000US06037209820,"Census Tract 2098.20, Los Angeles County, California",43328,2019
1400000US06037210010,"Census Tract 2100.10, Los Angeles County, California",42747,2019
1400000US06037211000,"Census Tract 2110, Los Angeles County, California",229546,2019
1400000US06037211120,"Census Tract 2111.20, Los Angeles County, California",65448,2019
1400000US06037211121,"Census Tract 2111.21, Los Angeles County, California",66740,2019
1400000US06037211122,"Census Tract 2111.22, Los Angeles County, California",59912,2019
1400000US06037211201,"Census Tract 2112.01, Los Angeles County, California",54959,2019
1400000US06037211202,"Census Tract 2112.02, Los Angeles County, California",49624,2019
1400000US06037211310,"Census Tract 2113.10, Los Angeles County, California",50455,2019
1400000US06037211320,"Census Tract 2113.20, Los Angeles County, California",50255,2019
1400000US06037211410,"Census Tract 2114.10, Los Angeles County, California",62838,2019
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",72591,2019
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",143974,2019
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",235196,2019
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",63411,2019
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",68243,2019
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",60422,2019
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",61077,2019
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",60972,2019
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",54886,2019
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",41413,2019
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",56392,2019
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",77109,2019
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",52922,2019
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",49494,2019
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",45728,2019
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",45735,2019
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",57914,2019
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",40375,2019
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",48105,2019
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",52991,2019
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",63145,2019
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",54028,2019
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",59342,2019
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",65158,2019
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",71198,2019
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",53083,2019
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",72836,2019
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",118051,2019
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",95727,2019
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",69109,2019
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",86889,2019
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",45666,2019
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",51751,2019
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",67262,2019
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",47123,2019
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",44260,2019
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",55325,2019
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",180733,2019
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",149600,2019
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",122156,2019
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",120136,2019
1400000US06037214502,"Census Tract 2145.02, Los Angeles County, California",106168,2019
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",101030,2019
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",130844,2019
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",145991,2019
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",131457,2019
1400000US06037214901,"Census Tract 2149.01, Los Angeles County, California",112132,2019
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",122290,2019
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",98309,2019
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",85492,2019
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",154947,2019
1400000US06037216200,"Census Tract 2162, Los Angeles County, California",125386,2019
1400000US06037216300,"Census Tract 2163, Los Angeles County, California",155783,2019
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",115821,2019
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",131868,2019
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",115403,2019
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",142875,2019
1400000US06037216900,"Census Tract 2169, Los Angeles County, California",131567,2019
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",117233,2019
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",109957,2019
1400000US06037217100,"Census Tract 2171, Los Angeles County, California",107207,2019
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",89466,2019
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",59526,2019
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",51548,2019
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",51746,2019
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",108370,2019
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",74169,2019
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",76879,2019
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",69963,2019
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",66891,2019
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",65806,2019
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",51569,2019
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",63643,2019
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",69600,2019
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",75976,2019
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",72881,2019
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",57422,2019
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",88675,2019
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",68132,2019
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",62250,2019
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",52834,2019
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",68779,2019
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",65755,2019
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",91512,2019
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",45690,2019
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",52197,2019
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",62314,2019
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",57882,2019
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",65357,2019
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",50143,2019
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",56401,2019
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",61057,2019
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",62422,2019
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",53182,2019
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",79551,2019
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",47378,2019
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",56396,2019
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",45927,2019
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",208158,2019
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",30581,2019
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",81996,2019
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",77377,2019
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",69563,2019
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",76364,2019
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",73021,2019
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",49072,2019
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",34960,2019
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",61247,2019
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",44491,2019
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",47213,2019
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",44264,2019
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",43770,2019
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",45699,2019
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",37801,2019
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",45629,2019
1400000US06037224700,"Census Tract 2247, Los Angeles County, California",30830,2019
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",48255,2019
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",66738,2019
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",41793,2019
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",54755,2019
1400000US06037226700,"Census Tract 2267, Los Angeles County, California",53605,2019
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",55258,2019
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",56077,2019
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",56951,2019
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",48633,2019
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",51323,2019
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",57046,2019
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",57550,2019
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",50308,2019
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",51928,2019
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",62275,2019
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",55408,2019
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",44383,2019
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",53589,2019
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",57142,2019
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",42672,2019
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",56134,2019
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",59990,2019
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",46390,2019
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",55131,2019
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",50075,2019
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",43993,2019
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",49626,2019
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",59478,2019
1400000US06037231300,"Census Tract 2313, Los Angeles County, California",59391,2019
1400000US06037231400,"Census Tract 2314, Los Angeles County, California",63413,2019
1400000US06037231500,"Census Tract 2315, Los Angeles County, California",99300,2019
1400000US06037231600,"Census Tract 2316, Los Angeles County, California",58928,2019
1400000US06037231710,"Census Tract 2317.10, Los Angeles County, California",36814,2019
1400000US06037231720,"Census Tract 2317.20, Los Angeles County, California",60039,2019
1400000US06037231800,"Census Tract 2318, Los Angeles County, California",44134,2019
1400000US06037231900,"Census Tract 2319, Los Angeles County, California",51408,2019
1400000US06037232110,"Census Tract 2321.10, Los Angeles County, California",49894,2019
1400000US06037232120,"Census Tract 2321.20, Los Angeles County, California",46382,2019
1400000US06037232200,"Census Tract 2322, Los Angeles County, California",59068,2019
1400000US06037232300,"Census Tract 2323, Los Angeles County, California",74102,2019
1400000US06037232400,"Census Tract 2324, Los Angeles County, California",63268,2019
1400000US06037232500,"Census Tract 2325, Los Angeles County, California",67279,2019
1400000US06037232600,"Census Tract 2326, Los Angeles County, California",66174,2019
1400000US06037232700,"Census Tract 2327, Los Angeles County, California",60097,2019
1400000US06037232800,"Census Tract 2328, Los Angeles County, California",58019,2019
1400000US06037234000,"Census Tract 2340, Los Angeles County, California",80266,2019
1400000US06037234200,"Census Tract 2342, Los Angeles County, California",111381,2019
1400000US06037234300,"Census Tract 2343, Los Angeles County, California",65288,2019
1400000US06037234501,"Census Tract 2345.01, Los Angeles County, California",84503,2019
1400000US06037234502,"Census Tract 2345.02, Los Angeles County, California",67683,2019
1400000US06037234600,"Census Tract 2346, Los Angeles County, California",86064,2019
1400000US06037234700,"Census Tract 2347, Los Angeles County, California",57028,2019
1400000US06037234800,"Census Tract 2348, Los Angeles County, California",69025,2019
1400000US06037234901,"Census Tract 2349.01, Los Angeles County, California",42640,2019
1400000US06037234902,"Census Tract 2349.02, Los Angeles County, California",55266,2019
1400000US06037235100,"Census Tract 2351, Los Angeles County, California",105573,2019
1400000US06037235201,"Census Tract 2352.01, Los Angeles County, California",64853,2019
1400000US06037235202,"Census Tract 2352.02, Los Angeles County, California",69265,2019
1400000US06037236000,"Census Tract 2360, Los Angeles County, California",106364,2019
1400000US06037236100,"Census Tract 2361, Los Angeles County, California",52294,2019
1400000US06037236202,"Census Tract 2362.02, Los Angeles County, California",48679,2019
1400000US06037236203,"Census Tract 2362.03, Los Angeles County, California",40051,2019
1400000US06037236204,"Census Tract 2362.04, Los Angeles County, California",46302,2019
1400000US06037236400,"Census Tract 2364, Los Angeles County, California",93284,2019
1400000US06037237101,"Census Tract 2371.01, Los Angeles County, California",53821,2019
1400000US06037237102,"Census Tract 2371.02, Los Angeles County, California",52900,2019
1400000US06037237201,"Census Tract 2372.01, Los Angeles County, California",65229,2019
1400000US06037237202,"Census Tract 2372.02, Los Angeles County, California",60083,2019
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",56544,2019
1400000US06037237401,"Census Tract 2374.01, Los Angeles County, California",60937,2019
1400000US06037237402,"Census Tract 2374.02, Los Angeles County, California",81175,2019
1400000US06037237500,"Census Tract 2375, Los Angeles County, California",45754,2019
1400000US06037237600,"Census Tract 2376, Los Angeles County, California",43743,2019
1400000US06037237710,"Census Tract 2377.10, Los Angeles County, California",52565,2019
1400000US06037237720,"Census Tract 2377.20, Los Angeles County, California",50019,2019
1400000US06037237800,"Census Tract 2378, Los Angeles County, California",85501,2019
1400000US06037237900,"Census Tract 2379, Los Angeles County, California",67333,2019
1400000US06037238000,"Census Tract 2380, Los Angeles County, California",67137,2019
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",73608,2019
1400000US06037238200,"Census Tract 2382, Los Angeles County, California",69099,2019
1400000US06037238310,"Census Tract 2383.10, Los Angeles County, California",45440,2019
1400000US06037238320,"Census Tract 2383.20, Los Angeles County, California",49709,2019
1400000US06037238400,"Census Tract 2384, Los Angeles County, California",78296,2019
1400000US06037239201,"Census Tract 2392.01, Los Angeles County, California",51894,2019
1400000US06037239202,"Census Tract 2392.02, Los Angeles County, California",63195,2019
1400000US06037239310,"Census Tract 2393.10, Los Angeles County, California",46204,2019
1400000US06037239320,"Census Tract 2393.20, Los Angeles County, California",53437,2019
1400000US06037239330,"Census Tract 2393.30, Los Angeles County, California",52711,2019
1400000US06037239501,"Census Tract 2395.01, Los Angeles County, California",53956,2019
1400000US06037239502,"Census Tract 2395.02, Los Angeles County, California",52447,2019
1400000US06037239601,"Census Tract 2396.01, Los Angeles County, California",52817,2019
1400000US06037239602,"Census Tract 2396.02, Los Angeles County, California",45938,2019
1400000US06037239701,"Census Tract 2397.01, Los Angeles County, California",51161,2019
1400000US06037239702,"Census Tract 2397.02, Los Angeles County, California",47140,2019
1400000US06037239801,"Census Tract 2398.01, Los Angeles County, California",62764,2019
1400000US06037239802,"Census Tract 2398.02, Los Angeles County, California",55353,2019
1400000US06037240010,"Census Tract 2400.10, Los Angeles County, California",43988,2019
1400000US06037240020,"Census Tract 2400.20, Los Angeles County, California",49804,2019
1400000US06037240200,"Census Tract 2402, Los Angeles County, California",47989,2019
1400000US06037240300,"Census Tract 2403, Los Angeles County, California",54548,2019
1400000US06037240401,"Census Tract 2404.01, Los Angeles County, California",54253,2019
1400000US06037240402,"Census Tract 2404.02, Los Angeles County, California",58648,2019
1400000US06037240500,"Census Tract 2405, Los Angeles County, California",60756,2019
1400000US06037240600,"Census Tract 2406, Los Angeles County, California",55089,2019
1400000US06037240700,"Census Tract 2407, Los Angeles County, California",63193,2019
1400000US06037240800,"Census Tract 2408, Los Angeles County, California",52874,2019
1400000US06037240900,"Census Tract 2409, Los Angeles County, California",68594,2019
1400000US06037241001,"Census Tract 2410.01, Los Angeles County, California",57379,2019
1400000US06037241002,"Census Tract 2410.02, Los Angeles County, California",64253,2019
1400000US06037241110,"Census Tract 2411.10, Los Angeles County, California",55760,2019
1400000US06037241120,"Census Tract 2411.20, Los Angeles County, California",61056,2019
1400000US06037241201,"Census Tract 2412.01, Los Angeles County, California",58728,2019
1400000US06037241202,"Census Tract 2412.02, Los Angeles County, California",67790,2019
1400000US06037241300,"Census Tract 2413, Los Angeles County, California",59517,2019
1400000US06037241400,"Census Tract 2414, Los Angeles County, California",53142,2019
1400000US06037242000,"Census Tract 2420, Los Angeles County, California",50039,2019
1400000US06037242100,"Census Tract 2421, Los Angeles County, California",33190,2019
1400000US06037242200,"Census Tract 2422, Los Angeles County, California",42187,2019
1400000US06037242300,"Census Tract 2423, Los Angeles County, California",47482,2019
1400000US06037242600,"Census Tract 2426, Los Angeles County, California",30571,2019
1400000US06037242700,"Census Tract 2427, Los Angeles County, California",55839,2019
1400000US06037243000,"Census Tract 2430, Los Angeles County, California",57152,2019
1400000US06037243100,"Census Tract 2431, Los Angeles County, California",44968,2019
1400000US06037261101,"Census Tract 2611.01, Los Angeles County, California",245814,2019
1400000US06037261102,"Census Tract 2611.02, Los Angeles County, California",234794,2019
1400000US06037261200,"Census Tract 2612, Los Angeles County, California",245621,2019
1400000US06037262100,"Census Tract 2621, Los Angeles County, California",328393,2019
1400000US06037262200,"Census Tract 2622, Los Angeles County, California",255517,2019
1400000US06037262301,"Census Tract 2623.01, Los Angeles County, California",367355,2019
1400000US06037262302,"Census Tract 2623.02, Los Angeles County, California",262546,2019
1400000US06037262303,"Census Tract 2623.03, Los Angeles County, California",388139,2019
1400000US06037262400,"Census Tract 2624, Los Angeles County, California",412963,2019
1400000US06037262501,"Census Tract 2625.01, Los Angeles County, California",299665,2019
1400000US06037262601,"Census Tract 2626.01, Los Angeles County, California",327245,2019
1400000US06037262604,"Census Tract 2626.04, Los Angeles County, California",320207,2019
1400000US06037262704,"Census Tract 2627.04, Los Angeles County, California",210156,2019
1400000US06037262706,"Census Tract 2627.06, Los Angeles County, California",342012,2019
1400000US06037262802,"Census Tract 2628.02, Los Angeles County, California",273017,2019
1400000US06037264000,"Census Tract 2640, Los Angeles County, California",325769,2019
1400000US06037264102,"Census Tract 2641.02, Los Angeles County, California",135178,2019
1400000US06037264103,"Census Tract 2641.03, Los Angeles County, California",133975,2019
1400000US06037264301,"Census Tract 2643.01, Los Angeles County, California",131628,2019
1400000US06037264302,"Census Tract 2643.02, Los Angeles County, California",164666,2019
1400000US06037265100,"Census Tract 2651, Los Angeles County, California",315460,2019
1400000US06037265201,"Census Tract 2652.01, Los Angeles County, California",224885,2019
1400000US06037265202,"Census Tract 2652.02, Los Angeles County, California",169723,2019
1400000US06037265301,"Census Tract 2653.01, Los Angeles County, California",-,2019
1400000US06037265303,"Census Tract 2653.03, Los Angeles County, California",51159,2019
1400000US06037265304,"Census Tract 2653.04, Los Angeles County, California",26324,2019
1400000US06037265305,"Census Tract 2653.05, Los Angeles County, California",47312,2019
1400000US06037265410,"Census Tract 2654.10, Los Angeles County, California",195768,2019
1400000US06037265420,"Census Tract 2654.20, Los Angeles County, California",328288,2019
1400000US06037265510,"Census Tract 2655.10, Los Angeles County, California",83700,2019
1400000US06037265520,"Census Tract 2655.20, Los Angeles County, California",123780,2019
1400000US06037265601,"Census Tract 2656.01, Los Angeles County, California",143618,2019
1400000US06037265602,"Census Tract 2656.02, Los Angeles County, California",205808,2019
1400000US06037265700,"Census Tract 2657, Los Angeles County, California",149525,2019
1400000US06037267100,"Census Tract 2671, Los Angeles County, California",189488,2019
1400000US06037267200,"Census Tract 2672, Los Angeles County, California",123081,2019
1400000US06037267300,"Census Tract 2673, Los Angeles County, California",89428,2019
1400000US06037267402,"Census Tract 2674.02, Los Angeles County, California",113156,2019
1400000US06037267403,"Census Tract 2674.03, Los Angeles County, California",95615,2019
1400000US06037267404,"Census Tract 2674.04, Los Angeles County, California",122155,2019
1400000US06037267501,"Census Tract 2675.01, Los Angeles County, California",110083,2019
1400000US06037267502,"Census Tract 2675.02, Los Angeles County, California",108406,2019
1400000US06037267600,"Census Tract 2676, Los Angeles County, California",121592,2019
1400000US06037267700,"Census Tract 2677, Los Angeles County, California",120914,2019
1400000US06037267800,"Census Tract 2678, Los Angeles County, California",164999,2019
1400000US06037267901,"Census Tract 2679.01, Los Angeles County, California",186012,2019
1400000US06037267902,"Census Tract 2679.02, Los Angeles County, California",197909,2019
1400000US06037269000,"Census Tract 2690, Los Angeles County, California",241054,2019
1400000US06037269100,"Census Tract 2691, Los Angeles County, California",147750,2019
1400000US06037269300,"Census Tract 2693, Los Angeles County, California",223397,2019
1400000US06037269500,"Census Tract 2695, Los Angeles County, California",309982,2019
1400000US06037269601,"Census Tract 2696.01, Los Angeles County, California",72612,2019
1400000US06037269602,"Census Tract 2696.02, Los Angeles County, California",81788,2019
1400000US06037269700,"Census Tract 2697, Los Angeles County, California",134229,2019
1400000US06037269800,"Census Tract 2698, Los Angeles County, California",102898,2019
1400000US06037269903,"Census Tract 2699.03, Los Angeles County, California",83803,2019
1400000US06037269904,"Census Tract 2699.04, Los Angeles County, California",77746,2019
1400000US06037269905,"Census Tract 2699.05, Los Angeles County, California",92176,2019
1400000US06037269906,"Census Tract 2699.06, Los Angeles County, California",106983,2019
1400000US06037269907,"Census Tract 2699.07, Los Angeles County, California",94018,2019
1400000US06037270100,"Census Tract 2701, Los Angeles County, California",89414,2019
1400000US06037270200,"Census Tract 2702, Los Angeles County, California",90576,2019
1400000US06037270300,"Census Tract 2703, Los Angeles County, California",110421,2019
1400000US06037271100,"Census Tract 2711, Los Angeles County, California",161931,2019
1400000US06037271200,"Census Tract 2712, Los Angeles County, California",94160,2019
1400000US06037271300,"Census Tract 2713, Los Angeles County, California",160673,2019
1400000US06037271400,"Census Tract 2714, Los Angeles County, California",191113,2019
1400000US06037271500,"Census Tract 2715, Los Angeles County, California",140043,2019
1400000US06037271600,"Census Tract 2716, Los Angeles County, California",121204,2019
1400000US06037271701,"Census Tract 2717.01, Los Angeles County, California",111593,2019
1400000US06037271702,"Census Tract 2717.02, Los Angeles County, California",93826,2019
1400000US06037271801,"Census Tract 2718.01, Los Angeles County, California",78954,2019
1400000US06037271802,"Census Tract 2718.02, Los Angeles County, California",98224,2019
1400000US06037271901,"Census Tract 2719.01, Los Angeles County, California",124987,2019
1400000US06037271902,"Census Tract 2719.02, Los Angeles County, California",115884,2019
1400000US06037272100,"Census Tract 2721, Los Angeles County, California",137179,2019
1400000US06037272201,"Census Tract 2722.01, Los Angeles County, California",74839,2019
1400000US06037272202,"Census Tract 2722.02, Los Angeles County, California",105121,2019
1400000US06037272301,"Census Tract 2723.01, Los Angeles County, California",103165,2019
1400000US06037272302,"Census Tract 2723.02, Los Angeles County, California",89378,2019
1400000US06037273100,"Census Tract 2731, Los Angeles County, California",173877,2019
1400000US06037273200,"Census Tract 2732, Los Angeles County, California",155465,2019
1400000US06037273300,"Census Tract 2733, Los Angeles County, California",133407,2019
1400000US06037273402,"Census Tract 2734.02, Los Angeles County, California",159429,2019
1400000US06037273502,"Census Tract 2735.02, Los Angeles County, California",124487,2019
1400000US06037273600,"Census Tract 2736, Los Angeles County, California",167163,2019
1400000US06037273700,"Census Tract 2737, Los Angeles County, California",145369,2019
1400000US06037273800,"Census Tract 2738, Los Angeles County, California",119790,2019
1400000US06037273902,"Census Tract 2739.02, Los Angeles County, California",183944,2019
1400000US06037274100,"Census Tract 2741, Los Angeles County, California",159171,2019
1400000US06037274202,"Census Tract 2742.02, Los Angeles County, California",205063,2019
1400000US06037275101,"Census Tract 2751.01, Los Angeles County, California",107344,2019
1400000US06037275102,"Census Tract 2751.02, Los Angeles County, California",75764,2019
1400000US06037275200,"Census Tract 2752, Los Angeles County, California",91898,2019
1400000US06037275302,"Census Tract 2753.02, Los Angeles County, California",120156,2019
1400000US06037275311,"Census Tract 2753.11, Los Angeles County, California",110014,2019
1400000US06037275400,"Census Tract 2754, Los Angeles County, California",159398,2019
1400000US06037275500,"Census Tract 2755, Los Angeles County, California",72962,2019
1400000US06037275602,"Census Tract 2756.02, Los Angeles County, California",198637,2019
1400000US06037275603,"Census Tract 2756.03, Los Angeles County, California",113595,2019
1400000US06037276000,"Census Tract 2760, Los Angeles County, California",154819,2019
1400000US06037276100,"Census Tract 2761, Los Angeles County, California",89968,2019
1400000US06037276400,"Census Tract 2764, Los Angeles County, California",196180,2019
1400000US06037276500,"Census Tract 2765, Los Angeles County, California",145534,2019
1400000US06037276601,"Census Tract 2766.01, Los Angeles County, California",195741,2019
1400000US06037276603,"Census Tract 2766.03, Los Angeles County, California",113037,2019
1400000US06037276604,"Census Tract 2766.04, Los Angeles County, California",108633,2019
1400000US06037277000,"Census Tract 2770, Los Angeles County, California",205846,2019
1400000US06037277100,"Census Tract 2771, Los Angeles County, California",138103,2019
1400000US06037277200,"Census Tract 2772, Los Angeles County, California",81162,2019
1400000US06037277400,"Census Tract 2774, Los Angeles County, California",56719,2019
1400000US06037278001,"Census Tract 2780.01, Los Angeles County, California",123528,2019
