GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
1400000US06037106641,"Census Tract 1066.41, Los Angeles County, California",147139,2021
1400000US06037106642,"Census Tract 1066.42, Los Angeles County, California",150009,2021
1400000US06037106643,"Census Tract 1066.43, Los Angeles County, California",226726,2021
1400000US06037106645,"Census Tract 1066.45, Los Angeles County, California",130108,2021
1400000US06037106646,"Census Tract 1066.46, Los Angeles County, California",137162,2021
1400000US06037106648,"Census Tract 1066.48, Los Angeles County, California",76241,2021
1400000US06037106649,"Census Tract 1066.49, Los Angeles County, California",98563,2021
1400000US06037107010,"Census Tract 1070.10, Los Angeles County, California",80430,2021
1400000US06037107020,"Census Tract 1070.20, Los Angeles County, California",88352,2021
1400000US06037108101,"Census Tract 1081.01, Los Angeles County, California",156679,2021
1400000US06037108102,"Census Tract 1081.02, Los Angeles County, California",145592,2021
1400000US06037108103,"Census Tract 1081.03, Los Angeles County, California",167561,2021
1400000US06037108104,"Census Tract 1081.04, Los Angeles County, California",162522,2021
1400000US06037108202,"Census Tract 1082.02, Los Angeles County, California",195250,2021
1400000US06037108203,"Census Tract 1082.03, Los Angeles County, California",142490,2021
1400000US06037108204,"Census Tract 1082.04, Los Angeles County, California",143199,2021
1400000US06037109100,"Census Tract 1091, Los Angeles County, California",92002,2021
1400000US06037109200,"Census Tract 1092, Los Angeles County, California",129960,2021
1400000US06037109300,"Census Tract 1093, Los Angeles County, California",136542,2021
1400000US06037109400,"Census Tract 1094, Los Angeles County, California",100585,2021
1400000US06037109500,"Census Tract 1095, Los Angeles County, California",67868,2021
1400000US06037109601,"Census Tract 1096.01, Los Angeles County, California",107530,2021
1400000US06037109603,"Census Tract 1096.03, Los Angeles County, California",105869,2021
1400000US06037109604,"Census Tract 1096.04, Los Angeles County, California",98370,2021
1400000US06037109700,"Census Tract 1097, Los Angeles County, California",107075,2021
1400000US06037109800,"Census Tract 1098, Los Angeles County, California",111584,2021
1400000US06037111100,"Census Tract 1111, Los Angeles County, California",122064,2021
1400000US06037111201,"Census Tract 1112.01, Los Angeles County, California",184642,2021
1400000US06037111202,"Census Tract 1112.02, Los Angeles County, California",125441,2021
1400000US06037111204,"Census Tract 1112.04, Los Angeles County, California",179388,2021
1400000US06037111205,"Census Tract 1112.05, Los Angeles County, California",97243,2021
1400000US06037111206,"Census Tract 1112.06, Los Angeles County, California",155649,2021
1400000US06037111302,"Census Tract 1113.02, Los Angeles County, California",98075,2021
1400000US06037111303,"Census Tract 1113.03, Los Angeles County, California",113480,2021
1400000US06037111304,"Census Tract 1113.04, Los Angeles County, California",64025,2021
1400000US06037111401,"Census Tract 1114.01, Los Angeles County, California",120220,2021
1400000US06037111402,"Census Tract 1114.02, Los Angeles County, California",73101,2021
1400000US06037113101,"Census Tract 1131.01, Los Angeles County, California",121705,2021
1400000US06037113102,"Census Tract 1131.02, Los Angeles County, California",226491,2021
1400000US06037113211,"Census Tract 1132.11, Los Angeles County, California",101011,2021
1400000US06037113212,"Census Tract 1132.12, Los Angeles County, California",118402,2021
1400000US06037113213,"Census Tract 1132.13, Los Angeles County, California",123155,2021
1400000US06037113231,"Census Tract 1132.31, Los Angeles County, California",128992,2021
1400000US06037113232,"Census Tract 1132.32, Los Angeles County, California",164454,2021
1400000US06037113234,"Census Tract 1132.34, Los Angeles County, California",101286,2021
1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",105430,2021
1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",136928,2021
1400000US06037113238,"Census Tract 1132.38, Los Angeles County, California",83859,2021
1400000US06037113239,"Census Tract 1132.39, Los Angeles County, California",53102,2021
1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",160993,2021
1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",123943,2021
1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",121126,2021
1400000US06037113323,"Census Tract 1133.23, Los Angeles County, California",87885,2021
1400000US06037113324,"Census Tract 1133.24, Los Angeles County, California",93839,2021
1400000US06037113423,"Census Tract 1134.23, Los Angeles County, California",123974,2021
1400000US06037113424,"Census Tract 1134.24, Los Angeles County, California",106413,2021
1400000US06037113425,"Census Tract 1134.25, Los Angeles County, California",63965,2021
1400000US06037113426,"Census Tract 1134.26, Los Angeles County, California",96636,2021
1400000US06037113427,"Census Tract 1134.27, Los Angeles County, California",76362,2021
1400000US06037113428,"Census Tract 1134.28, Los Angeles County, California",197022,2021
1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",145937,2021
1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",N,2021
1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",90789,2021
1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",82414,2021
1400000US06037115203,"Census Tract 1152.03, Los Angeles County, California",99252,2021
1400000US06037115204,"Census Tract 1152.04, Los Angeles County, California",106091,2021
1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",112529,2021
1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",71503,2021
1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",89874,2021
1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",72143,2021
1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",105287,2021
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",92775,2021
1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",83284,2021
1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",68851,2021
1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",114716,2021
1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",124829,2021
1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",127026,2021
1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",111690,2021
1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",131586,2021
1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",50853,2021
1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",43909,2021
1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",62436,2021
1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",87275,2021
1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",57657,2021
1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",75143,2021
1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",107007,2021
1400000US06037119003,"Census Tract 1190.03, Los Angeles County, California",103795,2021
1400000US06037119004,"Census Tract 1190.04, Los Angeles County, California",102669,2021
1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",100875,2021
1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",82111,2021
1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",88626,2021
1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",81442,2021
1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",49005,2021
1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",70943,2021
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",78775,2021
1400000US06037119400,"Census Tract 1194, Los Angeles County, California",121056,2021
1400000US06037119700,"Census Tract 1197, Los Angeles County, California",129497,2021
1400000US06037119801,"Census Tract 1198.01, Los Angeles County, California",100146,2021
1400000US06037119802,"Census Tract 1198.02, Los Angeles County, California",80964,2021
1400000US06037119900,"Census Tract 1199, Los Angeles County, California",88827,2021
1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",69700,2021
1400000US06037120020,"Census Tract 1200.20, Los Angeles County, California",50421,2021
1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",47772,2021
1400000US06037120103,"Census Tract 1201.03, Los Angeles County, California",45591,2021
1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",58528,2021
1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",64928,2021
1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",53083,2021
1400000US06037120107,"Census Tract 1201.07, Los Angeles County, California",51982,2021
1400000US06037120108,"Census Tract 1201.08, Los Angeles County, California",66390,2021
1400000US06037120300,"Census Tract 1203, Los Angeles County, California",76860,2021
1400000US06037120400,"Census Tract 1204, Los Angeles County, California",71762,2021
1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",95577,2021
1400000US06037121020,"Census Tract 1210.20, Los Angeles County, California",84736,2021
1400000US06037121101,"Census Tract 1211.01, Los Angeles County, California",88371,2021
1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",92631,2021
1400000US06037121210,"Census Tract 1212.10, Los Angeles County, California",84952,2021
1400000US06037121221,"Census Tract 1212.21, Los Angeles County, California",87278,2021
1400000US06037121222,"Census Tract 1212.22, Los Angeles County, California",85942,2021
1400000US06037121600,"Census Tract 1216, Los Angeles County, California",99122,2021
1400000US06037121801,"Census Tract 1218.01, Los Angeles County, California",60837,2021
1400000US06037121802,"Census Tract 1218.02, Los Angeles County, California",97724,2021
1400000US06037121900,"Census Tract 1219, Los Angeles County, California",69876,2021
1400000US06037122000,"Census Tract 1220, Los Angeles County, California",109574,2021
1400000US06037122120,"Census Tract 1221.20, Los Angeles County, California",75192,2021
1400000US06037122121,"Census Tract 1221.21, Los Angeles County, California",61861,2021
1400000US06037122122,"Census Tract 1221.22, Los Angeles County, California",55226,2021
1400000US06037122200,"Census Tract 1222, Los Angeles County, California",83042,2021
1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",84843,2021
1400000US06037122420,"Census Tract 1224.20, Los Angeles County, California",86421,2021
1400000US06037123010,"Census Tract 1230.10, Los Angeles County, California",67607,2021
1400000US06037123020,"Census Tract 1230.20, Los Angeles County, California",85226,2021
1400000US06037123103,"Census Tract 1231.03, Los Angeles County, California",83233,2021
1400000US06037123104,"Census Tract 1231.04, Los Angeles County, California",83224,2021
1400000US06037123203,"Census Tract 1232.03, Los Angeles County, California",51633,2021
1400000US06037123204,"Census Tract 1232.04, Los Angeles County, California",66907,2021
1400000US06037123205,"Census Tract 1232.05, Los Angeles County, California",70726,2021
1400000US06037123206,"Census Tract 1232.06, Los Angeles County, California",53588,2021
1400000US06037123301,"Census Tract 1233.01, Los Angeles County, California",86650,2021
1400000US06037123303,"Census Tract 1233.03, Los Angeles County, California",76482,2021
1400000US06037123304,"Census Tract 1233.04, Los Angeles County, California",67484,2021
1400000US06037123410,"Census Tract 1234.10, Los Angeles County, California",77721,2021
1400000US06037123420,"Census Tract 1234.20, Los Angeles County, California",83764,2021
1400000US06037123510,"Census Tract 1235.10, Los Angeles County, California",73183,2021
1400000US06037123520,"Census Tract 1235.20, Los Angeles County, California",82616,2021
1400000US06037123601,"Census Tract 1236.01, Los Angeles County, California",91533,2021
1400000US06037123602,"Census Tract 1236.02, Los Angeles County, California",92061,2021
1400000US06037123700,"Census Tract 1237, Los Angeles County, California",99280,2021
1400000US06037123800,"Census Tract 1238, Los Angeles County, California",127036,2021
1400000US06037123901,"Census Tract 1239.01, Los Angeles County, California",75507,2021
1400000US06037123902,"Census Tract 1239.02, Los Angeles County, California",85289,2021
1400000US06037124000,"Census Tract 1240, Los Angeles County, California",137295,2021
1400000US06037124102,"Census Tract 1241.02, Los Angeles County, California",84257,2021
1400000US06037124103,"Census Tract 1241.03, Los Angeles County, California",60503,2021
1400000US06037124104,"Census Tract 1241.04, Los Angeles County, California",70672,2021
1400000US06037124105,"Census Tract 1241.05, Los Angeles County, California",76495,2021
1400000US06037124201,"Census Tract 1242.01, Los Angeles County, California",75181,2021
1400000US06037124203,"Census Tract 1242.03, Los Angeles County, California",86947,2021
1400000US06037124204,"Census Tract 1242.04, Los Angeles County, California",63963,2021
1400000US06037124300,"Census Tract 1243, Los Angeles County, California",75493,2021
1400000US06037124400,"Census Tract 1244, Los Angeles County, California",119744,2021
1400000US06037124500,"Census Tract 1245, Los Angeles County, California",137507,2021
1400000US06037124600,"Census Tract 1246, Los Angeles County, California",112531,2021
1400000US06037124700,"Census Tract 1247, Los Angeles County, California",162618,2021
1400000US06037124902,"Census Tract 1249.02, Los Angeles County, California",69691,2021
1400000US06037124903,"Census Tract 1249.03, Los Angeles County, California",103530,2021
1400000US06037125101,"Census Tract 1251.01, Los Angeles County, California",86725,2021
1400000US06037125102,"Census Tract 1251.02, Los Angeles County, California",149581,2021
1400000US06037125200,"Census Tract 1252, Los Angeles County, California",100776,2021
1400000US06037125310,"Census Tract 1253.10, Los Angeles County, California",99328,2021
1400000US06037125321,"Census Tract 1253.21, Los Angeles County, California",65946,2021
1400000US06037125322,"Census Tract 1253.22, Los Angeles County, California",66121,2021
1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",99984,2021
1400000US06037125403,"Census Tract 1254.03, Los Angeles County, California",81921,2021
1400000US06037125404,"Census Tract 1254.04, Los Angeles County, California",81100,2021
1400000US06037125501,"Census Tract 1255.01, Los Angeles County, California",90023,2021
1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",165619,2021
1400000US06037125600,"Census Tract 1256, Los Angeles County, California",159095,2021
1400000US06037127102,"Census Tract 1271.02, Los Angeles County, California",70044,2021
1400000US06037127103,"Census Tract 1271.03, Los Angeles County, California",57128,2021
1400000US06037127104,"Census Tract 1271.04, Los Angeles County, California",59407,2021
1400000US06037127210,"Census Tract 1272.10, Los Angeles County, California",83676,2021
1400000US06037127220,"Census Tract 1272.20, Los Angeles County, California",90139,2021
1400000US06037127300,"Census Tract 1273, Los Angeles County, California",100208,2021
1400000US06037127400,"Census Tract 1274, Los Angeles County, California",76119,2021
1400000US06037127520,"Census Tract 1275.20, Los Angeles County, California",53165,2021
1400000US06037127603,"Census Tract 1276.03, Los Angeles County, California",63700,2021
1400000US06037127604,"Census Tract 1276.04, Los Angeles County, California",75271,2021
1400000US06037127605,"Census Tract 1276.05, Los Angeles County, California",70128,2021
1400000US06037127606,"Census Tract 1276.06, Los Angeles County, California",88957,2021
1400000US06037127711,"Census Tract 1277.11, Los Angeles County, California",84634,2021
1400000US06037127712,"Census Tract 1277.12, Los Angeles County, California",65538,2021
1400000US06037127803,"Census Tract 1278.03, Los Angeles County, California",84162,2021
1400000US06037127804,"Census Tract 1278.04, Los Angeles County, California",78887,2021
1400000US06037127805,"Census Tract 1278.05, Los Angeles County, California",67070,2021
1400000US06037127806,"Census Tract 1278.06, Los Angeles County, California",74821,2021
1400000US06037127910,"Census Tract 1279.10, Los Angeles County, California",74228,2021
1400000US06037127920,"Census Tract 1279.20, Los Angeles County, California",75834,2021
1400000US06037128101,"Census Tract 1281.01, Los Angeles County, California",111186,2021
1400000US06037128102,"Census Tract 1281.02, Los Angeles County, California",71551,2021
1400000US06037128210,"Census Tract 1282.10, Los Angeles County, California",54678,2021
1400000US06037128220,"Census Tract 1282.20, Los Angeles County, California",78675,2021
1400000US06037128302,"Census Tract 1283.02, Los Angeles County, California",56098,2021
1400000US06037128303,"Census Tract 1283.03, Los Angeles County, California",49058,2021
1400000US06037128400,"Census Tract 1284, Los Angeles County, California",119145,2021
1400000US06037128500,"Census Tract 1285, Los Angeles County, California",117255,2021
1400000US06037128601,"Census Tract 1286.01, Los Angeles County, California",79023,2021
1400000US06037128602,"Census Tract 1286.02, Los Angeles County, California",119944,2021
1400000US06037128703,"Census Tract 1287.03, Los Angeles County, California",105919,2021
1400000US06037128704,"Census Tract 1287.04, Los Angeles County, California",135846,2021
1400000US06037128801,"Census Tract 1288.01, Los Angeles County, California",95023,2021
1400000US06037128802,"Census Tract 1288.02, Los Angeles County, California",126926,2021
1400000US06037128910,"Census Tract 1289.10, Los Angeles County, California",135828,2021
1400000US06037131021,"Census Tract 1310.21, Los Angeles County, California",67662,2021
1400000US06037131022,"Census Tract 1310.22, Los Angeles County, California",83144,2021
1400000US06037131023,"Census Tract 1310.23, Los Angeles County, California",82779,2021
1400000US06037131024,"Census Tract 1310.24, Los Angeles County, California",132679,2021
1400000US06037131100,"Census Tract 1311, Los Angeles County, California",112205,2021
1400000US06037131200,"Census Tract 1312, Los Angeles County, California",134529,2021
1400000US06037131300,"Census Tract 1313, Los Angeles County, California",93438,2021
1400000US06037131400,"Census Tract 1314, Los Angeles County, California",103529,2021
1400000US06037131600,"Census Tract 1316, Los Angeles County, California",96822,2021
1400000US06037131701,"Census Tract 1317.01, Los Angeles County, California",111072,2021
1400000US06037131702,"Census Tract 1317.02, Los Angeles County, California",90769,2021
1400000US06037131801,"Census Tract 1318.01, Los Angeles County, California",62934,2021
1400000US06037131802,"Census Tract 1318.02, Los Angeles County, California",149038,2021
1400000US06037131900,"Census Tract 1319, Los Angeles County, California",118226,2021
1400000US06037132001,"Census Tract 1320.01, Los Angeles County, California",104001,2021
1400000US06037132002,"Census Tract 1320.02, Los Angeles County, California",95797,2021
1400000US06037132101,"Census Tract 1321.01, Los Angeles County, California",97737,2021
1400000US06037132102,"Census Tract 1321.02, Los Angeles County, California",81644,2021
1400000US06037132301,"Census Tract 1323.01, Los Angeles County, California",79730,2021
1400000US06037132302,"Census Tract 1323.02, Los Angeles County, California",88844,2021
1400000US06037132501,"Census Tract 1325.01, Los Angeles County, California",91200,2021
1400000US06037132502,"Census Tract 1325.02, Los Angeles County, California",79102,2021
1400000US06037132700,"Census Tract 1327, Los Angeles County, California",108728,2021
1400000US06037132900,"Census Tract 1329, Los Angeles County, California",104411,2021
1400000US06037133000,"Census Tract 1330, Los Angeles County, California",95934,2021
1400000US06037133101,"Census Tract 1331.01, Los Angeles County, California",114386,2021
1400000US06037133102,"Census Tract 1331.02, Los Angeles County, California",99142,2021
1400000US06037134001,"Census Tract 1340.01, Los Angeles County, California",79677,2021
1400000US06037134002,"Census Tract 1340.02, Los Angeles County, California",82110,2021
1400000US06037134101,"Census Tract 1341.01, Los Angeles County, California",103029,2021
1400000US06037134103,"Census Tract 1341.03, Los Angeles County, California",93110,2021
1400000US06037134104,"Census Tract 1341.04, Los Angeles County, California",88675,2021
1400000US06037134201,"Census Tract 1342.01, Los Angeles County, California",92060,2021
1400000US06037134302,"Census Tract 1343.02, Los Angeles County, California",136981,2021
1400000US06037134303,"Census Tract 1343.03, Los Angeles County, California",117804,2021
1400000US06037134304,"Census Tract 1343.04, Los Angeles County, California",93203,2021
1400000US06037134305,"Census Tract 1343.05, Los Angeles County, California",54425,2021
1400000US06037134306,"Census Tract 1343.06, Los Angeles County, California",66771,2021
1400000US06037134421,"Census Tract 1344.21, Los Angeles County, California",155132,2021
1400000US06037134422,"Census Tract 1344.22, Los Angeles County, California",164926,2021
1400000US06037134423,"Census Tract 1344.23, Los Angeles County, California",144424,2021
1400000US06037134424,"Census Tract 1344.24, Los Angeles County, California",164129,2021
1400000US06037134520,"Census Tract 1345.20, Los Angeles County, California",59397,2021
1400000US06037134521,"Census Tract 1345.21, Los Angeles County, California",76241,2021
1400000US06037134522,"Census Tract 1345.22, Los Angeles County, California",57097,2021
1400000US06037134710,"Census Tract 1347.10, Los Angeles County, California",62206,2021
1400000US06037134720,"Census Tract 1347.20, Los Angeles County, California",86909,2021
1400000US06037134801,"Census Tract 1348.01, Los Angeles County, California",87378,2021
1400000US06037134802,"Census Tract 1348.02, Los Angeles County, California",104025,2021
1400000US06037134901,"Census Tract 1349.01, Los Angeles County, California",98189,2021
1400000US06037134904,"Census Tract 1349.04, Los Angeles County, California",95182,2021
1400000US06037134905,"Census Tract 1349.05, Los Angeles County, California",102070,2021
1400000US06037134906,"Census Tract 1349.06, Los Angeles County, California",77296,2021
1400000US06037134907,"Census Tract 1349.07, Los Angeles County, California",105466,2021
1400000US06037135102,"Census Tract 1351.02, Los Angeles County, California",181235,2021
1400000US06037135111,"Census Tract 1351.11, Los Angeles County, California",123759,2021
1400000US06037135113,"Census Tract 1351.13, Los Angeles County, California",119097,2021
1400000US06037135115,"Census Tract 1351.15, Los Angeles County, California",91888,2021
1400000US06037135116,"Census Tract 1351.16, Los Angeles County, California",104076,2021
1400000US06037135201,"Census Tract 1352.01, Los Angeles County, California",126859,2021
1400000US06037135202,"Census Tract 1352.02, Los Angeles County, California",124318,2021
1400000US06037135204,"Census Tract 1352.04, Los Angeles County, California",129203,2021
1400000US06037135205,"Census Tract 1352.05, Los Angeles County, California",171494,2021
1400000US06037137000,"Census Tract 1370, Los Angeles County, California",168626,2021
1400000US06037137103,"Census Tract 1371.03, Los Angeles County, California",96042,2021
1400000US06037137104,"Census Tract 1371.04, Los Angeles County, California",131294,2021
1400000US06037137202,"Census Tract 1372.02, Los Angeles County, California",124890,2021
1400000US06037137203,"Census Tract 1372.03, Los Angeles County, California",184074,2021
1400000US06037137301,"Census Tract 1373.01, Los Angeles County, California",214357,2021
1400000US06037137302,"Census Tract 1373.02, Los Angeles County, California",185167,2021
1400000US06037137401,"Census Tract 1374.01, Los Angeles County, California",163564,2021
1400000US06037137402,"Census Tract 1374.02, Los Angeles County, California",155511,2021
1400000US06037137501,"Census Tract 1375.01, Los Angeles County, California",126622,2021
1400000US06037137502,"Census Tract 1375.02, Los Angeles County, California",174428,2021
1400000US06037137504,"Census Tract 1375.04, Los Angeles County, California",241029,2021
1400000US06037138000,"Census Tract 1380, Los Angeles County, California",148896,2021
1400000US06037139001,"Census Tract 1390.01, Los Angeles County, California",128081,2021
1400000US06037139200,"Census Tract 1392, Los Angeles County, California",118815,2021
1400000US06037139301,"Census Tract 1393.01, Los Angeles County, California",186625,2021
1400000US06037139302,"Census Tract 1393.02, Los Angeles County, California",76246,2021
1400000US06037139303,"Census Tract 1393.03, Los Angeles County, California",94729,2021
1400000US06037139401,"Census Tract 1394.01, Los Angeles County, California",97350,2021
1400000US06037139402,"Census Tract 1394.02, Los Angeles County, California",194091,2021
1400000US06037139502,"Census Tract 1395.02, Los Angeles County, California",136908,2021
1400000US06037139504,"Census Tract 1395.04, Los Angeles County, California",91332,2021
1400000US06037139505,"Census Tract 1395.05, Los Angeles County, California",47837,2021
1400000US06037139506,"Census Tract 1395.06, Los Angeles County, California",68534,2021
1400000US06037139600,"Census Tract 1396, Los Angeles County, California",137942,2021
1400000US06037139701,"Census Tract 1397.01, Los Angeles County, California",224327,2021
1400000US06037139703,"Census Tract 1397.03, Los Angeles County, California",211060,2021
1400000US06037139704,"Census Tract 1397.04, Los Angeles County, California",247865,2021
1400000US06037139705,"Census Tract 1397.05, Los Angeles County, California",302510,2021
1400000US06037139801,"Census Tract 1398.01, Los Angeles County, California",208632,2021
1400000US06037139802,"Census Tract 1398.02, Los Angeles County, California",260665,2021
1400000US06037141101,"Census Tract 1411.01, Los Angeles County, California",120690,2021
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",123187,2021
1400000US06037141201,"Census Tract 1412.01, Los Angeles County, California",112062,2021
1400000US06037141202,"Census Tract 1412.02, Los Angeles County, California",144886,2021
1400000US06037141303,"Census Tract 1413.03, Los Angeles County, California",103790,2021
1400000US06037141304,"Census Tract 1413.04, Los Angeles County, California",189937,2021
1400000US06037141305,"Census Tract 1413.05, Los Angeles County, California",144555,2021
1400000US06037141306,"Census Tract 1413.06, Los Angeles County, California",140697,2021
1400000US06037141400,"Census Tract 1414, Los Angeles County, California",197829,2021
1400000US06037141500,"Census Tract 1415, Los Angeles County, California",308111,2021
1400000US06037141600,"Census Tract 1416, Los Angeles County, California",225088,2021
1400000US06037141700,"Census Tract 1417, Los Angeles County, California",338989,2021
1400000US06037143101,"Census Tract 1431.01, Los Angeles County, California",181309,2021
