GeoID,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Percent!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Percent!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Percent!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Percent!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Percent!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!62 years and over,Percent!!SEX AND AGE!!62 years and over,Estimate!!SEX AND AGE!!18 years and over.1,Percent!!SEX AND AGE!!18 years and over.1,Estimate!!SEX AND AGE!!18 years and over!!Male,Percent!!SEX AND AGE!!18 years and over!!Male,Estimate!!SEX AND AGE!!18 years and over!!Female,Percent!!SEX AND AGE!!18 years and over!!Female,year
1400000US06037211420,"Census Tract 2114.20, Los Angeles County, California",3634,3634,1691,46.5,1943,53.5,2885,79.4,2743,75.5,475,13.1,2885,2885,1392,48.2,1493,51.8,2016
1400000US06037211500,"Census Tract 2115, Los Angeles County, California",4498,4498,2161,48.0,2337,52.0,3699,82.2,3633,80.8,756,16.8,3699,3699,1803,48.7,1896,51.3,2016
1400000US06037211701,"Census Tract 2117.01, Los Angeles County, California",3019,3019,1303,43.2,1716,56.8,2273,75.3,2222,73.6,501,16.6,2273,2273,1020,44.9,1253,55.1,2016
1400000US06037211703,"Census Tract 2117.03, Los Angeles County, California",4952,4952,2390,48.3,2562,51.7,4268,86.2,4069,82.2,685,13.8,4268,4268,1988,46.6,2280,53.4,2016
1400000US06037211704,"Census Tract 2117.04, Los Angeles County, California",2918,2918,1282,43.9,1636,56.1,2574,88.2,2477,84.9,585,20.0,2574,2574,1119,43.5,1455,56.5,2016
1400000US06037211802,"Census Tract 2118.02, Los Angeles County, California",4187,4187,2087,49.8,2100,50.2,3652,87.2,3589,85.7,583,13.9,3652,3652,1775,48.6,1877,51.4,2016
1400000US06037211803,"Census Tract 2118.03, Los Angeles County, California",4054,4054,2014,49.7,2040,50.3,3244,80.0,3150,77.7,265,6.5,3244,3244,1564,48.2,1680,51.8,2016
1400000US06037211804,"Census Tract 2118.04, Los Angeles County, California",3193,3193,1447,45.3,1746,54.7,2652,83.1,2525,79.1,536,16.8,2652,2652,1202,45.3,1450,54.7,2016
1400000US06037211910,"Census Tract 2119.10, Los Angeles County, California",4840,4840,2510,51.9,2330,48.1,3900,80.6,3613,74.6,267,5.5,3900,3900,2050,52.6,1850,47.4,2016
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",2364,2364,1219,51.6,1145,48.4,1972,83.4,1931,81.7,223,9.4,1972,1972,1029,52.2,943,47.8,2016
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",3592,3592,1836,51.1,1756,48.9,2751,76.6,2702,75.2,235,6.5,2751,2751,1426,51.8,1325,48.2,2016
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",3016,3016,1485,49.2,1531,50.8,2585,85.7,2497,82.8,253,8.4,2585,2585,1309,50.6,1276,49.4,2016
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",2324,2324,1291,55.6,1033,44.4,2010,86.5,1894,81.5,619,26.6,2010,2010,1101,54.8,909,45.2,2016
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",3714,3714,1864,50.2,1850,49.8,2854,76.8,2621,70.6,389,10.5,2854,2854,1450,50.8,1404,49.2,2016
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",3065,3065,1554,50.7,1511,49.3,2395,78.1,2204,71.9,431,14.1,2395,2395,1207,50.4,1188,49.6,2016
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",3627,3627,1783,49.2,1844,50.8,2501,69.0,2427,66.9,318,8.8,2501,2501,1261,50.4,1240,49.6,2016
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",3420,3420,1874,54.8,1546,45.2,2660,77.8,2606,76.2,217,6.3,2660,2660,1520,57.1,1140,42.9,2016
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",1791,1791,874,48.8,917,51.2,1490,83.2,1410,78.7,199,11.1,1490,1490,697,46.8,793,53.2,2016
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",3058,3058,1627,53.2,1431,46.8,2249,73.5,2165,70.8,245,8.0,2249,2249,1206,53.6,1043,46.4,2016
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",3132,3132,1658,52.9,1474,47.1,2288,73.1,2263,72.3,377,12.0,2288,2288,1151,50.3,1137,49.7,2016
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",4193,4193,2284,54.5,1909,45.5,3485,83.1,3327,79.3,364,8.7,3485,3485,1927,55.3,1558,44.7,2016
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",3389,3389,1801,53.1,1588,46.9,2656,78.4,2585,76.3,432,12.7,2656,2656,1332,50.2,1324,49.8,2016
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",2149,2149,1195,55.6,954,44.4,1886,87.8,1782,82.9,155,7.2,1886,1886,1048,55.6,838,44.4,2016
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",2971,2971,1475,49.6,1496,50.4,2556,86.0,2393,80.5,321,10.8,2556,2556,1283,50.2,1273,49.8,2016
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",3930,3930,1872,47.6,2058,52.4,3284,83.6,3187,81.1,509,13.0,3284,3284,1496,45.6,1788,54.4,2016
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",4361,4361,2046,46.9,2315,53.1,3590,82.3,3471,79.6,747,17.1,3590,3590,1777,49.5,1813,50.5,2016
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",2528,2528,1160,45.9,1368,54.1,2096,82.9,2006,79.4,570,22.5,2096,2096,893,42.6,1203,57.4,2016
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",3732,3732,1710,45.8,2022,54.2,3189,85.5,3146,84.3,638,17.1,3189,3189,1369,42.9,1820,57.1,2016
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",4028,4028,1701,42.2,2327,57.8,3210,79.7,3090,76.7,672,16.7,3210,3210,1430,44.5,1780,55.5,2016
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",4927,4927,2521,51.2,2406,48.8,3747,76.1,3576,72.6,662,13.4,3747,3747,2055,54.8,1692,45.2,2016
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",3031,3031,1487,49.1,1544,50.9,2405,79.3,2303,76.0,401,13.2,2405,2405,1246,51.8,1159,48.2,2016
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",4462,4462,2167,48.6,2295,51.4,3462,77.6,3320,74.4,684,15.3,3462,3462,1607,46.4,1855,53.6,2016
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",3912,3912,1918,49.0,1994,51.0,3106,79.4,2838,72.5,600,15.3,3106,3106,1587,51.1,1519,48.9,2016
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",3660,3660,1956,53.4,1704,46.6,2778,75.9,2709,74.0,617,16.9,2778,2778,1423,51.2,1355,48.8,2016
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",2284,2284,1111,48.6,1173,51.4,1938,84.9,1871,81.9,484,21.2,1938,1938,938,48.4,1000,51.6,2016
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",5290,5290,2630,49.7,2660,50.3,4047,76.5,3864,73.0,474,9.0,4047,4047,1899,46.9,2148,53.1,2016
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",4528,4528,2343,51.7,2185,48.3,3479,76.8,3246,71.7,568,12.5,3479,3479,1808,52.0,1671,48.0,2016
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",3725,3725,1676,45.0,2049,55.0,2615,70.2,2533,68.0,634,17.0,2615,2615,1195,45.7,1420,54.3,2016
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",4255,4255,1971,46.3,2284,53.7,3272,76.9,3255,76.5,678,15.9,3272,3272,1495,45.7,1777,54.3,2016
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",2952,2952,1454,49.3,1498,50.7,2645,89.6,2636,89.3,202,6.8,2645,2645,1296,49.0,1349,51.0,2016
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",2808,2808,1467,52.2,1341,47.8,2407,85.7,2402,85.5,298,10.6,2407,2407,1205,50.1,1202,49.9,2016
1400000US06037214502,"Census Tract 2145.02, Los Angeles County, California",5485,5485,2608,47.5,2877,52.5,4630,84.4,4268,77.8,309,5.6,4630,4630,2120,45.8,2510,54.2,2016
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",3317,3317,1502,45.3,1815,54.7,2677,80.7,2603,78.5,397,12.0,2677,2677,1242,46.4,1435,53.6,2016
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",2733,2733,1204,44.1,1529,55.9,2325,85.1,2299,84.1,565,20.7,2325,2325,1075,46.2,1250,53.8,2016
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",2629,2629,1071,40.7,1558,59.3,2315,88.1,2308,87.8,616,23.4,2315,2315,912,39.4,1403,60.6,2016
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",2986,2986,1203,40.3,1783,59.7,2672,89.5,2649,88.7,413,13.8,2672,2672,1063,39.8,1609,60.2,2016
1400000US06037214901,"Census Tract 2149.01, Los Angeles County, California",3025,3025,1141,37.7,1884,62.3,2883,95.3,2846,94.1,625,20.7,2883,2883,1068,37.0,1815,63.0,2016
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",2916,2916,1330,45.6,1586,54.4,2630,90.2,2560,87.8,393,13.5,2630,2630,1223,46.5,1407,53.5,2016
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",2753,2753,1075,39.0,1678,61.0,2575,93.5,2500,90.8,197,7.2,2575,2575,1029,40.0,1546,60.0,2016
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",3052,3052,1447,47.4,1605,52.6,2938,96.3,2926,95.9,196,6.4,2938,2938,1371,46.7,1567,53.3,2016
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",2804,2804,1445,51.5,1359,48.5,2169,77.4,2124,75.7,461,16.4,2169,2169,1116,51.5,1053,48.5,2016
1400000US06037216200,"Census Tract 2162, Los Angeles County, California",5369,5369,2904,54.1,2465,45.9,4831,90.0,4689,87.3,510,9.5,4831,4831,2644,54.7,2187,45.3,2016
1400000US06037216300,"Census Tract 2163, Los Angeles County, California",4822,4822,2315,48.0,2507,52.0,3996,82.9,3996,82.9,883,18.3,3996,3996,1919,48.0,2077,52.0,2016
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",4426,4426,2354,53.2,2072,46.8,3858,87.2,3779,85.4,937,21.2,3858,3858,1982,51.4,1876,48.6,2016
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",3027,3027,1478,48.8,1549,51.2,2725,90.0,2703,89.3,708,23.4,2725,2725,1324,48.6,1401,51.4,2016
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",3913,3913,1772,45.3,2141,54.7,3147,80.4,3092,79.0,691,17.7,3147,3147,1395,44.3,1752,55.7,2016
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",3189,3189,1697,53.2,1492,46.8,2716,85.2,2662,83.5,472,14.8,2716,2716,1401,51.6,1315,48.4,2016
1400000US06037216900,"Census Tract 2169, Los Angeles County, California",4935,4935,2302,46.6,2633,53.4,4251,86.1,4185,84.8,972,19.7,4251,4251,1994,46.9,2257,53.1,2016
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",3162,3162,1432,45.3,1730,54.7,2021,63.9,1933,61.1,394,12.5,2021,2021,894,44.2,1127,55.8,2016
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",5115,5115,2084,40.7,3031,59.3,4332,84.7,4246,83.0,956,18.7,4332,4332,1780,41.1,2552,58.9,2016
1400000US06037217100,"Census Tract 2171, Los Angeles County, California",5741,5741,2972,51.8,2769,48.2,4795,83.5,4616,80.4,831,14.5,4795,4795,2370,49.4,2425,50.6,2016
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",4053,4053,2064,50.9,1989,49.1,3179,78.4,3094,76.3,486,12.0,3179,3179,1635,51.4,1544,48.6,2016
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",3334,3334,1510,45.3,1824,54.7,2647,79.4,2578,77.3,622,18.7,2647,2647,1188,44.9,1459,55.1,2016
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",5208,5208,2506,48.1,2702,51.9,3960,76.0,3690,70.9,512,9.8,3960,3960,1917,48.4,2043,51.6,2016
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",4073,4073,2173,53.4,1900,46.6,2981,73.2,2851,70.0,389,9.6,2981,2981,1540,51.7,1441,48.3,2016
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",4666,4666,2295,49.2,2371,50.8,3736,80.1,3462,74.2,694,14.9,3736,3736,1922,51.4,1814,48.6,2016
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",5855,5855,2517,43.0,3338,57.0,4536,77.5,4373,74.7,793,13.5,4536,4536,1947,42.9,2589,57.1,2016
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",4576,4576,2081,45.5,2495,54.5,3217,70.3,3046,66.6,439,9.6,3217,3217,1435,44.6,1782,55.4,2016
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",2747,2747,1412,51.4,1335,48.6,2144,78.0,2083,75.8,367,13.4,2144,2144,1081,50.4,1063,49.6,2016
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",3256,3256,1489,45.7,1767,54.3,2562,78.7,2389,73.4,407,12.5,2562,2562,1202,46.9,1360,53.1,2016
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",2378,2378,1166,49.0,1212,51.0,1947,81.9,1824,76.7,287,12.1,1947,1947,923,47.4,1024,52.6,2016
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",2318,2318,1133,48.9,1185,51.1,1764,76.1,1654,71.4,417,18.0,1764,1764,858,48.6,906,51.4,2016
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",3024,3024,1549,51.2,1475,48.8,2298,76.0,2160,71.4,426,14.1,2298,2298,1231,53.6,1067,46.4,2016
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",5638,5638,2568,45.5,3070,54.5,4144,73.5,3913,69.4,562,10.0,4144,4144,1884,45.5,2260,54.5,2016
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",3045,3045,1396,45.8,1649,54.2,2254,74.0,2125,69.8,385,12.6,2254,2254,1012,44.9,1242,55.1,2016
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",4502,4502,2376,52.8,2126,47.2,3427,76.1,3156,70.1,647,14.4,3427,3427,1725,50.3,1702,49.7,2016
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",4739,4739,2128,44.9,2611,55.1,3395,71.6,3196,67.4,485,10.2,3395,3395,1555,45.8,1840,54.2,2016
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",1789,1789,801,44.8,988,55.2,1533,85.7,1505,84.1,604,33.8,1533,1533,679,44.3,854,55.7,2016
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",4099,4099,2008,49.0,2091,51.0,3259,79.5,3146,76.8,619,15.1,3259,3259,1500,46.0,1759,54.0,2016
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",3055,3055,1545,50.6,1510,49.4,2291,75.0,2089,68.4,393,12.9,2291,2291,1127,49.2,1164,50.8,2016
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",4444,4444,2365,53.2,2079,46.8,3483,78.4,3236,72.8,519,11.7,3483,3483,1824,52.4,1659,47.6,2016
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",3901,3901,1944,49.8,1957,50.2,3073,78.8,2860,73.3,462,11.8,3073,3073,1571,51.1,1502,48.9,2016
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",5312,5312,2373,44.7,2939,55.3,4317,81.3,4164,78.4,809,15.2,4317,4317,1860,43.1,2457,56.9,2016
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",2375,2375,1090,45.9,1285,54.1,1892,79.7,1792,75.5,483,20.3,1892,1892,874,46.2,1018,53.8,2016
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",3659,3659,1858,50.8,1801,49.2,2801,76.6,2649,72.4,468,12.8,2801,2801,1389,49.6,1412,50.4,2016
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",3253,3253,1585,48.7,1668,51.3,2416,74.3,2218,68.2,310,9.5,2416,2416,1212,50.2,1204,49.8,2016
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",3064,3064,1533,50.0,1531,50.0,2311,75.4,2181,71.2,428,14.0,2311,2311,1118,48.4,1193,51.6,2016
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",3536,3536,1894,53.6,1642,46.4,2784,78.7,2625,74.2,428,12.1,2784,2784,1492,53.6,1292,46.4,2016
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",5229,5229,2565,49.1,2664,50.9,4037,77.2,3815,73.0,391,7.5,4037,4037,2051,50.8,1986,49.2,2016
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",2710,2710,1487,54.9,1223,45.1,2142,79.0,1967,72.6,287,10.6,2142,2142,1198,55.9,944,44.1,2016
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",3954,3954,1753,44.3,2201,55.7,2859,72.3,2741,69.3,400,10.1,2859,2859,1329,46.5,1530,53.5,2016
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",3453,3453,1451,42.0,2002,58.0,2534,73.4,2461,71.3,894,25.9,2534,2534,933,36.8,1601,63.2,2016
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",2740,2740,1315,48.0,1425,52.0,2237,81.6,2123,77.5,532,19.4,2237,2237,1094,48.9,1143,51.1,2016
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",4011,4011,1850,46.1,2161,53.9,3000,74.8,2762,68.9,406,10.1,3000,3000,1351,45.0,1649,55.0,2016
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",3337,3337,1559,46.7,1778,53.3,2501,74.9,2441,73.1,458,13.7,2501,2501,1115,44.6,1386,55.4,2016
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",2865,2865,1470,51.3,1395,48.7,2035,71.0,1927,67.3,320,11.2,2035,2035,969,47.6,1066,52.4,2016
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",2623,2623,1307,49.8,1316,50.2,2248,85.7,2068,78.8,467,17.8,2248,2248,1102,49.0,1146,51.0,2016
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",2667,2667,1315,49.3,1352,50.7,2296,86.1,1988,74.5,274,10.3,2296,2296,1110,48.3,1186,51.7,2016
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",2910,2910,1420,48.8,1490,51.2,2815,96.7,2461,84.6,111,3.8,2815,2815,1377,48.9,1438,51.1,2016
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",3543,3543,1736,49.0,1807,51.0,3163,89.3,1874,52.9,266,7.5,3163,3163,1512,47.8,1651,52.2,2016
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",3068,3068,1549,50.5,1519,49.5,2303,75.1,2223,72.5,397,12.9,2303,2303,1119,48.6,1184,51.4,2016
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",4882,4882,2416,49.5,2466,50.5,3725,76.3,3540,72.5,563,11.5,3725,3725,1731,46.5,1994,53.5,2016
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",3752,3752,1796,47.9,1956,52.1,2888,77.0,2685,71.6,371,9.9,2888,2888,1362,47.2,1526,52.8,2016
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",3765,3765,1815,48.2,1950,51.8,2853,75.8,2694,71.6,412,10.9,2853,2853,1397,49.0,1456,51.0,2016
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",5275,5275,2718,51.5,2557,48.5,3695,70.0,3448,65.4,603,11.4,3695,3695,1827,49.4,1868,50.6,2016
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",5496,5496,2890,52.6,2606,47.4,4494,81.8,4095,74.5,523,9.5,4494,4494,2243,49.9,2251,50.1,2016
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",4056,4056,1884,46.4,2172,53.6,3994,98.5,519,12.8,0,0.0,3994,3994,1843,46.1,2151,53.9,2016
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",2471,2471,1253,50.7,1218,49.3,1962,79.4,1894,76.6,388,15.7,1962,1962,958,48.8,1004,51.2,2016
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",2529,2529,1353,53.5,1176,46.5,1947,77.0,1802,71.3,106,4.2,1947,1947,1043,53.6,904,46.4,2016
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",2499,2499,1361,54.5,1138,45.5,1859,74.4,1709,68.4,220,8.8,1859,1859,1031,55.5,828,44.5,2016
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",2117,2117,1020,48.2,1097,51.8,1416,66.9,1289,60.9,219,10.3,1416,1416,670,47.3,746,52.7,2016
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",3454,3454,1604,46.4,1850,53.6,2524,73.1,2342,67.8,483,14.0,2524,2524,1204,47.7,1320,52.3,2016
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",3282,3282,1797,54.8,1485,45.2,2823,86.0,2722,82.9,377,11.5,2823,2823,1564,55.4,1259,44.6,2016
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",2409,2409,1021,42.4,1388,57.6,1853,76.9,1622,67.3,298,12.4,1853,1853,787,42.5,1066,57.5,2016
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",3196,3196,1788,55.9,1408,44.1,2293,71.7,2124,66.5,363,11.4,2293,2293,1281,55.9,1012,44.1,2016
1400000US06037224700,"Census Tract 2247, Los Angeles County, California",6541,6541,3150,48.2,3391,51.8,6410,98.0,3032,46.4,50,0.8,6410,6410,3101,48.4,3309,51.6,2016
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",2385,2385,1203,50.4,1182,49.6,1645,69.0,1508,63.2,217,9.1,1645,1645,763,46.4,882,53.6,2016
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",1761,1761,1206,68.5,555,31.5,1498,85.1,1467,83.3,106,6.0,1498,1498,1036,69.2,462,30.8,2016
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",3631,3631,1798,49.5,1833,50.5,2516,69.3,2321,63.9,263,7.2,2516,2516,1284,51.0,1232,49.0,2016
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",5396,5396,2799,51.9,2597,48.1,4018,74.5,3771,69.9,434,8.0,4018,4018,2106,52.4,1912,47.6,2016
1400000US06037226700,"Census Tract 2267, Los Angeles County, California",6776,6776,3119,46.0,3657,54.0,4363,64.4,3888,57.4,289,4.3,4363,4363,2113,48.4,2250,51.6,2016
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",4793,4793,2339,48.8,2454,51.2,3132,65.3,2894,60.4,314,6.6,3132,3132,1572,50.2,1560,49.8,2016
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",3539,3539,1756,49.6,1783,50.4,2313,65.4,2095,59.2,284,8.0,2313,2313,1127,48.7,1186,51.3,2016
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",5059,5059,2668,52.7,2391,47.3,3524,69.7,3348,66.2,338,6.7,3524,3524,1833,52.0,1691,48.0,2016
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",3963,3963,2103,53.1,1860,46.9,2805,70.8,2642,66.7,409,10.3,2805,2805,1434,51.1,1371,48.9,2016
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",4300,4300,2045,47.6,2255,52.4,2824,65.7,2554,59.4,279,6.5,2824,2824,1397,49.5,1427,50.5,2016
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",4516,4516,2379,52.7,2137,47.3,3143,69.6,2920,64.7,407,9.0,3143,3143,1650,52.5,1493,47.5,2016
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",3093,3093,1586,51.3,1507,48.7,2123,68.6,1932,62.5,194,6.3,2123,2123,1100,51.8,1023,48.2,2016
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",3430,3430,1769,51.6,1661,48.4,2478,72.2,2251,65.6,174,5.1,2478,2478,1352,54.6,1126,45.4,2016
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",3402,3402,1651,48.5,1751,51.5,2267,66.6,2113,62.1,174,5.1,2267,2267,1110,49.0,1157,51.0,2016
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",4581,4581,2343,51.1,2238,48.9,3174,69.3,2857,62.4,291,6.4,3174,3174,1504,47.4,1670,52.6,2016
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",4995,4995,2374,47.5,2621,52.5,3348,67.0,3146,63.0,211,4.2,3348,3348,1635,48.8,1713,51.2,2016
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",3630,3630,1814,50.0,1816,50.0,2570,70.8,2311,63.7,367,10.1,2570,2570,1301,50.6,1269,49.4,2016
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",4504,4504,2221,49.3,2283,50.7,2903,64.5,2663,59.1,368,8.2,2903,2903,1377,47.4,1526,52.6,2016
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",5356,5356,2603,48.6,2753,51.4,3348,62.5,3155,58.9,337,6.3,3348,3348,1499,44.8,1849,55.2,2016
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",2632,2632,1281,48.7,1351,51.3,1728,65.7,1574,59.8,177,6.7,1728,1728,839,48.6,889,51.4,2016
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",4892,4892,2380,48.7,2512,51.3,3358,68.6,3090,63.2,319,6.5,3358,3358,1814,54.0,1544,46.0,2016
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",4414,4414,2172,49.2,2242,50.8,3113,70.5,2901,65.7,404,9.2,3113,3113,1551,49.8,1562,50.2,2016
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",5796,5796,2807,48.4,2989,51.6,3657,63.1,3350,57.8,244,4.2,3657,3657,1774,48.5,1883,51.5,2016
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",3440,3440,1633,47.5,1807,52.5,2111,61.4,1916,55.7,273,7.9,2111,2111,1020,48.3,1091,51.7,2016
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",4786,4786,2299,48.0,2487,52.0,3051,63.7,2751,57.5,306,6.4,3051,3051,1421,46.6,1630,53.4,2016
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",3516,3516,1857,52.8,1659,47.2,2698,76.7,2474,70.4,470,13.4,2698,2698,1457,54.0,1241,46.0,2016
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",3509,3509,1664,47.4,1845,52.6,2468,70.3,2322,66.2,214,6.1,2468,2468,1163,47.1,1305,52.9,2016
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",4372,4372,2026,46.3,2346,53.7,3072,70.3,2849,65.2,362,8.3,3072,3072,1335,43.5,1737,56.5,2016
1400000US06037231300,"Census Tract 2313, Los Angeles County, California",5142,5142,2463,47.9,2679,52.1,3910,76.0,3623,70.5,656,12.8,3910,3910,1703,43.6,2207,56.4,2016
