GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037553201,Census Tract 5532.01; Los Angeles County; California,126929,2022
1400000US06037553202,Census Tract 5532.02; Los Angeles County; California,128283,2022
1400000US06037553300,Census Tract 5533; Los Angeles County; California,102312,2022
1400000US06037553400,Census Tract 5534; Los Angeles County; California,126531,2022
1400000US06037553502,Census Tract 5535.02; Los Angeles County; California,155210,2022
1400000US06037553503,Census Tract 5535.03; Los Angeles County; California,71414,2022
1400000US06037553504,Census Tract 5535.04; Los Angeles County; California,76322,2022
1400000US06037553601,Census Tract 5536.01; Los Angeles County; California,65856,2022
1400000US06037553602,Census Tract 5536.02; Los Angeles County; California,84738,2022
1400000US06037553701,Census Tract 5537.01; Los Angeles County; California,78261,2022
1400000US06037553702,Census Tract 5537.02; Los Angeles County; California,77076,2022
1400000US06037553801,Census Tract 5538.01; Los Angeles County; California,73019,2022
1400000US06037553802,Census Tract 5538.02; Los Angeles County; California,74795,2022
1400000US06037553901,Census Tract 5539.01; Los Angeles County; California,83908,2022
1400000US06037553902,Census Tract 5539.02; Los Angeles County; California,78828,2022
1400000US06037554001,Census Tract 5540.01; Los Angeles County; California,88096,2022
1400000US06037554002,Census Tract 5540.02; Los Angeles County; California,83948,2022
1400000US06037554101,Census Tract 5541.01; Los Angeles County; California,69740,2022
1400000US06037554105,Census Tract 5541.05; Los Angeles County; California,75849,2022
1400000US06037554106,Census Tract 5541.06; Los Angeles County; California,102361,2022
1400000US06037554201,Census Tract 5542.01; Los Angeles County; California,105249,2022
1400000US06037554203,Census Tract 5542.03; Los Angeles County; California,101077,2022
1400000US06037554204,Census Tract 5542.04; Los Angeles County; California,67796,2022
1400000US06037554301,Census Tract 5543.01; Los Angeles County; California,106558,2022
1400000US06037554302,Census Tract 5543.02; Los Angeles County; California,82019,2022
1400000US06037554403,Census Tract 5544.03; Los Angeles County; California,72048,2022
1400000US06037554404,Census Tract 5544.04; Los Angeles County; California,84067,2022
1400000US06037554405,Census Tract 5544.05; Los Angeles County; California,65972,2022
1400000US06037554406,Census Tract 5544.06; Los Angeles County; California,106254,2022
1400000US06037554511,Census Tract 5545.11; Los Angeles County; California,149864,2022
1400000US06037554512,Census Tract 5545.12; Los Angeles County; California,157254,2022
1400000US06037554513,Census Tract 5545.13; Los Angeles County; California,134921,2022
1400000US06037554514,Census Tract 5545.14; Los Angeles County; California,154360,2022
1400000US06037554515,Census Tract 5545.15; Los Angeles County; California,145004,2022
1400000US06037554516,Census Tract 5545.16; Los Angeles County; California,187640,2022
1400000US06037554517,Census Tract 5545.17; Los Angeles County; California,145737,2022
1400000US06037554518,Census Tract 5545.18; Los Angeles County; California,143498,2022
1400000US06037554519,Census Tract 5545.19; Los Angeles County; California,169745,2022
1400000US06037554521,Census Tract 5545.21; Los Angeles County; California,128995,2022
1400000US06037554522,Census Tract 5545.22; Los Angeles County; California,130931,2022
1400000US06037554600,Census Tract 5546; Los Angeles County; California,83863,2022
1400000US06037554700,Census Tract 5547; Los Angeles County; California,118313,2022
1400000US06037554801,Census Tract 5548.01; Los Angeles County; California,127458,2022
1400000US06037554802,Census Tract 5548.02; Los Angeles County; California,114869,2022
1400000US06037554900,Census Tract 5549; Los Angeles County; California,89292,2022
1400000US06037555001,Census Tract 5550.01; Los Angeles County; California,106255,2022
1400000US06037555002,Census Tract 5550.02; Los Angeles County; California,104266,2022
1400000US06037555105,Census Tract 5551.05; Los Angeles County; California,100910,2022
1400000US06037555106,Census Tract 5551.06; Los Angeles County; California,69776,2022
1400000US06037555107,Census Tract 5551.07; Los Angeles County; California,109165,2022
1400000US06037555202,Census Tract 5552.02; Los Angeles County; California,161813,2022
1400000US06037555211,Census Tract 5552.11; Los Angeles County; California,95878,2022
1400000US06037555212,Census Tract 5552.12; Los Angeles County; California,83316,2022
1400000US06037555300,Census Tract 5553; Los Angeles County; California,117595,2022
1400000US06037570001,Census Tract 5700.01; Los Angeles County; California,135941,2022
1400000US06037570002,Census Tract 5700.02; Los Angeles County; California,158958,2022
1400000US06037570003,Census Tract 5700.03; Los Angeles County; California,120367,2022
1400000US06037570100,Census Tract 5701; Los Angeles County; California,105707,2022
1400000US06037570202,Census Tract 5702.02; Los Angeles County; California,92193,2022
1400000US06037570203,Census Tract 5702.03; Los Angeles County; California,84001,2022
1400000US06037570204,Census Tract 5702.04; Los Angeles County; California,81819,2022
1400000US06037570303,Census Tract 5703.03; Los Angeles County; California,63771,2022
1400000US06037570304,Census Tract 5703.04; Los Angeles County; California,70411,2022
1400000US06037570305,Census Tract 5703.05; Los Angeles County; California,59946,2022
1400000US06037570306,Census Tract 5703.06; Los Angeles County; California,87364,2022
1400000US06037570402,Census Tract 5704.02; Los Angeles County; California,100551,2022
1400000US06037570403,Census Tract 5704.03; Los Angeles County; California,75873,2022
1400000US06037570404,Census Tract 5704.04; Los Angeles County; California,85598,2022
1400000US06037570502,Census Tract 5705.02; Los Angeles County; California,87120,2022
1400000US06037570503,Census Tract 5705.03; Los Angeles County; California,86247,2022
1400000US06037570504,Census Tract 5705.04; Los Angeles County; California,86118,2022
1400000US06037570601,Census Tract 5706.01; Los Angeles County; California,86222,2022
1400000US06037570602,Census Tract 5706.02; Los Angeles County; California,95167,2022
1400000US06037570603,Census Tract 5706.03; Los Angeles County; California,65432,2022
1400000US06037570701,Census Tract 5707.01; Los Angeles County; California,128970,2022
1400000US06037570703,Census Tract 5707.03; Los Angeles County; California,167499,2022
1400000US06037570800,Census Tract 5708; Los Angeles County; California,151793,2022
1400000US06037570901,Census Tract 5709.01; Los Angeles County; California,145870,2022
1400000US06037570902,Census Tract 5709.02; Los Angeles County; California,122423,2022
1400000US06037571000,Census Tract 5710; Los Angeles County; California,151214,2022
1400000US06037571101,Census Tract 5711.01; Los Angeles County; California,138487,2022
1400000US06037571102,Census Tract 5711.02; Los Angeles County; California,158676,2022
1400000US06037571201,Census Tract 5712.01; Los Angeles County; California,173583,2022
1400000US06037571202,Census Tract 5712.02; Los Angeles County; California,118658,2022
1400000US06037571300,Census Tract 5713; Los Angeles County; California,160420,2022
1400000US06037571400,Census Tract 5714; Los Angeles County; California,121599,2022
1400000US06037571502,Census Tract 5715.02; Los Angeles County; California,99939,2022
1400000US06037571504,Census Tract 5715.04; Los Angeles County; California,100807,2022
1400000US06037571505,Census Tract 5715.05; Los Angeles County; California,113483,2022
1400000US06037571600,Census Tract 5716; Los Angeles County; California,34379,2022
1400000US06037571701,Census Tract 5717.01; Los Angeles County; California,84583,2022
1400000US06037571703,Census Tract 5717.03; Los Angeles County; California,68570,2022
1400000US06037571704,Census Tract 5717.04; Los Angeles County; California,67814,2022
1400000US06037571800,Census Tract 5718; Los Angeles County; California,190894,2022
1400000US06037571900,Census Tract 5719; Los Angeles County; California,142483,2022
1400000US06037572001,Census Tract 5720.01; Los Angeles County; California,122721,2022
1400000US06037572201,Census Tract 5722.01; Los Angeles County; California,103075,2022
1400000US06037572202,Census Tract 5722.02; Los Angeles County; California,144305,2022
1400000US06037572301,Census Tract 5723.01; Los Angeles County; California,95493,2022
1400000US06037572500,Census Tract 5725; Los Angeles County; California,80082,2022
1400000US06037572600,Census Tract 5726; Los Angeles County; California,109926,2022
1400000US06037572700,Census Tract 5727; Los Angeles County; California,103495,2022
1400000US06037573002,Census Tract 5730.02; Los Angeles County; California,66910,2022
1400000US06037573003,Census Tract 5730.03; Los Angeles County; California,103281,2022
1400000US06037573004,Census Tract 5730.04; Los Angeles County; California,74157,2022
1400000US06037573101,Census Tract 5731.01; Los Angeles County; California,76902,2022
1400000US06037573102,Census Tract 5731.02; Los Angeles County; California,106827,2022
1400000US06037573201,Census Tract 5732.01; Los Angeles County; California,88476,2022
1400000US06037573202,Census Tract 5732.02; Los Angeles County; California,120572,2022
1400000US06037573300,Census Tract 5733; Los Angeles County; California,62781,2022
1400000US06037573401,Census Tract 5734.01; Los Angeles County; California,89510,2022
1400000US06037573402,Census Tract 5734.02; Los Angeles County; California,110914,2022
1400000US06037573403,Census Tract 5734.03; Los Angeles County; California,157257,2022
1400000US06037573601,Census Tract 5736.01; Los Angeles County; California,161611,2022
1400000US06037573700,Census Tract 5737; Los Angeles County; California,161833,2022
1400000US06037573800,Census Tract 5738; Los Angeles County; California,144353,2022
1400000US06037573902,Census Tract 5739.02; Los Angeles County; California,157808,2022
1400000US06037574000,Census Tract 5740; Los Angeles County; California,163431,2022
1400000US06037574100,Census Tract 5741; Los Angeles County; California,150308,2022
1400000US06037574201,Census Tract 5742.01; Los Angeles County; California,182671,2022
1400000US06037574202,Census Tract 5742.02; Los Angeles County; California,140614,2022
1400000US06037574300,Census Tract 5743; Los Angeles County; California,137228,2022
1400000US06037574400,Census Tract 5744; Los Angeles County; California,156691,2022
1400000US06037574500,Census Tract 5745; Los Angeles County; California,165805,2022
1400000US06037574602,Census Tract 5746.02; Los Angeles County; California,286486,2022
1400000US06037574800,Census Tract 5748; Los Angeles County; California,128131,2022
1400000US06037574901,Census Tract 5749.01; Los Angeles County; California,149582,2022
1400000US06037574902,Census Tract 5749.02; Los Angeles County; California,103762,2022
1400000US06037575001,Census Tract 5750.01; Los Angeles County; California,111160,2022
1400000US06037575002,Census Tract 5750.02; Los Angeles County; California,112850,2022
1400000US06037575101,Census Tract 5751.01; Los Angeles County; California,61086,2022
1400000US06037575102,Census Tract 5751.02; Los Angeles County; California,72576,2022
1400000US06037575103,Census Tract 5751.03; Los Angeles County; California,81341,2022
1400000US06037575201,Census Tract 5752.01; Los Angeles County; California,68197,2022
1400000US06037575202,Census Tract 5752.02; Los Angeles County; California,101395,2022
1400000US06037575300,Census Tract 5753; Los Angeles County; California,58552,2022
1400000US06037575401,Census Tract 5754.01; Los Angeles County; California,57898,2022
1400000US06037575402,Census Tract 5754.02; Los Angeles County; California,58712,2022
1400000US06037575801,Census Tract 5758.01; Los Angeles County; California,65908,2022
1400000US06037575802,Census Tract 5758.02; Los Angeles County; California,55887,2022
1400000US06037575803,Census Tract 5758.03; Los Angeles County; California,60472,2022
1400000US06037575901,Census Tract 5759.01; Los Angeles County; California,77299,2022
1400000US06037575902,Census Tract 5759.02; Los Angeles County; California,92250,2022
1400000US06037576001,Census Tract 5760.01; Los Angeles County; California,120120,2022
1400000US06037576200,Census Tract 5762; Los Angeles County; California,76979,2022
1400000US06037576301,Census Tract 5763.01; Los Angeles County; California,72031,2022
1400000US06037576302,Census Tract 5763.02; Los Angeles County; California,74212,2022
1400000US06037576401,Census Tract 5764.01; Los Angeles County; California,66627,2022
1400000US06037576402,Census Tract 5764.02; Los Angeles County; California,64325,2022
1400000US06037576403,Census Tract 5764.03; Los Angeles County; California,76122,2022
1400000US06037576501,Census Tract 5765.01; Los Angeles County; California,62259,2022
1400000US06037576502,Census Tract 5765.02; Los Angeles County; California,88330,2022
1400000US06037576503,Census Tract 5765.03; Los Angeles County; California,88416,2022
1400000US06037576601,Census Tract 5766.01; Los Angeles County; California,91054,2022
1400000US06037576602,Census Tract 5766.02; Los Angeles County; California,95784,2022
1400000US06037576700,Census Tract 5767; Los Angeles County; California,117293,2022
1400000US06037576801,Census Tract 5768.01; Los Angeles County; California,97946,2022
1400000US06037576802,Census Tract 5768.02; Los Angeles County; California,89941,2022
1400000US06037576901,Census Tract 5769.01; Los Angeles County; California,62720,2022
1400000US06037576903,Census Tract 5769.03; Los Angeles County; California,72818,2022
1400000US06037576904,Census Tract 5769.04; Los Angeles County; California,80524,2022
1400000US06037577000,Census Tract 5770; Los Angeles County; California,91471,2022
1400000US06037577100,Census Tract 5771; Los Angeles County; California,104291,2022
1400000US06037577200,Census Tract 5772; Los Angeles County; California,127349,2022
1400000US06037577300,Census Tract 5773; Los Angeles County; California,113109,2022
1400000US06037577400,Census Tract 5774; Los Angeles County; California,142319,2022
1400000US06037577501,Census Tract 5775.01; Los Angeles County; California,175790,2022
1400000US06037577504,Census Tract 5775.04; Los Angeles County; California,135562,2022
1400000US06037577602,Census Tract 5776.02; Los Angeles County; California,138388,2022
1400000US06037577604,Census Tract 5776.04; Los Angeles County; California,171726,2022
1400000US06037577605,Census Tract 5776.05; Los Angeles County; California,171826,2022
1400000US06037577606,Census Tract 5776.06; Los Angeles County; California,205787,2022
1400000US06037577700,Census Tract 5777; Los Angeles County; California,103906,2022
1400000US06037577800,Census Tract 5778; Los Angeles County; California,105052,2022
1400000US06037577900,Census Tract 5779; Los Angeles County; California,111494,2022
1400000US06037578000,Census Tract 5780; Los Angeles County; California,69245,2022
1400000US06037578100,Census Tract 5781; Los Angeles County; California,-,2022
1400000US06037599000,Census Tract 5990; Los Angeles County; California,94927,2022
1400000US06037599100,Census Tract 5991; Los Angeles County; California,320926,2022
1400000US06037600100,Census Tract 6001; Los Angeles County; California,78769,2022
1400000US06037600201,Census Tract 6002.01; Los Angeles County; California,67233,2022
1400000US06037600202,Census Tract 6002.02; Los Angeles County; California,56062,2022
1400000US06037600302,Census Tract 6003.02; Los Angeles County; California,88158,2022
1400000US06037600303,Census Tract 6003.03; Los Angeles County; California,64654,2022
1400000US06037600304,Census Tract 6003.04; Los Angeles County; California,62776,2022
1400000US06037600400,Census Tract 6004; Los Angeles County; California,90035,2022
1400000US06037600501,Census Tract 6005.01; Los Angeles County; California,112212,2022
1400000US06037600601,Census Tract 6006.01; Los Angeles County; California,110080,2022
1400000US06037600602,Census Tract 6006.02; Los Angeles County; California,69997,2022
1400000US06037600702,Census Tract 6007.02; Los Angeles County; California,108170,2022
1400000US06037600703,Census Tract 6007.03; Los Angeles County; California,113654,2022
1400000US06037600704,Census Tract 6007.04; Los Angeles County; California,107513,2022
1400000US06037600801,Census Tract 6008.01; Los Angeles County; California,123240,2022
1400000US06037600802,Census Tract 6008.02; Los Angeles County; California,68569,2022
1400000US06037600902,Census Tract 6009.02; Los Angeles County; California,72618,2022
1400000US06037600911,Census Tract 6009.11; Los Angeles County; California,103848,2022
1400000US06037600912,Census Tract 6009.12; Los Angeles County; California,78808,2022
1400000US06037601001,Census Tract 6010.01; Los Angeles County; California,118535,2022
1400000US06037601002,Census Tract 6010.02; Los Angeles County; California,75250,2022
1400000US06037601100,Census Tract 6011; Los Angeles County; California,72391,2022
1400000US06037601202,Census Tract 6012.02; Los Angeles County; California,92431,2022
1400000US06037601211,Census Tract 6012.11; Los Angeles County; California,83515,2022
1400000US06037601212,Census Tract 6012.12; Los Angeles County; California,74763,2022
1400000US06037601301,Census Tract 6013.01; Los Angeles County; California,95998,2022
1400000US06037601302,Census Tract 6013.02; Los Angeles County; California,89938,2022
1400000US06037601303,Census Tract 6013.03; Los Angeles County; California,67918,2022
1400000US06037601401,Census Tract 6014.01; Los Angeles County; California,73326,2022
1400000US06037601402,Census Tract 6014.02; Los Angeles County; California,87849,2022
1400000US06037601501,Census Tract 6015.01; Los Angeles County; California,61815,2022
1400000US06037601502,Census Tract 6015.02; Los Angeles County; California,61274,2022
1400000US06037601600,Census Tract 6016; Los Angeles County; California,75828,2022
1400000US06037601700,Census Tract 6017; Los Angeles County; California,65146,2022
1400000US06037601801,Census Tract 6018.01; Los Angeles County; California,71287,2022
1400000US06037601802,Census Tract 6018.02; Los Angeles County; California,83758,2022
1400000US06037601900,Census Tract 6019; Los Angeles County; California,66111,2022
1400000US06037602002,Census Tract 6020.02; Los Angeles County; California,83179,2022
1400000US06037602003,Census Tract 6020.03; Los Angeles County; California,73889,2022
1400000US06037602103,Census Tract 6021.03; Los Angeles County; California,52757,2022
1400000US06037602104,Census Tract 6021.04; Los Angeles County; California,87303,2022
1400000US06037602105,Census Tract 6021.05; Los Angeles County; California,70607,2022
1400000US06037602106,Census Tract 6021.06; Los Angeles County; California,77952,2022
1400000US06037602201,Census Tract 6022.01; Los Angeles County; California,147487,2022
1400000US06037602202,Census Tract 6022.02; Los Angeles County; California,99581,2022
1400000US06037602301,Census Tract 6023.01; Los Angeles County; California,159780,2022
1400000US06037602302,Census Tract 6023.02; Los Angeles County; California,201535,2022
1400000US06037602402,Census Tract 6024.02; Los Angeles County; California,140587,2022
1400000US06037602403,Census Tract 6024.03; Los Angeles County; California,73951,2022
1400000US06037602404,Census Tract 6024.04; Los Angeles County; California,73838,2022
1400000US06037602504,Census Tract 6025.04; Los Angeles County; California,73840,2022
1400000US06037602505,Census Tract 6025.05; Los Angeles County; California,73314,2022
1400000US06037602506,Census Tract 6025.06; Los Angeles County; California,77497,2022
1400000US06037602507,Census Tract 6025.07; Los Angeles County; California,66276,2022
1400000US06037602510,Census Tract 6025.10; Los Angeles County; California,89391,2022
1400000US06037602511,Census Tract 6025.11; Los Angeles County; California,78954,2022
1400000US06037602512,Census Tract 6025.12; Los Angeles County; California,94068,2022
1400000US06037602513,Census Tract 6025.13; Los Angeles County; California,68483,2022
1400000US06037602601,Census Tract 6026.01; Los Angeles County; California,101604,2022
1400000US06037602602,Census Tract 6026.02; Los Angeles County; California,100499,2022
1400000US06037602700,Census Tract 6027; Los Angeles County; California,119593,2022
1400000US06037602801,Census Tract 6028.01; Los Angeles County; California,69820,2022
1400000US06037602802,Census Tract 6028.02; Los Angeles County; California,127938,2022
1400000US06037602900,Census Tract 6029; Los Angeles County; California,82970,2022
1400000US06037603004,Census Tract 6030.04; Los Angeles County; California,77995,2022
1400000US06037603005,Census Tract 6030.05; Los Angeles County; California,86328,2022
1400000US06037603006,Census Tract 6030.06; Los Angeles County; California,102318,2022
1400000US06037603007,Census Tract 6030.07; Los Angeles County; California,117053,2022
1400000US06037603008,Census Tract 6030.08; Los Angeles County; California,67887,2022
1400000US06037603101,Census Tract 6031.01; Los Angeles County; California,91145,2022
1400000US06037603102,Census Tract 6031.02; Los Angeles County; California,81149,2022
1400000US06037603200,Census Tract 6032; Los Angeles County; California,108967,2022
1400000US06037603301,Census Tract 6033.01; Los Angeles County; California,76364,2022
1400000US06037603302,Census Tract 6033.02; Los Angeles County; California,85270,2022
1400000US06037603400,Census Tract 6034; Los Angeles County; California,107157,2022
1400000US06037603500,Census Tract 6035; Los Angeles County; California,108592,2022
1400000US06037603600,Census Tract 6036; Los Angeles County; California,111137,2022
1400000US06037603702,Census Tract 6037.02; Los Angeles County; California,123019,2022
1400000US06037603703,Census Tract 6037.03; Los Angeles County; California,141274,2022
1400000US06037603705,Census Tract 6037.05; Los Angeles County; California,95351,2022
1400000US06037603706,Census Tract 6037.06; Los Angeles County; California,63465,2022
1400000US06037603801,Census Tract 6038.01; Los Angeles County; California,77133,2022
1400000US06037603802,Census Tract 6038.02; Los Angeles County; California,97136,2022
1400000US06037603901,Census Tract 6039.01; Los Angeles County; California,97289,2022
1400000US06037603902,Census Tract 6039.02; Los Angeles County; California,78142,2022
1400000US06037604001,Census Tract 6040.01; Los Angeles County; California,97118,2022
1400000US06037604002,Census Tract 6040.02; Los Angeles County; California,81449,2022
1400000US06037604101,Census Tract 6041.01; Los Angeles County; California,83938,2022
1400000US06037604102,Census Tract 6041.02; Los Angeles County; California,114231,2022
1400000US06037604200,Census Tract 6042; Los Angeles County; California,89881,2022
1400000US06037609900,Census Tract 6099; Los Angeles County; California,96470,2022
1400000US06037620001,Census Tract 6200.01; Los Angeles County; California,211385,2022
1400000US06037620002,Census Tract 6200.02; Los Angeles County; California,174550,2022
1400000US06037620101,Census Tract 6201.01; Los Angeles County; California,161703,2022
1400000US06037620102,Census Tract 6201.02; Los Angeles County; California,169776,2022
1400000US06037620201,Census Tract 6202.01; Los Angeles County; California,210511,2022
1400000US06037620301,Census Tract 6203.01; Los Angeles County; California,332398,2022
1400000US06037620303,Census Tract 6203.03; Los Angeles County; California,310355,2022
1400000US06037620305,Census Tract 6203.05; Los Angeles County; California,293467,2022
1400000US06037620400,Census Tract 6204; Los Angeles County; California,209204,2022
1400000US06037620501,Census Tract 6205.01; Los Angeles County; California,178593,2022
1400000US06037620521,Census Tract 6205.21; Los Angeles County; California,155065,2022
1400000US06037620522,Census Tract 6205.22; Los Angeles County; California,182165,2022
1400000US06037620601,Census Tract 6206.01; Los Angeles County; California,154533,2022
1400000US06037620602,Census Tract 6206.02; Los Angeles County; California,192132,2022
1400000US06037620701,Census Tract 6207.01; Los Angeles County; California,174266,2022
1400000US06037620703,Census Tract 6207.03; Los Angeles County; California,259511,2022
1400000US06037620704,Census Tract 6207.04; Los Angeles County; California,237922,2022
1400000US06037620801,Census Tract 6208.01; Los Angeles County; California,301068,2022
1400000US06037620802,Census Tract 6208.02; Los Angeles County; California,247271,2022
1400000US06037620901,Census Tract 6209.01; Los Angeles County; California,319715,2022
1400000US06037620904,Census Tract 6209.04; Los Angeles County; California,306429,2022
1400000US06037621001,Census Tract 6210.01; Los Angeles County; California,222013,2022
1400000US06037621005,Census Tract 6210.05; Los Angeles County; California,261464,2022
1400000US06037621102,Census Tract 6211.02; Los Angeles County; California,286035,2022
1400000US06037621104,Census Tract 6211.04; Los Angeles County; California,208415,2022
1400000US06037621201,Census Tract 6212.01; Los Angeles County; California,184889,2022
1400000US06037621204,Census Tract 6212.04; Los Angeles County; California,167595,2022
1400000US06037621301,Census Tract 6213.01; Los Angeles County; California,186326,2022
1400000US06037621324,Census Tract 6213.24; Los Angeles County; California,162273,2022
1400000US06037621326,Census Tract 6213.26; Los Angeles County; California,148055,2022
1400000US06037621400,Census Tract 6214; Los Angeles County; California,162290,2022
1400000US06037650001,Census Tract 6500.01; Los Angeles County; California,120758,2022
1400000US06037650003,Census Tract 6500.03; Los Angeles County; California,85973,2022
1400000US06037650004,Census Tract 6500.04; Los Angeles County; California,119025,2022
1400000US06037650101,Census Tract 6501.01; Los Angeles County; California,130437,2022
1400000US06037650102,Census Tract 6501.02; Los Angeles County; California,141322,2022
1400000US06037650200,Census Tract 6502; Los Angeles County; California,149825,2022
1400000US06037650300,Census Tract 6503; Los Angeles County; California,112190,2022
1400000US06037650401,Census Tract 6504.01; Los Angeles County; California,170033,2022
1400000US06037650501,Census Tract 6505.01; Los Angeles County; California,186086,2022
1400000US06037650502,Census Tract 6505.02; Los Angeles County; California,164652,2022
1400000US06037650603,Census Tract 6506.03; Los Angeles County; California,163799,2022
1400000US06037650604,Census Tract 6506.04; Los Angeles County; California,98675,2022
1400000US06037650605,Census Tract 6506.05; Los Angeles County; California,131604,2022
1400000US06037650606,Census Tract 6506.06; Los Angeles County; California,113351,2022
1400000US06037650607,Census Tract 6506.07; Los Angeles County; California,116532,2022
1400000US06037650701,Census Tract 6507.01; Los Angeles County; California,170470,2022
1400000US06037650702,Census Tract 6507.02; Los Angeles County; California,172649,2022
1400000US06037650801,Census Tract 6508.01; Los Angeles County; California,157563,2022
1400000US06037650802,Census Tract 6508.02; Los Angeles County; California,133816,2022
1400000US06037650901,Census Tract 6509.01; Los Angeles County; California,116767,2022
1400000US06037650903,Census Tract 6509.03; Los Angeles County; California,113105,2022
1400000US06037650904,Census Tract 6509.04; Los Angeles County; California,143559,2022
1400000US06037651001,Census Tract 6510.01; Los Angeles County; California,135969,2022
1400000US06037651002,Census Tract 6510.02; Los Angeles County; California,160935,2022
1400000US06037651101,Census Tract 6511.01; Los Angeles County; California,169264,2022
1400000US06037651102,Census Tract 6511.02; Los Angeles County; California,112132,2022
1400000US06037651201,Census Tract 6512.01; Los Angeles County; California,183868,2022
1400000US06037651221,Census Tract 6512.21; Los Angeles County; California,132276,2022
1400000US06037651222,Census Tract 6512.22; Los Angeles County; California,120810,2022
1400000US06037651302,Census Tract 6513.02; Los Angeles County; California,181067,2022
1400000US06037651304,Census Tract 6513.04; Los Angeles County; California,174102,2022
1400000US06037651401,Census Tract 6514.01; Los Angeles County; California,121042,2022
1400000US06037651402,Census Tract 6514.02; Los Angeles County; California,133677,2022
1400000US06037670001,Census Tract 6700.01; Los Angeles County; California,141163,2022
1400000US06037670002,Census Tract 6700.02; Los Angeles County; California,117463,2022
1400000US06037670003,Census Tract 6700.03; Los Angeles County; California,129108,2022
1400000US06037670101,Census Tract 6701.01; Los Angeles County; California,113198,2022
1400000US06037670102,Census Tract 6701.02; Los Angeles County; California,87348,2022
1400000US06037670201,Census Tract 6702.01; Los Angeles County; California,231866,2022
1400000US06037670202,Census Tract 6702.02; Los Angeles County; California,280622,2022
1400000US06037670324,Census Tract 6703.24; Los Angeles County; California,301542,2022
1400000US06037670326,Census Tract 6703.26; Los Angeles County; California,454838,2022
1400000US06037670328,Census Tract 6703.28; Los Angeles County; California,279836,2022
1400000US06037670405,Census Tract 6704.05; Los Angeles County; California,209349,2022
1400000US06037670406,Census Tract 6704.06; Los Angeles County; California,326788,2022
1400000US06037670407,Census Tract 6704.07; Los Angeles County; California,150066,2022
1400000US06037670413,Census Tract 6704.13; Los Angeles County; California,233156,2022
1400000US06037670416,Census Tract 6704.16; Los Angeles County; California,218346,2022
1400000US06037670417,Census Tract 6704.17; Los Angeles County; California,218229,2022
1400000US06037670418,Census Tract 6704.18; Los Angeles County; California,243033,2022
1400000US06037670500,Census Tract 6705; Los Angeles County; California,375619,2022
1400000US06037670603,Census Tract 6706.03; Los Angeles County; California,219719,2022
1400000US06037670604,Census Tract 6706.04; Los Angeles County; California,196522,2022
1400000US06037670701,Census Tract 6707.01; Los Angeles County; California,184068,2022
1400000US06037670702,Census Tract 6707.02; Los Angeles County; California,251424,2022
1400000US06037700101,Census Tract 7001.01; Los Angeles County; California,113292,2022
1400000US06037700102,Census Tract 7001.02; Los Angeles County; California,104769,2022
1400000US06037700200,Census Tract 7002; Los Angeles County; California,110859,2022
1400000US06037700300,Census Tract 7003; Los Angeles County; California,115730,2022
1400000US06037700400,Census Tract 7004; Los Angeles County; California,142543,2022
1400000US06037700501,Census Tract 7005.01; Los Angeles County; California,203053,2022
1400000US06037700502,Census Tract 7005.02; Los Angeles County; California,122780,2022
1400000US06037700600,Census Tract 7006; Los Angeles County; California,329163,2022
1400000US06037700700,Census Tract 7007; Los Angeles County; California,413170,2022
1400000US06037700801,Census Tract 7008.01; Los Angeles County; California,144830,2022
1400000US06037700802,Census Tract 7008.02; Los Angeles County; California,110007,2022
1400000US06037700901,Census Tract 7009.01; Los Angeles County; California,240566,2022
1400000US06037700902,Census Tract 7009.02; Los Angeles County; California,148865,2022
1400000US06037701000,Census Tract 7010; Los Angeles County; California,178152,2022
1400000US06037701201,Census Tract 7012.01; Los Angeles County; California,409471,2022
1400000US06037701202,Census Tract 7012.02; Los Angeles County; California,207529,2022
1400000US06037701302,Census Tract 7013.02; Los Angeles County; California,146253,2022
1400000US06037701304,Census Tract 7013.04; Los Angeles County; California,296331,2022
1400000US06037701402,Census Tract 7014.02; Los Angeles County; California,183451,2022
1400000US06037701501,Census Tract 7015.01; Los Angeles County; California,165118,2022
1400000US06037701502,Census Tract 7015.02; Los Angeles County; California,150265,2022
1400000US06037701601,Census Tract 7016.01; Los Angeles County; California,259415,2022
1400000US06037701602,Census Tract 7016.02; Los Angeles County; California,163696,2022
1400000US06037701701,Census Tract 7017.01; Los Angeles County; California,135735,2022
1400000US06037701702,Census Tract 7017.02; Los Angeles County; California,147501,2022
1400000US06037701801,Census Tract 7018.01; Los Angeles County; California,133775,2022
1400000US06037701802,Census Tract 7018.02; Los Angeles County; California,120760,2022
1400000US06037701902,Census Tract 7019.02; Los Angeles County; California,184757,2022
1400000US06037702002,Census Tract 7020.02; Los Angeles County; California,176500,2022
1400000US06037702102,Census Tract 7021.02; Los Angeles County; California,129781,2022
1400000US06037702201,Census Tract 7022.01; Los Angeles County; California,167789,2022
1400000US06037702202,Census Tract 7022.02; Los Angeles County; California,203595,2022
1400000US06037702300,Census Tract 7023; Los Angeles County; California,198491,2022
1400000US06037702400,Census Tract 7024; Los Angeles County; California,183710,2022
