GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
0500000US06037,"Los Angeles County, California",119875,2022
1400000US06037204820,Census Tract 2048.20; Los Angeles County; California,77683,2022
1400000US06037204910,Census Tract 2049.10; Los Angeles County; California,67575,2022
1400000US06037204920,Census Tract 2049.20; Los Angeles County; California,69628,2022
1400000US06037205110,Census Tract 2051.10; Los Angeles County; California,63597,2022
1400000US06037205120,Census Tract 2051.20; Los Angeles County; California,50868,2022
1400000US06037206010,Census Tract 2060.10; Los Angeles County; California,87323,2022
1400000US06037206020,Census Tract 2060.20; Los Angeles County; California,112985,2022
1400000US06037206050,Census Tract 2060.50; Los Angeles County; California,60885,2022
1400000US06037206051,Census Tract 2060.51; Los Angeles County; California,198136,2022
1400000US06037206052,Census Tract 2060.52; Los Angeles County; California,126201,2022
1400000US06037206053,Census Tract 2060.53; Los Angeles County; California,69652,2022
1400000US06037206054,Census Tract 2060.54; Los Angeles County; California,70524,2022
1400000US06037206201,Census Tract 2062.01; Los Angeles County; California,105883,2022
1400000US06037206202,Census Tract 2062.02; Los Angeles County; California,136511,2022
1400000US06037206301,Census Tract 2063.01; Los Angeles County; California,20955,2022
1400000US06037206302,Census Tract 2063.02; Los Angeles County; California,42099,2022
1400000US06037206303,Census Tract 2063.03; Los Angeles County; California,25683,2022
1400000US06037207101,Census Tract 2071.01; Los Angeles County; California,89143,2022
1400000US06037207102,Census Tract 2071.02; Los Angeles County; California,91689,2022
1400000US06037207103,Census Tract 2071.03; Los Angeles County; California,91790,2022
1400000US06037207303,Census Tract 2073.03; Los Angeles County; California,104096,2022
1400000US06037207304,Census Tract 2073.04; Los Angeles County; California,87152,2022
1400000US06037207305,Census Tract 2073.05; Los Angeles County; California,125684,2022
1400000US06037207306,Census Tract 2073.06; Los Angeles County; California,109507,2022
1400000US06037207307,Census Tract 2073.07; Los Angeles County; California,75022,2022
1400000US06037207308,Census Tract 2073.08; Los Angeles County; California,113246,2022
1400000US06037207400,Census Tract 2074; Los Angeles County; California,106393,2022
1400000US06037207501,Census Tract 2075.01; Los Angeles County; California,140155,2022
1400000US06037207502,Census Tract 2075.02; Los Angeles County; California,132472,2022
1400000US06037207711,Census Tract 2077.11; Los Angeles County; California,184150,2022
1400000US06037207712,Census Tract 2077.12; Los Angeles County; California,129549,2022
1400000US06037207901,Census Tract 2079.01; Los Angeles County; California,156329,2022
1400000US06037207902,Census Tract 2079.02; Los Angeles County; California,124211,2022
1400000US06037208001,Census Tract 2080.01; Los Angeles County; California,87155,2022
1400000US06037208002,Census Tract 2080.02; Los Angeles County; California,77683,2022
1400000US06037208301,Census Tract 2083.01; Los Angeles County; California,55412,2022
1400000US06037208302,Census Tract 2083.02; Los Angeles County; California,70182,2022
1400000US06037208401,Census Tract 2084.01; Los Angeles County; California,75422,2022
1400000US06037208402,Census Tract 2084.02; Los Angeles County; California,94565,2022
1400000US06037208501,Census Tract 2085.01; Los Angeles County; California,84347,2022
1400000US06037208502,Census Tract 2085.02; Los Angeles County; California,55969,2022
1400000US06037208610,Census Tract 2086.10; Los Angeles County; California,84381,2022
1400000US06037208620,Census Tract 2086.20; Los Angeles County; California,81405,2022
1400000US06037208710,Census Tract 2087.10; Los Angeles County; California,85660,2022
1400000US06037208720,Census Tract 2087.20; Los Angeles County; California,51614,2022
1400000US06037208801,Census Tract 2088.01; Los Angeles County; California,63663,2022
1400000US06037208802,Census Tract 2088.02; Los Angeles County; California,64029,2022
1400000US06037208902,Census Tract 2089.02; Los Angeles County; California,47959,2022
1400000US06037208903,Census Tract 2089.03; Los Angeles County; California,62216,2022
1400000US06037208904,Census Tract 2089.04; Los Angeles County; California,45342,2022
1400000US06037209103,Census Tract 2091.03; Los Angeles County; California,40079,2022
1400000US06037209104,Census Tract 2091.04; Los Angeles County; California,52704,2022
1400000US06037209105,Census Tract 2091.05; Los Angeles County; California,38824,2022
1400000US06037209106,Census Tract 2091.06; Los Angeles County; California,82212,2022
1400000US06037209201,Census Tract 2092.01; Los Angeles County; California,100798,2022
1400000US06037209202,Census Tract 2092.02; Los Angeles County; California,52477,2022
1400000US06037209300,Census Tract 2093; Los Angeles County; California,56710,2022
1400000US06037209401,Census Tract 2094.01; Los Angeles County; California,54612,2022
1400000US06037209402,Census Tract 2094.02; Los Angeles County; California,61739,2022
1400000US06037209403,Census Tract 2094.03; Los Angeles County; California,43535,2022
1400000US06037209510,Census Tract 2095.10; Los Angeles County; California,60496,2022
1400000US06037209520,Census Tract 2095.20; Los Angeles County; California,53105,2022
1400000US06037209810,Census Tract 2098.10; Los Angeles County; California,44914,2022
1400000US06037209820,Census Tract 2098.20; Los Angeles County; California,69960,2022
1400000US06037210010,Census Tract 2100.10; Los Angeles County; California,55091,2022
1400000US06037211000,Census Tract 2110; Los Angeles County; California,289879,2022
1400000US06037211121,Census Tract 2111.21; Los Angeles County; California,70022,2022
1400000US06037211122,Census Tract 2111.22; Los Angeles County; California,70325,2022
1400000US06037211123,Census Tract 2111.23; Los Angeles County; California,99616,2022
1400000US06037211124,Census Tract 2111.24; Los Angeles County; California,83669,2022
1400000US06037211201,Census Tract 2112.01; Los Angeles County; California,76413,2022
1400000US06037211202,Census Tract 2112.02; Los Angeles County; California,68596,2022
1400000US06037211310,Census Tract 2113.10; Los Angeles County; California,56284,2022
1400000US06037211320,Census Tract 2113.20; Los Angeles County; California,65536,2022
1400000US06037211410,Census Tract 2114.10; Los Angeles County; California,61090,2022
1400000US06037211420,Census Tract 2114.20; Los Angeles County; California,81733,2022
1400000US06037211500,Census Tract 2115; Los Angeles County; California,148371,2022
1400000US06037211701,Census Tract 2117.01; Los Angeles County; California,236296,2022
1400000US06037211703,Census Tract 2117.03; Los Angeles County; California,78510,2022
1400000US06037211704,Census Tract 2117.04; Los Angeles County; California,85765,2022
1400000US06037211802,Census Tract 2118.02; Los Angeles County; California,56016,2022
1400000US06037211803,Census Tract 2118.03; Los Angeles County; California,71469,2022
1400000US06037211804,Census Tract 2118.04; Los Angeles County; California,72559,2022
1400000US06037211910,Census Tract 2119.10; Los Angeles County; California,61603,2022
1400000US06037211921,Census Tract 2119.21; Los Angeles County; California,51956,2022
1400000US06037211922,Census Tract 2119.22; Los Angeles County; California,59486,2022
1400000US06037212101,Census Tract 2121.01; Los Angeles County; California,91025,2022
1400000US06037212102,Census Tract 2121.02; Los Angeles County; California,57724,2022
1400000US06037212202,Census Tract 2122.02; Los Angeles County; California,59193,2022
1400000US06037212203,Census Tract 2122.03; Los Angeles County; California,74562,2022
1400000US06037212204,Census Tract 2122.04; Los Angeles County; California,52544,2022
1400000US06037212303,Census Tract 2123.03; Los Angeles County; California,74513,2022
1400000US06037212304,Census Tract 2123.04; Los Angeles County; California,54688,2022
1400000US06037212305,Census Tract 2123.05; Los Angeles County; California,63458,2022
1400000US06037212306,Census Tract 2123.06; Los Angeles County; California,67407,2022
1400000US06037212410,Census Tract 2124.10; Los Angeles County; California,72181,2022
1400000US06037212420,Census Tract 2124.20; Los Angeles County; California,56248,2022
1400000US06037212501,Census Tract 2125.01; Los Angeles County; California,80607,2022
1400000US06037212502,Census Tract 2125.02; Los Angeles County; California,86181,2022
1400000US06037212610,Census Tract 2126.10; Los Angeles County; California,106308,2022
1400000US06037212620,Census Tract 2126.20; Los Angeles County; California,81781,2022
1400000US06037212701,Census Tract 2127.01; Los Angeles County; California,109720,2022
1400000US06037212702,Census Tract 2127.02; Los Angeles County; California,151238,2022
1400000US06037212800,Census Tract 2128; Los Angeles County; California,123197,2022
1400000US06037212900,Census Tract 2129; Los Angeles County; California,92609,2022
1400000US06037213100,Census Tract 2131; Los Angeles County; California,93301,2022
1400000US06037213201,Census Tract 2132.01; Los Angeles County; California,62000,2022
1400000US06037213202,Census Tract 2132.02; Los Angeles County; California,79831,2022
1400000US06037213310,Census Tract 2133.10; Los Angeles County; California,83939,2022
1400000US06037213320,Census Tract 2133.20; Los Angeles County; California,71628,2022
1400000US06037213401,Census Tract 2134.01; Los Angeles County; California,59593,2022
1400000US06037213402,Census Tract 2134.02; Los Angeles County; California,71031,2022
1400000US06037214000,Census Tract 2140; Los Angeles County; California,169755,2022
1400000US06037214100,Census Tract 2141; Los Angeles County; California,219485,2022
1400000US06037214400,Census Tract 2144; Los Angeles County; California,144376,2022
1400000US06037214501,Census Tract 2145.01; Los Angeles County; California,135875,2022
1400000US06037214503,Census Tract 2145.03; Los Angeles County; California,97734,2022
1400000US06037214504,Census Tract 2145.04; Los Angeles County; California,154740,2022
1400000US06037214505,Census Tract 2145.05; Los Angeles County; California,157610,2022
1400000US06037214600,Census Tract 2146; Los Angeles County; California,172360,2022
1400000US06037214700,Census Tract 2147; Los Angeles County; California,193105,2022
1400000US06037214800,Census Tract 2148; Los Angeles County; California,166652,2022
1400000US06037214902,Census Tract 2149.02; Los Angeles County; California,140220,2022
1400000US06037214903,Census Tract 2149.03; Los Angeles County; California,123905,2022
1400000US06037214904,Census Tract 2149.04; Los Angeles County; California,164294,2022
1400000US06037215101,Census Tract 2151.01; Los Angeles County; California,111752,2022
1400000US06037215102,Census Tract 2151.02; Los Angeles County; California,99458,2022
1400000US06037216100,Census Tract 2161; Los Angeles County; California,202359,2022
1400000US06037216201,Census Tract 2162.01; Los Angeles County; California,158297,2022
1400000US06037216202,Census Tract 2162.02; Los Angeles County; California,130989,2022
1400000US06037216301,Census Tract 2163.01; Los Angeles County; California,340367,2022
1400000US06037216302,Census Tract 2163.02; Los Angeles County; California,138085,2022
1400000US06037216401,Census Tract 2164.01; Los Angeles County; California,142199,2022
1400000US06037216402,Census Tract 2164.02; Los Angeles County; California,123925,2022
1400000US06037216700,Census Tract 2167; Los Angeles County; California,155559,2022
1400000US06037216800,Census Tract 2168; Los Angeles County; California,166581,2022
1400000US06037216901,Census Tract 2169.01; Los Angeles County; California,168245,2022
1400000US06037216902,Census Tract 2169.02; Los Angeles County; California,137124,2022
1400000US06037217001,Census Tract 2170.01; Los Angeles County; California,142808,2022
1400000US06037217002,Census Tract 2170.02; Los Angeles County; California,138411,2022
1400000US06037217101,Census Tract 2171.01; Los Angeles County; California,103779,2022
1400000US06037217102,Census Tract 2171.02; Los Angeles County; California,122784,2022
1400000US06037217200,Census Tract 2172; Los Angeles County; California,126891,2022
1400000US06037218110,Census Tract 2181.10; Los Angeles County; California,77476,2022
1400000US06037218120,Census Tract 2181.20; Los Angeles County; California,75741,2022
1400000US06037218210,Census Tract 2182.10; Los Angeles County; California,79404,2022
1400000US06037218220,Census Tract 2182.20; Los Angeles County; California,112922,2022
1400000US06037218300,Census Tract 2183; Los Angeles County; California,93940,2022
1400000US06037218400,Census Tract 2184; Los Angeles County; California,101625,2022
1400000US06037218500,Census Tract 2185; Los Angeles County; California,108601,2022
1400000US06037218600,Census Tract 2186; Los Angeles County; California,96514,2022
1400000US06037218701,Census Tract 2187.01; Los Angeles County; California,91729,2022
1400000US06037218702,Census Tract 2187.02; Los Angeles County; California,65827,2022
1400000US06037218800,Census Tract 2188; Los Angeles County; California,76268,2022
1400000US06037218900,Census Tract 2189; Los Angeles County; California,73672,2022
1400000US06037219010,Census Tract 2190.10; Los Angeles County; California,104525,2022
1400000US06037219020,Census Tract 2190.20; Los Angeles County; California,98869,2022
1400000US06037219300,Census Tract 2193; Los Angeles County; California,69284,2022
1400000US06037219500,Census Tract 2195; Los Angeles County; California,126973,2022
1400000US06037219700,Census Tract 2197; Los Angeles County; California,87572,2022
1400000US06037219800,Census Tract 2198; Los Angeles County; California,94803,2022
1400000US06037219901,Census Tract 2199.01; Los Angeles County; California,88021,2022
1400000US06037219902,Census Tract 2199.02; Los Angeles County; California,93719,2022
1400000US06037220000,Census Tract 2200; Los Angeles County; California,95480,2022
1400000US06037220100,Census Tract 2201; Los Angeles County; California,118138,2022
1400000US06037221110,Census Tract 2211.10; Los Angeles County; California,60506,2022
1400000US06037221120,Census Tract 2211.20; Los Angeles County; California,66574,2022
1400000US06037221210,Census Tract 2212.10; Los Angeles County; California,85836,2022
1400000US06037221220,Census Tract 2212.20; Los Angeles County; California,79513,2022
1400000US06037221302,Census Tract 2213.02; Los Angeles County; California,64297,2022
1400000US06037221303,Census Tract 2213.03; Los Angeles County; California,66107,2022
1400000US06037221304,Census Tract 2213.04; Los Angeles County; California,70400,2022
1400000US06037221401,Census Tract 2214.01; Los Angeles County; California,60320,2022
1400000US06037221402,Census Tract 2214.02; Los Angeles County; California,86884,2022
1400000US06037221500,Census Tract 2215; Los Angeles County; California,62714,2022
1400000US06037221601,Census Tract 2216.01; Los Angeles County; California,84604,2022
1400000US06037221602,Census Tract 2216.02; Los Angeles County; California,66078,2022
1400000US06037221710,Census Tract 2217.10; Los Angeles County; California,70019,2022
1400000US06037221810,Census Tract 2218.10; Los Angeles County; California,62325,2022
1400000US06037221820,Census Tract 2218.20; Los Angeles County; California,43114,2022
1400000US06037221900,Census Tract 2219; Los Angeles County; California,52773,2022
1400000US06037222001,Census Tract 2220.01; Los Angeles County; California,98278,2022
1400000US06037222002,Census Tract 2220.02; Los Angeles County; California,90117,2022
1400000US06037222100,Census Tract 2221; Los Angeles County; California,80607,2022
1400000US06037222200,Census Tract 2222; Los Angeles County; California,83483,2022
1400000US06037222500,Census Tract 2225; Los Angeles County; California,92949,2022
1400000US06037222600,Census Tract 2226; Los Angeles County; California,61835,2022
1400000US06037222700,Census Tract 2227; Los Angeles County; California,67186,2022
1400000US06037224010,Census Tract 2240.10; Los Angeles County; California,80164,2022
1400000US06037224020,Census Tract 2240.20; Los Angeles County; California,48000,2022
1400000US06037224200,Census Tract 2242; Los Angeles County; California,66021,2022
1400000US06037224310,Census Tract 2243.10; Los Angeles County; California,68379,2022
1400000US06037224320,Census Tract 2243.20; Los Angeles County; California,50583,2022
1400000US06037224410,Census Tract 2244.10; Los Angeles County; California,71229,2022
1400000US06037224420,Census Tract 2244.20; Los Angeles County; California,40702,2022
1400000US06037224600,Census Tract 2246; Los Angeles County; California,60393,2022
1400000US06037224701,Census Tract 2247.01; Los Angeles County; California,84124,2022
1400000US06037224702,Census Tract 2247.02; Los Angeles County; California,25166,2022
1400000US06037226001,Census Tract 2260.01; Los Angeles County; California,50711,2022
1400000US06037226002,Census Tract 2260.02; Los Angeles County; California,77141,2022
1400000US06037226410,Census Tract 2264.10; Los Angeles County; California,51035,2022
1400000US06037226420,Census Tract 2264.20; Los Angeles County; California,63198,2022
1400000US06037226701,Census Tract 2267.01; Los Angeles County; California,83320,2022
1400000US06037226702,Census Tract 2267.02; Los Angeles County; California,75536,2022
1400000US06037227010,Census Tract 2270.10; Los Angeles County; California,55352,2022
1400000US06037227020,Census Tract 2270.20; Los Angeles County; California,74262,2022
1400000US06037228100,Census Tract 2281; Los Angeles County; California,70936,2022
1400000US06037228210,Census Tract 2282.10; Los Angeles County; California,60515,2022
1400000US06037228220,Census Tract 2282.20; Los Angeles County; California,69600,2022
1400000US06037228310,Census Tract 2283.10; Los Angeles County; California,60867,2022
1400000US06037228320,Census Tract 2283.20; Los Angeles County; California,60313,2022
1400000US06037228410,Census Tract 2284.10; Los Angeles County; California,62423,2022
1400000US06037228420,Census Tract 2284.20; Los Angeles County; California,84999,2022
1400000US06037228500,Census Tract 2285; Los Angeles County; California,79843,2022
1400000US06037228600,Census Tract 2286; Los Angeles County; California,65163,2022
1400000US06037228710,Census Tract 2287.10; Los Angeles County; California,71573,2022
1400000US06037228720,Census Tract 2287.20; Los Angeles County; California,62014,2022
1400000US06037228800,Census Tract 2288; Los Angeles County; California,74627,2022
1400000US06037228900,Census Tract 2289; Los Angeles County; California,64942,2022
1400000US06037229100,Census Tract 2291; Los Angeles County; California,81887,2022
1400000US06037229200,Census Tract 2292; Los Angeles County; California,61189,2022
1400000US06037229300,Census Tract 2293; Los Angeles County; California,64556,2022
1400000US06037229410,Census Tract 2294.10; Los Angeles County; California,79904,2022
1400000US06037229420,Census Tract 2294.20; Los Angeles County; California,62690,2022
1400000US06037231100,Census Tract 2311; Los Angeles County; California,52354,2022
1400000US06037231210,Census Tract 2312.10; Los Angeles County; California,63052,2022
1400000US06037231220,Census Tract 2312.20; Los Angeles County; California,75444,2022
1400000US06037231301,Census Tract 2313.01; Los Angeles County; California,70837,2022
1400000US06037231302,Census Tract 2313.02; Los Angeles County; California,86347,2022
1400000US06037231400,Census Tract 2314; Los Angeles County; California,78652,2022
1400000US06037231500,Census Tract 2315; Los Angeles County; California,114380,2022
1400000US06037231601,Census Tract 2316.01; Los Angeles County; California,93066,2022
1400000US06037231602,Census Tract 2316.02; Los Angeles County; California,90016,2022
1400000US06037231603,Census Tract 2316.03; Los Angeles County; California,66836,2022
1400000US06037231710,Census Tract 2317.10; Los Angeles County; California,62786,2022
1400000US06037231720,Census Tract 2317.20; Los Angeles County; California,64334,2022
1400000US06037231800,Census Tract 2318; Los Angeles County; California,53834,2022
1400000US06037231901,Census Tract 2319.01; Los Angeles County; California,80808,2022
1400000US06037231902,Census Tract 2319.02; Los Angeles County; California,48779,2022
1400000US06037232110,Census Tract 2321.10; Los Angeles County; California,73861,2022
1400000US06037232120,Census Tract 2321.20; Los Angeles County; California,54712,2022
1400000US06037232200,Census Tract 2322; Los Angeles County; California,83394,2022
1400000US06037232300,Census Tract 2323; Los Angeles County; California,125947,2022
1400000US06037232401,Census Tract 2324.01; Los Angeles County; California,71886,2022
1400000US06037232402,Census Tract 2324.02; Los Angeles County; California,77964,2022
1400000US06037232500,Census Tract 2325; Los Angeles County; California,86898,2022
1400000US06037232601,Census Tract 2326.01; Los Angeles County; California,61915,2022
1400000US06037232602,Census Tract 2326.02; Los Angeles County; California,96448,2022
1400000US06037232701,Census Tract 2327.01; Los Angeles County; California,99184,2022
1400000US06037232702,Census Tract 2327.02; Los Angeles County; California,82328,2022
1400000US06037232800,Census Tract 2328; Los Angeles County; California,90201,2022
1400000US06037234001,Census Tract 2340.01; Los Angeles County; California,105234,2022
1400000US06037234002,Census Tract 2340.02; Los Angeles County; California,79580,2022
1400000US06037234200,Census Tract 2342; Los Angeles County; California,117034,2022
1400000US06037234301,Census Tract 2343.01; Los Angeles County; California,93464,2022
1400000US06037234302,Census Tract 2343.02; Los Angeles County; California,59088,2022
1400000US06037234501,Census Tract 2345.01; Los Angeles County; California,114358,2022
1400000US06037234502,Census Tract 2345.02; Los Angeles County; California,94758,2022
1400000US06037234600,Census Tract 2346; Los Angeles County; California,101383,2022
1400000US06037234700,Census Tract 2347; Los Angeles County; California,86761,2022
1400000US06037234800,Census Tract 2348; Los Angeles County; California,78034,2022
1400000US06037234901,Census Tract 2349.01; Los Angeles County; California,60490,2022
1400000US06037234902,Census Tract 2349.02; Los Angeles County; California,55312,2022
1400000US06037235100,Census Tract 2351; Los Angeles County; California,124552,2022
1400000US06037235201,Census Tract 2352.01; Los Angeles County; California,83771,2022
1400000US06037235202,Census Tract 2352.02; Los Angeles County; California,70912,2022
1400000US06037236001,Census Tract 2360.01; Los Angeles County; California,142183,2022
1400000US06037236101,Census Tract 2361.01; Los Angeles County; California,64389,2022
1400000US06037236102,Census Tract 2361.02; Los Angeles County; California,86380,2022
1400000US06037236203,Census Tract 2362.03; Los Angeles County; California,46403,2022
1400000US06037236204,Census Tract 2362.04; Los Angeles County; California,58345,2022
1400000US06037236205,Census Tract 2362.05; Los Angeles County; California,48150,2022
1400000US06037236206,Census Tract 2362.06; Los Angeles County; California,59958,2022
1400000US06037236400,Census Tract 2364; Los Angeles County; California,134137,2022
1400000US06037237101,Census Tract 2371.01; Los Angeles County; California,67980,2022
1400000US06037237102,Census Tract 2371.02; Los Angeles County; California,73473,2022
1400000US06037237201,Census Tract 2372.01; Los Angeles County; California,76366,2022
1400000US06037237202,Census Tract 2372.02; Los Angeles County; California,70270,2022
1400000US06037237300,Census Tract 2373; Los Angeles County; California,92611,2022
1400000US06037237401,Census Tract 2374.01; Los Angeles County; California,85175,2022
1400000US06037237402,Census Tract 2374.02; Los Angeles County; California,89218,2022
1400000US06037237500,Census Tract 2375; Los Angeles County; California,53235,2022
1400000US06037237600,Census Tract 2376; Los Angeles County; California,72049,2022
1400000US06037237710,Census Tract 2377.10; Los Angeles County; California,63644,2022
1400000US06037237720,Census Tract 2377.20; Los Angeles County; California,61357,2022
1400000US06037237800,Census Tract 2378; Los Angeles County; California,61178,2022
1400000US06037237900,Census Tract 2379; Los Angeles County; California,85774,2022
1400000US06037238000,Census Tract 2380; Los Angeles County; California,91649,2022
1400000US06037238100,Census Tract 2381; Los Angeles County; California,83784,2022
1400000US06037238200,Census Tract 2382; Los Angeles County; California,65000,2022
1400000US06037238310,Census Tract 2383.10; Los Angeles County; California,66169,2022
1400000US06037238320,Census Tract 2383.20; Los Angeles County; California,53326,2022
1400000US06037238400,Census Tract 2384; Los Angeles County; California,119710,2022
1400000US06037239201,Census Tract 2392.01; Los Angeles County; California,74302,2022
1400000US06037239202,Census Tract 2392.02; Los Angeles County; California,65437,2022
1400000US06037239310,Census Tract 2393.10; Los Angeles County; California,70702,2022
1400000US06037239320,Census Tract 2393.20; Los Angeles County; California,68235,2022
1400000US06037239330,Census Tract 2393.30; Los Angeles County; California,78896,2022
1400000US06037239501,Census Tract 2395.01; Los Angeles County; California,65794,2022
1400000US06037239502,Census Tract 2395.02; Los Angeles County; California,70363,2022
1400000US06037239601,Census Tract 2396.01; Los Angeles County; California,65319,2022
1400000US06037239602,Census Tract 2396.02; Los Angeles County; California,59985,2022
1400000US06037239701,Census Tract 2397.01; Los Angeles County; California,56759,2022
1400000US06037239702,Census Tract 2397.02; Los Angeles County; California,66705,2022
1400000US06037239801,Census Tract 2398.01; Los Angeles County; California,89410,2022
1400000US06037239802,Census Tract 2398.02; Los Angeles County; California,74633,2022
1400000US06037240010,Census Tract 2400.10; Los Angeles County; California,51122,2022
1400000US06037240020,Census Tract 2400.20; Los Angeles County; California,69202,2022
1400000US06037240200,Census Tract 2402; Los Angeles County; California,69874,2022
1400000US06037240301,Census Tract 2403.01; Los Angeles County; California,76100,2022
1400000US06037240302,Census Tract 2403.02; Los Angeles County; California,69632,2022
1400000US06037240401,Census Tract 2404.01; Los Angeles County; California,61835,2022
1400000US06037240402,Census Tract 2404.02; Los Angeles County; California,90966,2022
1400000US06037240500,Census Tract 2405; Los Angeles County; California,83195,2022
1400000US06037240600,Census Tract 2406; Los Angeles County; California,71631,2022
1400000US06037240700,Census Tract 2407; Los Angeles County; California,77524,2022
1400000US06037240800,Census Tract 2408; Los Angeles County; California,82499,2022
1400000US06037240901,Census Tract 2409.01; Los Angeles County; California,83272,2022
1400000US06037240902,Census Tract 2409.02; Los Angeles County; California,126034,2022
1400000US06037241001,Census Tract 2410.01; Los Angeles County; California,80671,2022
1400000US06037241002,Census Tract 2410.02; Los Angeles County; California,76522,2022
1400000US06037241110,Census Tract 2411.10; Los Angeles County; California,78367,2022
1400000US06037241120,Census Tract 2411.20; Los Angeles County; California,70734,2022
1400000US06037241201,Census Tract 2412.01; Los Angeles County; California,74381,2022
1400000US06037241202,Census Tract 2412.02; Los Angeles County; California,78432,2022
1400000US06037241300,Census Tract 2413; Los Angeles County; California,88949,2022
1400000US06037241400,Census Tract 2414; Los Angeles County; California,101169,2022
1400000US06037242000,Census Tract 2420; Los Angeles County; California,94610,2022
1400000US06037242100,Census Tract 2421; Los Angeles County; California,44957,2022
1400000US06037242201,Census Tract 2422.01; Los Angeles County; California,80613,2022
1400000US06037242202,Census Tract 2422.02; Los Angeles County; California,65607,2022
1400000US06037242300,Census Tract 2423; Los Angeles County; California,60013,2022
1400000US06037242600,Census Tract 2426; Los Angeles County; California,34973,2022
1400000US06037242700,Census Tract 2427; Los Angeles County; California,68376,2022
1400000US06037243001,Census Tract 2430.01; Los Angeles County; California,72922,2022
1400000US06037243002,Census Tract 2430.02; Los Angeles County; California,75967,2022
1400000US06037243100,Census Tract 2431; Los Angeles County; California,51727,2022
1400000US06037261102,Census Tract 2611.02; Los Angeles County; California,328823,2022
1400000US06037261103,Census Tract 2611.03; Los Angeles County; California,282155,2022
1400000US06037261104,Census Tract 2611.04; Los Angeles County; California,382826,2022
1400000US06037261200,Census Tract 2612; Los Angeles County; California,288852,2022
1400000US06037262100,Census Tract 2621; Los Angeles County; California,263782,2022
1400000US06037262200,Census Tract 2622; Los Angeles County; California,301785,2022
1400000US06037262301,Census Tract 2623.01; Los Angeles County; California,426626,2022
1400000US06037262302,Census Tract 2623.02; Los Angeles County; California,319504,2022
1400000US06037262303,Census Tract 2623.03; Los Angeles County; California,431227,2022
1400000US06037262400,Census Tract 2624; Los Angeles County; California,467449,2022
1400000US06037262501,Census Tract 2625.01; Los Angeles County; California,375266,2022
1400000US06037262601,Census Tract 2626.01; Los Angeles County; California,382409,2022
1400000US06037262604,Census Tract 2626.04; Los Angeles County; California,367630,2022
1400000US06037262704,Census Tract 2627.04; Los Angeles County; California,301732,2022
1400000US06037262706,Census Tract 2627.06; Los Angeles County; California,367704,2022
1400000US06037262802,Census Tract 2628.02; Los Angeles County; California,276121,2022
1400000US06037264000,Census Tract 2640; Los Angeles County; California,438665,2022
1400000US06037264102,Census Tract 2641.02; Los Angeles County; California,186462,2022
1400000US06037264103,Census Tract 2641.03; Los Angeles County; California,164496,2022
1400000US06037264303,Census Tract 2643.03; Los Angeles County; California,183545,2022
1400000US06037264304,Census Tract 2643.04; Los Angeles County; California,178099,2022
1400000US06037264305,Census Tract 2643.05; Los Angeles County; California,275902,2022
1400000US06037264306,Census Tract 2643.06; Los Angeles County; California,180264,2022
1400000US06037265100,Census Tract 2651; Los Angeles County; California,473866,2022
1400000US06037265201,Census Tract 2652.01; Los Angeles County; California,256102,2022
1400000US06037265203,Census Tract 2652.03; Los Angeles County; California,114949,2022
1400000US06037265204,Census Tract 2652.04; Los Angeles County; California,178390,2022
1400000US06037265301,Census Tract 2653.01; Los Angeles County; California,-,2022
1400000US06037265303,Census Tract 2653.03; Los Angeles County; California,49997,2022
1400000US06037265304,Census Tract 2653.04; Los Angeles County; California,28057,2022
1400000US06037265306,Census Tract 2653.06; Los Angeles County; California,64560,2022
1400000US06037265307,Census Tract 2653.07; Los Angeles County; California,69040,2022
1400000US06037265410,Census Tract 2654.10; Los Angeles County; California,234335,2022
1400000US06037265420,Census Tract 2654.20; Los Angeles County; California,437686,2022
1400000US06037265521,Census Tract 2655.21; Los Angeles County; California,106866,2022
1400000US06037265522,Census Tract 2655.22; Los Angeles County; California,119497,2022
1400000US06037265523,Census Tract 2655.23; Los Angeles County; California,132549,2022
1400000US06037265524,Census Tract 2655.24; Los Angeles County; California,179303,2022
1400000US06037265601,Census Tract 2656.01; Los Angeles County; California,155842,2022
1400000US06037265602,Census Tract 2656.02; Los Angeles County; California,187531,2022
1400000US06037265701,Census Tract 2657.01; Los Angeles County; California,174186,2022
1400000US06037265702,Census Tract 2657.02; Los Angeles County; California,221228,2022
1400000US06037267101,Census Tract 2671.01; Los Angeles County; California,139805,2022
1400000US06037267102,Census Tract 2671.02; Los Angeles County; California,242799,2022
1400000US06037267201,Census Tract 2672.01; Los Angeles County; California,152398,2022
1400000US06037267202,Census Tract 2672.02; Los Angeles County; California,198192,2022
1400000US06037267300,Census Tract 2673; Los Angeles County; California,129542,2022
1400000US06037267403,Census Tract 2674.03; Los Angeles County; California,120048,2022
1400000US06037267404,Census Tract 2674.04; Los Angeles County; California,132652,2022
1400000US06037267405,Census Tract 2674.05; Los Angeles County; California,132363,2022
1400000US06037267406,Census Tract 2674.06; Los Angeles County; California,132739,2022
1400000US06037267502,Census Tract 2675.02; Los Angeles County; California,140771,2022
1400000US06037267503,Census Tract 2675.03; Los Angeles County; California,179965,2022
