GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2020 INFLATION-ADJUSTED DOLLARS)!!Total households!!With earnings!!Mean earnings (dollars),year
1400000US06037106403,"Census Tract 1064.03, Los Angeles County, California",90226,2020
1400000US06037106405,"Census Tract 1064.05, Los Angeles County, California",76445,2020
1400000US06037106406,"Census Tract 1064.06, Los Angeles County, California",105725,2020
1400000US06037106407,"Census Tract 1064.07, Los Angeles County, California",53316,2020
1400000US06037106408,"Census Tract 1064.08, Los Angeles County, California",66919,2020
1400000US06037106510,"Census Tract 1065.10, Los Angeles County, California",100684,2020
1400000US06037106520,"Census Tract 1065.20, Los Angeles County, California",78996,2020
1400000US06037106603,"Census Tract 1066.03, Los Angeles County, California",136242,2020
1400000US06037106604,"Census Tract 1066.04, Los Angeles County, California",75362,2020
1400000US06037106641,"Census Tract 1066.41, Los Angeles County, California",140263,2020
1400000US06037106642,"Census Tract 1066.42, Los Angeles County, California",142295,2020
1400000US06037106643,"Census Tract 1066.43, Los Angeles County, California",215571,2020
1400000US06037106645,"Census Tract 1066.45, Los Angeles County, California",137244,2020
1400000US06037106646,"Census Tract 1066.46, Los Angeles County, California",126893,2020
1400000US06037106648,"Census Tract 1066.48, Los Angeles County, California",77001,2020
1400000US06037106649,"Census Tract 1066.49, Los Angeles County, California",107398,2020
1400000US06037107010,"Census Tract 1070.10, Los Angeles County, California",76491,2020
1400000US06037107020,"Census Tract 1070.20, Los Angeles County, California",83835,2020
1400000US06037108101,"Census Tract 1081.01, Los Angeles County, California",153353,2020
1400000US06037108102,"Census Tract 1081.02, Los Angeles County, California",128558,2020
1400000US06037108103,"Census Tract 1081.03, Los Angeles County, California",158090,2020
1400000US06037108104,"Census Tract 1081.04, Los Angeles County, California",175027,2020
1400000US06037108202,"Census Tract 1082.02, Los Angeles County, California",178655,2020
1400000US06037108203,"Census Tract 1082.03, Los Angeles County, California",149995,2020
1400000US06037108204,"Census Tract 1082.04, Los Angeles County, California",152842,2020
1400000US06037109100,"Census Tract 1091, Los Angeles County, California",87013,2020
1400000US06037109200,"Census Tract 1092, Los Angeles County, California",120728,2020
1400000US06037109300,"Census Tract 1093, Los Angeles County, California",113418,2020
1400000US06037109400,"Census Tract 1094, Los Angeles County, California",89481,2020
1400000US06037109500,"Census Tract 1095, Los Angeles County, California",64148,2020
1400000US06037109601,"Census Tract 1096.01, Los Angeles County, California",102201,2020
1400000US06037109603,"Census Tract 1096.03, Los Angeles County, California",90672,2020
1400000US06037109604,"Census Tract 1096.04, Los Angeles County, California",94337,2020
1400000US06037109700,"Census Tract 1097, Los Angeles County, California",105059,2020
1400000US06037109800,"Census Tract 1098, Los Angeles County, California",98956,2020
1400000US06037111100,"Census Tract 1111, Los Angeles County, California",117505,2020
1400000US06037111201,"Census Tract 1112.01, Los Angeles County, California",162970,2020
1400000US06037111202,"Census Tract 1112.02, Los Angeles County, California",125098,2020
1400000US06037111204,"Census Tract 1112.04, Los Angeles County, California",172023,2020
1400000US06037111205,"Census Tract 1112.05, Los Angeles County, California",97283,2020
1400000US06037111206,"Census Tract 1112.06, Los Angeles County, California",167284,2020
1400000US06037111302,"Census Tract 1113.02, Los Angeles County, California",93763,2020
1400000US06037111303,"Census Tract 1113.03, Los Angeles County, California",100566,2020
1400000US06037111304,"Census Tract 1113.04, Los Angeles County, California",65990,2020
1400000US06037111401,"Census Tract 1114.01, Los Angeles County, California",118631,2020
1400000US06037111402,"Census Tract 1114.02, Los Angeles County, California",74330,2020
1400000US06037113101,"Census Tract 1131.01, Los Angeles County, California",112920,2020
1400000US06037113102,"Census Tract 1131.02, Los Angeles County, California",213777,2020
1400000US06037113211,"Census Tract 1132.11, Los Angeles County, California",102344,2020
1400000US06037113212,"Census Tract 1132.12, Los Angeles County, California",117382,2020
1400000US06037113213,"Census Tract 1132.13, Los Angeles County, California",116076,2020
1400000US06037113231,"Census Tract 1132.31, Los Angeles County, California",116713,2020
1400000US06037113232,"Census Tract 1132.32, Los Angeles County, California",160354,2020
1400000US06037113234,"Census Tract 1132.34, Los Angeles County, California",107174,2020
1400000US06037113235,"Census Tract 1132.35, Los Angeles County, California",109829,2020
1400000US06037113237,"Census Tract 1132.37, Los Angeles County, California",123054,2020
1400000US06037113238,"Census Tract 1132.38, Los Angeles County, California",78878,2020
1400000US06037113239,"Census Tract 1132.39, Los Angeles County, California",45236,2020
1400000US06037113301,"Census Tract 1133.01, Los Angeles County, California",161030,2020
1400000US06037113303,"Census Tract 1133.03, Los Angeles County, California",107855,2020
1400000US06037113322,"Census Tract 1133.22, Los Angeles County, California",108594,2020
1400000US06037113323,"Census Tract 1133.23, Los Angeles County, California",78286,2020
1400000US06037113324,"Census Tract 1133.24, Los Angeles County, California",93391,2020
1400000US06037113423,"Census Tract 1134.23, Los Angeles County, California",112064,2020
1400000US06037113424,"Census Tract 1134.24, Los Angeles County, California",108945,2020
1400000US06037113425,"Census Tract 1134.25, Los Angeles County, California",60689,2020
1400000US06037113426,"Census Tract 1134.26, Los Angeles County, California",76366,2020
1400000US06037113427,"Census Tract 1134.27, Los Angeles County, California",60972,2020
1400000US06037113428,"Census Tract 1134.28, Los Angeles County, California",177270,2020
1400000US06037115101,"Census Tract 1151.01, Los Angeles County, California",142647,2020
1400000US06037115103,"Census Tract 1151.03, Los Angeles County, California",27382,2020
1400000US06037115104,"Census Tract 1151.04, Los Angeles County, California",91022,2020
1400000US06037115202,"Census Tract 1152.02, Los Angeles County, California",81572,2020
1400000US06037115203,"Census Tract 1152.03, Los Angeles County, California",94111,2020
1400000US06037115204,"Census Tract 1152.04, Los Angeles County, California",93871,2020
1400000US06037115301,"Census Tract 1153.01, Los Angeles County, California",125225,2020
1400000US06037115302,"Census Tract 1153.02, Los Angeles County, California",67341,2020
1400000US06037115401,"Census Tract 1154.01, Los Angeles County, California",89386,2020
1400000US06037115403,"Census Tract 1154.03, Los Angeles County, California",69511,2020
1400000US06037115404,"Census Tract 1154.04, Los Angeles County, California",85920,2020
1400000US06037117101,"Census Tract 1171.01, Los Angeles County, California",89928,2020
1400000US06037117102,"Census Tract 1171.02, Los Angeles County, California",77996,2020
1400000US06037117201,"Census Tract 1172.01, Los Angeles County, California",67408,2020
1400000US06037117202,"Census Tract 1172.02, Los Angeles County, California",107510,2020
1400000US06037117301,"Census Tract 1173.01, Los Angeles County, California",120562,2020
1400000US06037117302,"Census Tract 1173.02, Los Angeles County, California",124324,2020
1400000US06037117303,"Census Tract 1173.03, Los Angeles County, California",103986,2020
1400000US06037117404,"Census Tract 1174.04, Los Angeles County, California",131531,2020
1400000US06037117405,"Census Tract 1174.05, Los Angeles County, California",47290,2020
1400000US06037117407,"Census Tract 1174.07, Los Angeles County, California",40198,2020
1400000US06037117408,"Census Tract 1174.08, Los Angeles County, California",54432,2020
1400000US06037117510,"Census Tract 1175.10, Los Angeles County, California",92960,2020
1400000US06037117520,"Census Tract 1175.20, Los Angeles County, California",55174,2020
1400000US06037117530,"Census Tract 1175.30, Los Angeles County, California",70556,2020
1400000US06037119001,"Census Tract 1190.01, Los Angeles County, California",92800,2020
1400000US06037119003,"Census Tract 1190.03, Los Angeles County, California",96015,2020
1400000US06037119004,"Census Tract 1190.04, Los Angeles County, California",96239,2020
1400000US06037119201,"Census Tract 1192.01, Los Angeles County, California",90918,2020
1400000US06037119202,"Census Tract 1192.02, Los Angeles County, California",82365,2020
1400000US06037119310,"Census Tract 1193.10, Los Angeles County, California",84585,2020
1400000US06037119320,"Census Tract 1193.20, Los Angeles County, California",75404,2020
1400000US06037119340,"Census Tract 1193.40, Los Angeles County, California",47620,2020
1400000US06037119341,"Census Tract 1193.41, Los Angeles County, California",92985,2020
1400000US06037119342,"Census Tract 1193.42, Los Angeles County, California",73540,2020
1400000US06037119400,"Census Tract 1194, Los Angeles County, California",109368,2020
1400000US06037119700,"Census Tract 1197, Los Angeles County, California",112304,2020
1400000US06037119801,"Census Tract 1198.01, Los Angeles County, California",102137,2020
1400000US06037119802,"Census Tract 1198.02, Los Angeles County, California",71876,2020
1400000US06037119900,"Census Tract 1199, Los Angeles County, California",87773,2020
1400000US06037120010,"Census Tract 1200.10, Los Angeles County, California",71834,2020
1400000US06037120020,"Census Tract 1200.20, Los Angeles County, California",44214,2020
1400000US06037120030,"Census Tract 1200.30, Los Angeles County, California",48816,2020
1400000US06037120103,"Census Tract 1201.03, Los Angeles County, California",42553,2020
1400000US06037120104,"Census Tract 1201.04, Los Angeles County, California",54129,2020
1400000US06037120105,"Census Tract 1201.05, Los Angeles County, California",58048,2020
1400000US06037120106,"Census Tract 1201.06, Los Angeles County, California",55043,2020
1400000US06037120107,"Census Tract 1201.07, Los Angeles County, California",50954,2020
1400000US06037120108,"Census Tract 1201.08, Los Angeles County, California",56067,2020
1400000US06037120300,"Census Tract 1203, Los Angeles County, California",80575,2020
1400000US06037120400,"Census Tract 1204, Los Angeles County, California",73867,2020
1400000US06037121010,"Census Tract 1210.10, Los Angeles County, California",101963,2020
1400000US06037121020,"Census Tract 1210.20, Los Angeles County, California",87334,2020
1400000US06037121101,"Census Tract 1211.01, Los Angeles County, California",86622,2020
1400000US06037121102,"Census Tract 1211.02, Los Angeles County, California",79065,2020
1400000US06037121210,"Census Tract 1212.10, Los Angeles County, California",82364,2020
1400000US06037121221,"Census Tract 1212.21, Los Angeles County, California",88559,2020
1400000US06037121222,"Census Tract 1212.22, Los Angeles County, California",73930,2020
1400000US06037121600,"Census Tract 1216, Los Angeles County, California",101949,2020
1400000US06037121801,"Census Tract 1218.01, Los Angeles County, California",57681,2020
1400000US06037121802,"Census Tract 1218.02, Los Angeles County, California",85164,2020
1400000US06037121900,"Census Tract 1219, Los Angeles County, California",66732,2020
1400000US06037122000,"Census Tract 1220, Los Angeles County, California",104341,2020
1400000US06037122120,"Census Tract 1221.20, Los Angeles County, California",67661,2020
1400000US06037122121,"Census Tract 1221.21, Los Angeles County, California",59205,2020
1400000US06037122122,"Census Tract 1221.22, Los Angeles County, California",50652,2020
1400000US06037122200,"Census Tract 1222, Los Angeles County, California",72213,2020
1400000US06037122410,"Census Tract 1224.10, Los Angeles County, California",75059,2020
1400000US06037122420,"Census Tract 1224.20, Los Angeles County, California",83693,2020
1400000US06037123010,"Census Tract 1230.10, Los Angeles County, California",65830,2020
1400000US06037123020,"Census Tract 1230.20, Los Angeles County, California",70599,2020
1400000US06037123103,"Census Tract 1231.03, Los Angeles County, California",79046,2020
1400000US06037123104,"Census Tract 1231.04, Los Angeles County, California",76536,2020
1400000US06037123203,"Census Tract 1232.03, Los Angeles County, California",52913,2020
1400000US06037123204,"Census Tract 1232.04, Los Angeles County, California",64524,2020
1400000US06037123205,"Census Tract 1232.05, Los Angeles County, California",73851,2020
1400000US06037123206,"Census Tract 1232.06, Los Angeles County, California",54129,2020
1400000US06037123301,"Census Tract 1233.01, Los Angeles County, California",79394,2020
1400000US06037123303,"Census Tract 1233.03, Los Angeles County, California",73789,2020
1400000US06037123304,"Census Tract 1233.04, Los Angeles County, California",65493,2020
1400000US06037123410,"Census Tract 1234.10, Los Angeles County, California",71668,2020
1400000US06037123420,"Census Tract 1234.20, Los Angeles County, California",78177,2020
1400000US06037123510,"Census Tract 1235.10, Los Angeles County, California",71841,2020
1400000US06037123520,"Census Tract 1235.20, Los Angeles County, California",71216,2020
1400000US06037123601,"Census Tract 1236.01, Los Angeles County, California",90528,2020
1400000US06037123602,"Census Tract 1236.02, Los Angeles County, California",85724,2020
1400000US06037123700,"Census Tract 1237, Los Angeles County, California",94542,2020
1400000US06037123800,"Census Tract 1238, Los Angeles County, California",123641,2020
1400000US06037123901,"Census Tract 1239.01, Los Angeles County, California",79606,2020
1400000US06037123902,"Census Tract 1239.02, Los Angeles County, California",88151,2020
1400000US06037124000,"Census Tract 1240, Los Angeles County, California",118273,2020
1400000US06037124102,"Census Tract 1241.02, Los Angeles County, California",82403,2020
1400000US06037124103,"Census Tract 1241.03, Los Angeles County, California",66243,2020
1400000US06037124104,"Census Tract 1241.04, Los Angeles County, California",62114,2020
1400000US06037124105,"Census Tract 1241.05, Los Angeles County, California",71634,2020
1400000US06037124201,"Census Tract 1242.01, Los Angeles County, California",74017,2020
1400000US06037124203,"Census Tract 1242.03, Los Angeles County, California",71955,2020
1400000US06037124204,"Census Tract 1242.04, Los Angeles County, California",60617,2020
1400000US06037124300,"Census Tract 1243, Los Angeles County, California",70738,2020
1400000US06037124400,"Census Tract 1244, Los Angeles County, California",116975,2020
1400000US06037124500,"Census Tract 1245, Los Angeles County, California",136904,2020
1400000US06037124600,"Census Tract 1246, Los Angeles County, California",102837,2020
1400000US06037124700,"Census Tract 1247, Los Angeles County, California",154025,2020
1400000US06037124902,"Census Tract 1249.02, Los Angeles County, California",65203,2020
1400000US06037124903,"Census Tract 1249.03, Los Angeles County, California",88435,2020
1400000US06037125101,"Census Tract 1251.01, Los Angeles County, California",89952,2020
1400000US06037125102,"Census Tract 1251.02, Los Angeles County, California",128284,2020
1400000US06037125200,"Census Tract 1252, Los Angeles County, California",94265,2020
1400000US06037125310,"Census Tract 1253.10, Los Angeles County, California",103800,2020
1400000US06037125321,"Census Tract 1253.21, Los Angeles County, California",62925,2020
1400000US06037125322,"Census Tract 1253.22, Los Angeles County, California",69237,2020
1400000US06037125402,"Census Tract 1254.02, Los Angeles County, California",97221,2020
1400000US06037125403,"Census Tract 1254.03, Los Angeles County, California",77117,2020
1400000US06037125404,"Census Tract 1254.04, Los Angeles County, California",80403,2020
1400000US06037125501,"Census Tract 1255.01, Los Angeles County, California",81396,2020
1400000US06037125502,"Census Tract 1255.02, Los Angeles County, California",152334,2020
1400000US06037125600,"Census Tract 1256, Los Angeles County, California",131414,2020
1400000US06037127102,"Census Tract 1271.02, Los Angeles County, California",67013,2020
1400000US06037127103,"Census Tract 1271.03, Los Angeles County, California",54100,2020
1400000US06037127104,"Census Tract 1271.04, Los Angeles County, California",72871,2020
1400000US06037127210,"Census Tract 1272.10, Los Angeles County, California",71548,2020
1400000US06037127220,"Census Tract 1272.20, Los Angeles County, California",84304,2020
1400000US06037127300,"Census Tract 1273, Los Angeles County, California",81278,2020
1400000US06037127400,"Census Tract 1274, Los Angeles County, California",79716,2020
1400000US06037127520,"Census Tract 1275.20, Los Angeles County, California",48853,2020
1400000US06037127603,"Census Tract 1276.03, Los Angeles County, California",66180,2020
1400000US06037127604,"Census Tract 1276.04, Los Angeles County, California",69085,2020
1400000US06037127605,"Census Tract 1276.05, Los Angeles County, California",67787,2020
1400000US06037127606,"Census Tract 1276.06, Los Angeles County, California",97518,2020
1400000US06037127711,"Census Tract 1277.11, Los Angeles County, California",86466,2020
1400000US06037127712,"Census Tract 1277.12, Los Angeles County, California",59541,2020
1400000US06037127803,"Census Tract 1278.03, Los Angeles County, California",75093,2020
1400000US06037127804,"Census Tract 1278.04, Los Angeles County, California",70612,2020
1400000US06037127805,"Census Tract 1278.05, Los Angeles County, California",65861,2020
1400000US06037127806,"Census Tract 1278.06, Los Angeles County, California",62714,2020
1400000US06037127910,"Census Tract 1279.10, Los Angeles County, California",65130,2020
1400000US06037127920,"Census Tract 1279.20, Los Angeles County, California",73253,2020
1400000US06037128101,"Census Tract 1281.01, Los Angeles County, California",102987,2020
1400000US06037128102,"Census Tract 1281.02, Los Angeles County, California",57810,2020
1400000US06037128210,"Census Tract 1282.10, Los Angeles County, California",48648,2020
1400000US06037128220,"Census Tract 1282.20, Los Angeles County, California",74756,2020
1400000US06037128302,"Census Tract 1283.02, Los Angeles County, California",52788,2020
1400000US06037128303,"Census Tract 1283.03, Los Angeles County, California",45360,2020
1400000US06037128400,"Census Tract 1284, Los Angeles County, California",105993,2020
1400000US06037128500,"Census Tract 1285, Los Angeles County, California",104615,2020
1400000US06037128601,"Census Tract 1286.01, Los Angeles County, California",78434,2020
1400000US06037128602,"Census Tract 1286.02, Los Angeles County, California",116415,2020
1400000US06037128703,"Census Tract 1287.03, Los Angeles County, California",94933,2020
1400000US06037128704,"Census Tract 1287.04, Los Angeles County, California",139232,2020
1400000US06037128801,"Census Tract 1288.01, Los Angeles County, California",78418,2020
1400000US06037128802,"Census Tract 1288.02, Los Angeles County, California",118264,2020
1400000US06037128910,"Census Tract 1289.10, Los Angeles County, California",130270,2020
1400000US06037131021,"Census Tract 1310.21, Los Angeles County, California",59152,2020
1400000US06037131022,"Census Tract 1310.22, Los Angeles County, California",76585,2020
1400000US06037131023,"Census Tract 1310.23, Los Angeles County, California",75469,2020
1400000US06037131024,"Census Tract 1310.24, Los Angeles County, California",152259,2020
1400000US06037131100,"Census Tract 1311, Los Angeles County, California",111573,2020
1400000US06037131200,"Census Tract 1312, Los Angeles County, California",113817,2020
1400000US06037131300,"Census Tract 1313, Los Angeles County, California",92392,2020
1400000US06037131400,"Census Tract 1314, Los Angeles County, California",86538,2020
1400000US06037131600,"Census Tract 1316, Los Angeles County, California",88031,2020
1400000US06037131701,"Census Tract 1317.01, Los Angeles County, California",108103,2020
1400000US06037131702,"Census Tract 1317.02, Los Angeles County, California",84589,2020
1400000US06037131801,"Census Tract 1318.01, Los Angeles County, California",61363,2020
1400000US06037131802,"Census Tract 1318.02, Los Angeles County, California",116215,2020
1400000US06037131900,"Census Tract 1319, Los Angeles County, California",108378,2020
1400000US06037132001,"Census Tract 1320.01, Los Angeles County, California",101497,2020
1400000US06037132002,"Census Tract 1320.02, Los Angeles County, California",94720,2020
1400000US06037132101,"Census Tract 1321.01, Los Angeles County, California",95753,2020
1400000US06037132102,"Census Tract 1321.02, Los Angeles County, California",73710,2020
1400000US06037132301,"Census Tract 1323.01, Los Angeles County, California",100423,2020
1400000US06037132302,"Census Tract 1323.02, Los Angeles County, California",79400,2020
1400000US06037132501,"Census Tract 1325.01, Los Angeles County, California",84991,2020
1400000US06037132502,"Census Tract 1325.02, Los Angeles County, California",75484,2020
1400000US06037132700,"Census Tract 1327, Los Angeles County, California",107583,2020
1400000US06037132900,"Census Tract 1329, Los Angeles County, California",108715,2020
1400000US06037133000,"Census Tract 1330, Los Angeles County, California",91218,2020
1400000US06037133101,"Census Tract 1331.01, Los Angeles County, California",106204,2020
1400000US06037133102,"Census Tract 1331.02, Los Angeles County, California",86137,2020
1400000US06037134001,"Census Tract 1340.01, Los Angeles County, California",75938,2020
1400000US06037134002,"Census Tract 1340.02, Los Angeles County, California",76561,2020
1400000US06037134101,"Census Tract 1341.01, Los Angeles County, California",98446,2020
1400000US06037134103,"Census Tract 1341.03, Los Angeles County, California",84286,2020
1400000US06037134104,"Census Tract 1341.04, Los Angeles County, California",88995,2020
1400000US06037134201,"Census Tract 1342.01, Los Angeles County, California",88697,2020
1400000US06037134302,"Census Tract 1343.02, Los Angeles County, California",127648,2020
1400000US06037134303,"Census Tract 1343.03, Los Angeles County, California",109402,2020
1400000US06037134304,"Census Tract 1343.04, Los Angeles County, California",99897,2020
1400000US06037134305,"Census Tract 1343.05, Los Angeles County, California",45590,2020
1400000US06037134306,"Census Tract 1343.06, Los Angeles County, California",72689,2020
1400000US06037134421,"Census Tract 1344.21, Los Angeles County, California",149349,2020
1400000US06037134422,"Census Tract 1344.22, Los Angeles County, California",160564,2020
1400000US06037134423,"Census Tract 1344.23, Los Angeles County, California",134817,2020
1400000US06037134424,"Census Tract 1344.24, Los Angeles County, California",167890,2020
1400000US06037134520,"Census Tract 1345.20, Los Angeles County, California",59473,2020
1400000US06037134521,"Census Tract 1345.21, Los Angeles County, California",68264,2020
1400000US06037134522,"Census Tract 1345.22, Los Angeles County, California",53194,2020
1400000US06037134710,"Census Tract 1347.10, Los Angeles County, California",61064,2020
1400000US06037134720,"Census Tract 1347.20, Los Angeles County, California",93662,2020
1400000US06037134801,"Census Tract 1348.01, Los Angeles County, California",85159,2020
1400000US06037134802,"Census Tract 1348.02, Los Angeles County, California",101719,2020
1400000US06037134901,"Census Tract 1349.01, Los Angeles County, California",107245,2020
1400000US06037134904,"Census Tract 1349.04, Los Angeles County, California",85439,2020
1400000US06037134905,"Census Tract 1349.05, Los Angeles County, California",98529,2020
1400000US06037134906,"Census Tract 1349.06, Los Angeles County, California",69007,2020
1400000US06037134907,"Census Tract 1349.07, Los Angeles County, California",98678,2020
1400000US06037135102,"Census Tract 1351.02, Los Angeles County, California",156596,2020
1400000US06037135111,"Census Tract 1351.11, Los Angeles County, California",115022,2020
1400000US06037135113,"Census Tract 1351.13, Los Angeles County, California",110344,2020
1400000US06037135115,"Census Tract 1351.15, Los Angeles County, California",89820,2020
1400000US06037135116,"Census Tract 1351.16, Los Angeles County, California",101483,2020
1400000US06037135201,"Census Tract 1352.01, Los Angeles County, California",118998,2020
1400000US06037135202,"Census Tract 1352.02, Los Angeles County, California",123182,2020
1400000US06037135204,"Census Tract 1352.04, Los Angeles County, California",126143,2020
1400000US06037135205,"Census Tract 1352.05, Los Angeles County, California",168863,2020
1400000US06037137000,"Census Tract 1370, Los Angeles County, California",182069,2020
1400000US06037137103,"Census Tract 1371.03, Los Angeles County, California",94090,2020
1400000US06037137104,"Census Tract 1371.04, Los Angeles County, California",128721,2020
1400000US06037137202,"Census Tract 1372.02, Los Angeles County, California",117050,2020
1400000US06037137203,"Census Tract 1372.03, Los Angeles County, California",144808,2020
1400000US06037137301,"Census Tract 1373.01, Los Angeles County, California",211177,2020
1400000US06037137302,"Census Tract 1373.02, Los Angeles County, California",168806,2020
1400000US06037137401,"Census Tract 1374.01, Los Angeles County, California",163441,2020
1400000US06037137402,"Census Tract 1374.02, Los Angeles County, California",159289,2020
1400000US06037137501,"Census Tract 1375.01, Los Angeles County, California",132417,2020
1400000US06037137502,"Census Tract 1375.02, Los Angeles County, California",161789,2020
1400000US06037137504,"Census Tract 1375.04, Los Angeles County, California",255162,2020
1400000US06037138000,"Census Tract 1380, Los Angeles County, California",155394,2020
1400000US06037139001,"Census Tract 1390.01, Los Angeles County, California",100634,2020
1400000US06037139200,"Census Tract 1392, Los Angeles County, California",107297,2020
1400000US06037139301,"Census Tract 1393.01, Los Angeles County, California",166154,2020
1400000US06037139302,"Census Tract 1393.02, Los Angeles County, California",70211,2020
1400000US06037139303,"Census Tract 1393.03, Los Angeles County, California",93172,2020
1400000US06037139401,"Census Tract 1394.01, Los Angeles County, California",85479,2020
1400000US06037139402,"Census Tract 1394.02, Los Angeles County, California",180315,2020
1400000US06037139502,"Census Tract 1395.02, Los Angeles County, California",150141,2020
1400000US06037139504,"Census Tract 1395.04, Los Angeles County, California",88330,2020
1400000US06037139505,"Census Tract 1395.05, Los Angeles County, California",50338,2020
1400000US06037139506,"Census Tract 1395.06, Los Angeles County, California",66483,2020
1400000US06037139600,"Census Tract 1396, Los Angeles County, California",137844,2020
1400000US06037139701,"Census Tract 1397.01, Los Angeles County, California",193557,2020
1400000US06037139703,"Census Tract 1397.03, Los Angeles County, California",183405,2020
1400000US06037139704,"Census Tract 1397.04, Los Angeles County, California",227088,2020
1400000US06037139705,"Census Tract 1397.05, Los Angeles County, California",301214,2020
1400000US06037139801,"Census Tract 1398.01, Los Angeles County, California",198129,2020
1400000US06037139802,"Census Tract 1398.02, Los Angeles County, California",210845,2020
1400000US06037141101,"Census Tract 1411.01, Los Angeles County, California",104048,2020
1400000US06037141102,"Census Tract 1411.02, Los Angeles County, California",123537,2020
1400000US06037141201,"Census Tract 1412.01, Los Angeles County, California",103209,2020
1400000US06037141202,"Census Tract 1412.02, Los Angeles County, California",127118,2020
1400000US06037141303,"Census Tract 1413.03, Los Angeles County, California",97145,2020
1400000US06037141304,"Census Tract 1413.04, Los Angeles County, California",193894,2020
1400000US06037141305,"Census Tract 1413.05, Los Angeles County, California",141100,2020
1400000US06037141306,"Census Tract 1413.06, Los Angeles County, California",144983,2020
1400000US06037141400,"Census Tract 1414, Los Angeles County, California",192019,2020
1400000US06037141500,"Census Tract 1415, Los Angeles County, California",323263,2020
1400000US06037141600,"Census Tract 1416, Los Angeles County, California",219452,2020
1400000US06037141700,"Census Tract 1417, Los Angeles County, California",314063,2020
1400000US06037143101,"Census Tract 1431.01, Los Angeles County, California",202269,2020
