GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars),year
1400000US06037211921,"Census Tract 2119.21, Los Angeles County, California",43169,2016
1400000US06037211922,"Census Tract 2119.22, Los Angeles County, California",50137,2016
1400000US06037212101,"Census Tract 2121.01, Los Angeles County, California",62879,2016
1400000US06037212102,"Census Tract 2121.02, Los Angeles County, California",37822,2016
1400000US06037212202,"Census Tract 2122.02, Los Angeles County, California",39619,2016
1400000US06037212203,"Census Tract 2122.03, Los Angeles County, California",31255,2016
1400000US06037212204,"Census Tract 2122.04, Los Angeles County, California",34993,2016
1400000US06037212303,"Census Tract 2123.03, Los Angeles County, California",41712,2016
1400000US06037212304,"Census Tract 2123.04, Los Angeles County, California",34382,2016
1400000US06037212305,"Census Tract 2123.05, Los Angeles County, California",42781,2016
1400000US06037212306,"Census Tract 2123.06, Los Angeles County, California",46582,2016
1400000US06037212410,"Census Tract 2124.10, Los Angeles County, California",49960,2016
1400000US06037212420,"Census Tract 2124.20, Los Angeles County, California",44638,2016
1400000US06037212501,"Census Tract 2125.01, Los Angeles County, California",53809,2016
1400000US06037212502,"Census Tract 2125.02, Los Angeles County, California",60826,2016
1400000US06037212610,"Census Tract 2126.10, Los Angeles County, California",57948,2016
1400000US06037212620,"Census Tract 2126.20, Los Angeles County, California",39705,2016
1400000US06037212701,"Census Tract 2127.01, Los Angeles County, California",65627,2016
1400000US06037212702,"Census Tract 2127.02, Los Angeles County, California",102560,2016
1400000US06037212800,"Census Tract 2128, Los Angeles County, California",68805,2016
1400000US06037212900,"Census Tract 2129, Los Angeles County, California",52388,2016
1400000US06037213100,"Census Tract 2131, Los Angeles County, California",87701,2016
1400000US06037213201,"Census Tract 2132.01, Los Angeles County, California",37213,2016
1400000US06037213202,"Census Tract 2132.02, Los Angeles County, California",39364,2016
1400000US06037213310,"Census Tract 2133.10, Los Angeles County, California",50184,2016
1400000US06037213320,"Census Tract 2133.20, Los Angeles County, California",42678,2016
1400000US06037213401,"Census Tract 2134.01, Los Angeles County, California",37245,2016
1400000US06037213402,"Census Tract 2134.02, Los Angeles County, California",36556,2016
1400000US06037214000,"Census Tract 2140, Los Angeles County, California",141985,2016
1400000US06037214100,"Census Tract 2141, Los Angeles County, California",137935,2016
1400000US06037214400,"Census Tract 2144, Los Angeles County, California",85326,2016
1400000US06037214501,"Census Tract 2145.01, Los Angeles County, California",121842,2016
1400000US06037214502,"Census Tract 2145.02, Los Angeles County, California",98952,2016
1400000US06037214503,"Census Tract 2145.03, Los Angeles County, California",86940,2016
1400000US06037214600,"Census Tract 2146, Los Angeles County, California",123604,2016
1400000US06037214700,"Census Tract 2147, Los Angeles County, California",134529,2016
1400000US06037214800,"Census Tract 2148, Los Angeles County, California",119370,2016
1400000US06037214901,"Census Tract 2149.01, Los Angeles County, California",95311,2016
1400000US06037214902,"Census Tract 2149.02, Los Angeles County, California",104394,2016
1400000US06037215101,"Census Tract 2151.01, Los Angeles County, California",74167,2016
1400000US06037215102,"Census Tract 2151.02, Los Angeles County, California",69291,2016
1400000US06037216100,"Census Tract 2161, Los Angeles County, California",165604,2016
1400000US06037216200,"Census Tract 2162, Los Angeles County, California",116633,2016
1400000US06037216300,"Census Tract 2163, Los Angeles County, California",139964,2016
1400000US06037216401,"Census Tract 2164.01, Los Angeles County, California",85321,2016
1400000US06037216402,"Census Tract 2164.02, Los Angeles County, California",107813,2016
1400000US06037216700,"Census Tract 2167, Los Angeles County, California",90123,2016
1400000US06037216800,"Census Tract 2168, Los Angeles County, California",109229,2016
1400000US06037216900,"Census Tract 2169, Los Angeles County, California",94198,2016
1400000US06037217001,"Census Tract 2170.01, Los Angeles County, California",127745,2016
1400000US06037217002,"Census Tract 2170.02, Los Angeles County, California",100689,2016
1400000US06037217100,"Census Tract 2171, Los Angeles County, California",88088,2016
1400000US06037217200,"Census Tract 2172, Los Angeles County, California",100112,2016
1400000US06037218110,"Census Tract 2181.10, Los Angeles County, California",58234,2016
1400000US06037218120,"Census Tract 2181.20, Los Angeles County, California",50492,2016
1400000US06037218210,"Census Tract 2182.10, Los Angeles County, California",46461,2016
1400000US06037218220,"Census Tract 2182.20, Los Angeles County, California",97289,2016
1400000US06037218300,"Census Tract 2183, Los Angeles County, California",59529,2016
1400000US06037218400,"Census Tract 2184, Los Angeles County, California",50416,2016
1400000US06037218500,"Census Tract 2185, Los Angeles County, California",54106,2016
1400000US06037218600,"Census Tract 2186, Los Angeles County, California",57855,2016
1400000US06037218701,"Census Tract 2187.01, Los Angeles County, California",67391,2016
1400000US06037218702,"Census Tract 2187.02, Los Angeles County, California",43484,2016
1400000US06037218800,"Census Tract 2188, Los Angeles County, California",57729,2016
1400000US06037218900,"Census Tract 2189, Los Angeles County, California",50685,2016
1400000US06037219010,"Census Tract 2190.10, Los Angeles County, California",64866,2016
1400000US06037219020,"Census Tract 2190.20, Los Angeles County, California",47275,2016
1400000US06037219300,"Census Tract 2193, Los Angeles County, California",50037,2016
1400000US06037219500,"Census Tract 2195, Los Angeles County, California",78803,2016
1400000US06037219700,"Census Tract 2197, Los Angeles County, California",54753,2016
1400000US06037219800,"Census Tract 2198, Los Angeles County, California",44060,2016
1400000US06037219901,"Census Tract 2199.01, Los Angeles County, California",40677,2016
1400000US06037219902,"Census Tract 2199.02, Los Angeles County, California",53709,2016
1400000US06037220000,"Census Tract 2200, Los Angeles County, California",64061,2016
1400000US06037220100,"Census Tract 2201, Los Angeles County, California",66041,2016
1400000US06037221110,"Census Tract 2211.10, Los Angeles County, California",34144,2016
1400000US06037221120,"Census Tract 2211.20, Los Angeles County, California",39576,2016
1400000US06037221210,"Census Tract 2212.10, Los Angeles County, California",52948,2016
1400000US06037221220,"Census Tract 2212.20, Los Angeles County, California",41354,2016
1400000US06037221302,"Census Tract 2213.02, Los Angeles County, California",51456,2016
1400000US06037221303,"Census Tract 2213.03, Los Angeles County, California",36450,2016
1400000US06037221304,"Census Tract 2213.04, Los Angeles County, California",51144,2016
1400000US06037221401,"Census Tract 2214.01, Los Angeles County, California",50852,2016
1400000US06037221402,"Census Tract 2214.02, Los Angeles County, California",52949,2016
1400000US06037221500,"Census Tract 2215, Los Angeles County, California",50418,2016
1400000US06037221601,"Census Tract 2216.01, Los Angeles County, California",53491,2016
1400000US06037221602,"Census Tract 2216.02, Los Angeles County, California",37744,2016
1400000US06037221710,"Census Tract 2217.10, Los Angeles County, California",47069,2016
1400000US06037221810,"Census Tract 2218.10, Los Angeles County, California",32942,2016
1400000US06037221820,"Census Tract 2218.20, Los Angeles County, California",33281,2016
1400000US06037221900,"Census Tract 2219, Los Angeles County, California",28043,2016
1400000US06037222001,"Census Tract 2220.01, Los Angeles County, California",67570,2016
1400000US06037222002,"Census Tract 2220.02, Los Angeles County, California",55210,2016
1400000US06037222100,"Census Tract 2221, Los Angeles County, California",50569,2016
1400000US06037222200,"Census Tract 2222, Los Angeles County, California",51701,2016
1400000US06037222500,"Census Tract 2225, Los Angeles County, California",49307,2016
1400000US06037222600,"Census Tract 2226, Los Angeles County, California",40726,2016
1400000US06037222700,"Census Tract 2227, Los Angeles County, California",16758,2016
1400000US06037224010,"Census Tract 2240.10, Los Angeles County, California",34117,2016
1400000US06037224020,"Census Tract 2240.20, Los Angeles County, California",33522,2016
1400000US06037224200,"Census Tract 2242, Los Angeles County, California",43066,2016
1400000US06037224310,"Census Tract 2243.10, Los Angeles County, California",30496,2016
1400000US06037224320,"Census Tract 2243.20, Los Angeles County, California",39079,2016
1400000US06037224410,"Census Tract 2244.10, Los Angeles County, California",43746,2016
1400000US06037224420,"Census Tract 2244.20, Los Angeles County, California",39313,2016
1400000US06037224600,"Census Tract 2246, Los Angeles County, California",38769,2016
1400000US06037224700,"Census Tract 2247, Los Angeles County, California",23541,2016
1400000US06037226001,"Census Tract 2260.01, Los Angeles County, California",36615,2016
1400000US06037226002,"Census Tract 2260.02, Los Angeles County, California",57577,2016
1400000US06037226410,"Census Tract 2264.10, Los Angeles County, California",35586,2016
1400000US06037226420,"Census Tract 2264.20, Los Angeles County, California",41738,2016
1400000US06037226700,"Census Tract 2267, Los Angeles County, California",41218,2016
1400000US06037227010,"Census Tract 2270.10, Los Angeles County, California",43336,2016
1400000US06037227020,"Census Tract 2270.20, Los Angeles County, California",38953,2016
1400000US06037228100,"Census Tract 2281, Los Angeles County, California",45769,2016
1400000US06037228210,"Census Tract 2282.10, Los Angeles County, California",41613,2016
1400000US06037228220,"Census Tract 2282.20, Los Angeles County, California",39172,2016
1400000US06037228310,"Census Tract 2283.10, Los Angeles County, California",44793,2016
1400000US06037228320,"Census Tract 2283.20, Los Angeles County, California",44646,2016
1400000US06037228410,"Census Tract 2284.10, Los Angeles County, California",42666,2016
1400000US06037228420,"Census Tract 2284.20, Los Angeles County, California",39641,2016
1400000US06037228500,"Census Tract 2285, Los Angeles County, California",44908,2016
1400000US06037228600,"Census Tract 2286, Los Angeles County, California",40441,2016
1400000US06037228710,"Census Tract 2287.10, Los Angeles County, California",34861,2016
1400000US06037228720,"Census Tract 2287.20, Los Angeles County, California",44020,2016
1400000US06037228800,"Census Tract 2288, Los Angeles County, California",39659,2016
1400000US06037228900,"Census Tract 2289, Los Angeles County, California",28297,2016
1400000US06037229100,"Census Tract 2291, Los Angeles County, California",50661,2016
1400000US06037229200,"Census Tract 2292, Los Angeles County, California",46152,2016
1400000US06037229300,"Census Tract 2293, Los Angeles County, California",34997,2016
1400000US06037229410,"Census Tract 2294.10, Los Angeles County, California",31719,2016
1400000US06037229420,"Census Tract 2294.20, Los Angeles County, California",40065,2016
1400000US06037231100,"Census Tract 2311, Los Angeles County, California",42734,2016
1400000US06037231210,"Census Tract 2312.10, Los Angeles County, California",37466,2016
1400000US06037231220,"Census Tract 2312.20, Los Angeles County, California",36249,2016
1400000US06037231300,"Census Tract 2313, Los Angeles County, California",42028,2016
1400000US06037231400,"Census Tract 2314, Los Angeles County, California",46013,2016
1400000US06037231500,"Census Tract 2315, Los Angeles County, California",65466,2016
1400000US06037231600,"Census Tract 2316, Los Angeles County, California",46942,2016
1400000US06037231710,"Census Tract 2317.10, Los Angeles County, California",35728,2016
1400000US06037231720,"Census Tract 2317.20, Los Angeles County, California",40678,2016
1400000US06037231800,"Census Tract 2318, Los Angeles County, California",37564,2016
1400000US06037231900,"Census Tract 2319, Los Angeles County, California",35539,2016
1400000US06037232110,"Census Tract 2321.10, Los Angeles County, California",37806,2016
1400000US06037232120,"Census Tract 2321.20, Los Angeles County, California",42580,2016
1400000US06037232200,"Census Tract 2322, Los Angeles County, California",40925,2016
1400000US06037232300,"Census Tract 2323, Los Angeles County, California",63841,2016
1400000US06037232400,"Census Tract 2324, Los Angeles County, California",47598,2016
1400000US06037232500,"Census Tract 2325, Los Angeles County, California",43812,2016
1400000US06037232600,"Census Tract 2326, Los Angeles County, California",46542,2016
1400000US06037232700,"Census Tract 2327, Los Angeles County, California",38115,2016
1400000US06037232800,"Census Tract 2328, Los Angeles County, California",41020,2016
1400000US06037234000,"Census Tract 2340, Los Angeles County, California",71200,2016
1400000US06037234200,"Census Tract 2342, Los Angeles County, California",82990,2016
1400000US06037234300,"Census Tract 2343, Los Angeles County, California",59750,2016
1400000US06037234501,"Census Tract 2345.01, Los Angeles County, California",60873,2016
1400000US06037234502,"Census Tract 2345.02, Los Angeles County, California",54906,2016
1400000US06037234600,"Census Tract 2346, Los Angeles County, California",53113,2016
1400000US06037234700,"Census Tract 2347, Los Angeles County, California",69711,2016
1400000US06037234800,"Census Tract 2348, Los Angeles County, California",64356,2016
1400000US06037234901,"Census Tract 2349.01, Los Angeles County, California",31809,2016
1400000US06037234902,"Census Tract 2349.02, Los Angeles County, California",59384,2016
1400000US06037235100,"Census Tract 2351, Los Angeles County, California",83866,2016
1400000US06037235201,"Census Tract 2352.01, Los Angeles County, California",54062,2016
1400000US06037235202,"Census Tract 2352.02, Los Angeles County, California",48142,2016
1400000US06037236000,"Census Tract 2360, Los Angeles County, California",86621,2016
1400000US06037236100,"Census Tract 2361, Los Angeles County, California",51325,2016
1400000US06037236202,"Census Tract 2362.02, Los Angeles County, California",39616,2016
1400000US06037236203,"Census Tract 2362.03, Los Angeles County, California",39729,2016
1400000US06037236204,"Census Tract 2362.04, Los Angeles County, California",37444,2016
1400000US06037236400,"Census Tract 2364, Los Angeles County, California",67008,2016
1400000US06037237101,"Census Tract 2371.01, Los Angeles County, California",37777,2016
1400000US06037237102,"Census Tract 2371.02, Los Angeles County, California",38117,2016
1400000US06037237201,"Census Tract 2372.01, Los Angeles County, California",44789,2016
1400000US06037237202,"Census Tract 2372.02, Los Angeles County, California",50047,2016
1400000US06037237300,"Census Tract 2373, Los Angeles County, California",46304,2016
1400000US06037237401,"Census Tract 2374.01, Los Angeles County, California",42773,2016
1400000US06037237402,"Census Tract 2374.02, Los Angeles County, California",55511,2016
1400000US06037237500,"Census Tract 2375, Los Angeles County, California",37486,2016
1400000US06037237600,"Census Tract 2376, Los Angeles County, California",42795,2016
1400000US06037237710,"Census Tract 2377.10, Los Angeles County, California",48944,2016
1400000US06037237720,"Census Tract 2377.20, Los Angeles County, California",37380,2016
1400000US06037237800,"Census Tract 2378, Los Angeles County, California",69595,2016
1400000US06037237900,"Census Tract 2379, Los Angeles County, California",55677,2016
1400000US06037238000,"Census Tract 2380, Los Angeles County, California",69975,2016
1400000US06037238100,"Census Tract 2381, Los Angeles County, California",59275,2016
1400000US06037238200,"Census Tract 2382, Los Angeles County, California",76430,2016
1400000US06037238310,"Census Tract 2383.10, Los Angeles County, California",37274,2016
1400000US06037238320,"Census Tract 2383.20, Los Angeles County, California",36119,2016
1400000US06037238400,"Census Tract 2384, Los Angeles County, California",67687,2016
1400000US06037239201,"Census Tract 2392.01, Los Angeles County, California",43148,2016
1400000US06037239202,"Census Tract 2392.02, Los Angeles County, California",41784,2016
1400000US06037239310,"Census Tract 2393.10, Los Angeles County, California",40601,2016
1400000US06037239320,"Census Tract 2393.20, Los Angeles County, California",50019,2016
1400000US06037239330,"Census Tract 2393.30, Los Angeles County, California",48516,2016
1400000US06037239501,"Census Tract 2395.01, Los Angeles County, California",38457,2016
1400000US06037239502,"Census Tract 2395.02, Los Angeles County, California",42491,2016
1400000US06037239601,"Census Tract 2396.01, Los Angeles County, California",42708,2016
1400000US06037239602,"Census Tract 2396.02, Los Angeles County, California",40747,2016
1400000US06037239701,"Census Tract 2397.01, Los Angeles County, California",37510,2016
1400000US06037239702,"Census Tract 2397.02, Los Angeles County, California",33822,2016
1400000US06037239801,"Census Tract 2398.01, Los Angeles County, California",44909,2016
1400000US06037239802,"Census Tract 2398.02, Los Angeles County, California",47513,2016
1400000US06037240010,"Census Tract 2400.10, Los Angeles County, California",35544,2016
1400000US06037240020,"Census Tract 2400.20, Los Angeles County, California",45726,2016
1400000US06037240200,"Census Tract 2402, Los Angeles County, California",38964,2016
1400000US06037240300,"Census Tract 2403, Los Angeles County, California",46655,2016
1400000US06037240401,"Census Tract 2404.01, Los Angeles County, California",43049,2016
1400000US06037240402,"Census Tract 2404.02, Los Angeles County, California",41221,2016
1400000US06037240500,"Census Tract 2405, Los Angeles County, California",45072,2016
1400000US06037240600,"Census Tract 2406, Los Angeles County, California",45484,2016
1400000US06037240700,"Census Tract 2407, Los Angeles County, California",46035,2016
1400000US06037240800,"Census Tract 2408, Los Angeles County, California",47223,2016
1400000US06037240900,"Census Tract 2409, Los Angeles County, California",46261,2016
1400000US06037241001,"Census Tract 2410.01, Los Angeles County, California",49128,2016
1400000US06037241002,"Census Tract 2410.02, Los Angeles County, California",47848,2016
1400000US06037241110,"Census Tract 2411.10, Los Angeles County, California",41453,2016
1400000US06037241120,"Census Tract 2411.20, Los Angeles County, California",43386,2016
1400000US06037241201,"Census Tract 2412.01, Los Angeles County, California",48966,2016
1400000US06037241202,"Census Tract 2412.02, Los Angeles County, California",42868,2016
1400000US06037241300,"Census Tract 2413, Los Angeles County, California",49846,2016
1400000US06037241400,"Census Tract 2414, Los Angeles County, California",41775,2016
1400000US06037242000,"Census Tract 2420, Los Angeles County, California",41146,2016
1400000US06037242100,"Census Tract 2421, Los Angeles County, California",23977,2016
1400000US06037242200,"Census Tract 2422, Los Angeles County, California",39952,2016
1400000US06037242300,"Census Tract 2423, Los Angeles County, California",42755,2016
1400000US06037242600,"Census Tract 2426, Los Angeles County, California",24107,2016
1400000US06037242700,"Census Tract 2427, Los Angeles County, California",44911,2016
1400000US06037243000,"Census Tract 2430, Los Angeles County, California",49905,2016
1400000US06037243100,"Census Tract 2431, Los Angeles County, California",38397,2016
1400000US06037261101,"Census Tract 2611.01, Los Angeles County, California",246910,2016
1400000US06037261102,"Census Tract 2611.02, Los Angeles County, California",259322,2016
1400000US06037261200,"Census Tract 2612, Los Angeles County, California",212320,2016
1400000US06037262100,"Census Tract 2621, Los Angeles County, California",232166,2016
1400000US06037262200,"Census Tract 2622, Los Angeles County, California",221233,2016
1400000US06037262301,"Census Tract 2623.01, Los Angeles County, California",295209,2016
1400000US06037262302,"Census Tract 2623.02, Los Angeles County, California",223753,2016
1400000US06037262303,"Census Tract 2623.03, Los Angeles County, California",332744,2016
1400000US06037262400,"Census Tract 2624, Los Angeles County, California",347010,2016
1400000US06037262501,"Census Tract 2625.01, Los Angeles County, California",309595,2016
1400000US06037262601,"Census Tract 2626.01, Los Angeles County, California",295248,2016
1400000US06037262604,"Census Tract 2626.04, Los Angeles County, California",257503,2016
1400000US06037262704,"Census Tract 2627.04, Los Angeles County, California",201000,2016
1400000US06037262706,"Census Tract 2627.06, Los Angeles County, California",315243,2016
1400000US06037262802,"Census Tract 2628.02, Los Angeles County, California",284820,2016
1400000US06037264000,"Census Tract 2640, Los Angeles County, California",278085,2016
1400000US06037264102,"Census Tract 2641.02, Los Angeles County, California",122560,2016
1400000US06037264103,"Census Tract 2641.03, Los Angeles County, California",125600,2016
1400000US06037264301,"Census Tract 2643.01, Los Angeles County, California",117768,2016
1400000US06037264302,"Census Tract 2643.02, Los Angeles County, California",135301,2016
1400000US06037265100,"Census Tract 2651, Los Angeles County, California",248083,2016
1400000US06037265201,"Census Tract 2652.01, Los Angeles County, California",187841,2016
1400000US06037265202,"Census Tract 2652.02, Los Angeles County, California",148911,2016
1400000US06037265301,"Census Tract 2653.01, Los Angeles County, California",-,2016
1400000US06037265303,"Census Tract 2653.03, Los Angeles County, California",29503,2016
1400000US06037265304,"Census Tract 2653.04, Los Angeles County, California",30864,2016
1400000US06037265305,"Census Tract 2653.05, Los Angeles County, California",41914,2016
1400000US06037265410,"Census Tract 2654.10, Los Angeles County, California",192387,2016
1400000US06037265420,"Census Tract 2654.20, Los Angeles County, California",317498,2016
1400000US06037265510,"Census Tract 2655.10, Los Angeles County, California",80565,2016
1400000US06037265520,"Census Tract 2655.20, Los Angeles County, California",119649,2016
1400000US06037265601,"Census Tract 2656.01, Los Angeles County, California",119556,2016
1400000US06037265602,"Census Tract 2656.02, Los Angeles County, California",183483,2016
1400000US06037265700,"Census Tract 2657, Los Angeles County, California",146074,2016
1400000US06037267100,"Census Tract 2671, Los Angeles County, California",122459,2016
1400000US06037267200,"Census Tract 2672, Los Angeles County, California",106852,2016
1400000US06037267300,"Census Tract 2673, Los Angeles County, California",77547,2016
1400000US06037267402,"Census Tract 2674.02, Los Angeles County, California",87387,2016
1400000US06037267403,"Census Tract 2674.03, Los Angeles County, California",86015,2016
1400000US06037267404,"Census Tract 2674.04, Los Angeles County, California",98031,2016
1400000US06037267501,"Census Tract 2675.01, Los Angeles County, California",88955,2016
1400000US06037267502,"Census Tract 2675.02, Los Angeles County, California",90465,2016
1400000US06037267600,"Census Tract 2676, Los Angeles County, California",100058,2016
1400000US06037267700,"Census Tract 2677, Los Angeles County, California",112657,2016
1400000US06037267800,"Census Tract 2678, Los Angeles County, California",133390,2016
1400000US06037267901,"Census Tract 2679.01, Los Angeles County, California",219313,2016
1400000US06037267902,"Census Tract 2679.02, Los Angeles County, California",138450,2016
1400000US06037269000,"Census Tract 2690, Los Angeles County, California",211352,2016
1400000US06037269100,"Census Tract 2691, Los Angeles County, California",118039,2016
1400000US06037269300,"Census Tract 2693, Los Angeles County, California",222572,2016
1400000US06037269500,"Census Tract 2695, Los Angeles County, California",230531,2016
1400000US06037269601,"Census Tract 2696.01, Los Angeles County, California",61097,2016
1400000US06037269602,"Census Tract 2696.02, Los Angeles County, California",72493,2016
1400000US06037269700,"Census Tract 2697, Los Angeles County, California",101478,2016
1400000US06037269800,"Census Tract 2698, Los Angeles County, California",85079,2016
1400000US06037269903,"Census Tract 2699.03, Los Angeles County, California",83109,2016
1400000US06037269904,"Census Tract 2699.04, Los Angeles County, California",58416,2016
1400000US06037269905,"Census Tract 2699.05, Los Angeles County, California",71389,2016
1400000US06037269906,"Census Tract 2699.06, Los Angeles County, California",90021,2016
1400000US06037269907,"Census Tract 2699.07, Los Angeles County, California",78828,2016
1400000US06037270100,"Census Tract 2701, Los Angeles County, California",66558,2016
1400000US06037270200,"Census Tract 2702, Los Angeles County, California",70485,2016
1400000US06037270300,"Census Tract 2703, Los Angeles County, California",89084,2016
1400000US06037271100,"Census Tract 2711, Los Angeles County, California",125465,2016
1400000US06037271200,"Census Tract 2712, Los Angeles County, California",85074,2016
1400000US06037271300,"Census Tract 2713, Los Angeles County, California",120350,2016
1400000US06037271400,"Census Tract 2714, Los Angeles County, California",161456,2016
1400000US06037271500,"Census Tract 2715, Los Angeles County, California",118190,2016
1400000US06037271600,"Census Tract 2716, Los Angeles County, California",109585,2016
1400000US06037271701,"Census Tract 2717.01, Los Angeles County, California",105948,2016
1400000US06037271702,"Census Tract 2717.02, Los Angeles County, California",79026,2016
1400000US06037271801,"Census Tract 2718.01, Los Angeles County, California",78804,2016
1400000US06037271802,"Census Tract 2718.02, Los Angeles County, California",69821,2016
1400000US06037271901,"Census Tract 2719.01, Los Angeles County, California",112245,2016
1400000US06037271902,"Census Tract 2719.02, Los Angeles County, California",109116,2016
1400000US06037272100,"Census Tract 2721, Los Angeles County, California",112403,2016
1400000US06037272201,"Census Tract 2722.01, Los Angeles County, California",72202,2016
1400000US06037272202,"Census Tract 2722.02, Los Angeles County, California",75025,2016
1400000US06037272301,"Census Tract 2723.01, Los Angeles County, California",84042,2016
1400000US06037272302,"Census Tract 2723.02, Los Angeles County, California",63275,2016
1400000US06037273100,"Census Tract 2731, Los Angeles County, California",147829,2016
1400000US06037273200,"Census Tract 2732, Los Angeles County, California",133203,2016
1400000US06037273300,"Census Tract 2733, Los Angeles County, California",89521,2016
1400000US06037273402,"Census Tract 2734.02, Los Angeles County, California",81406,2016
1400000US06037273502,"Census Tract 2735.02, Los Angeles County, California",95854,2016
1400000US06037273600,"Census Tract 2736, Los Angeles County, California",152089,2016
1400000US06037273700,"Census Tract 2737, Los Angeles County, California",138395,2016
1400000US06037273800,"Census Tract 2738, Los Angeles County, California",122055,2016
1400000US06037273902,"Census Tract 2739.02, Los Angeles County, California",140042,2016
1400000US06037274100,"Census Tract 2741, Los Angeles County, California",141306,2016
1400000US06037274202,"Census Tract 2742.02, Los Angeles County, California",160422,2016
1400000US06037275101,"Census Tract 2751.01, Los Angeles County, California",81171,2016
1400000US06037275102,"Census Tract 2751.02, Los Angeles County, California",58979,2016
1400000US06037275200,"Census Tract 2752, Los Angeles County, California",65277,2016
1400000US06037275302,"Census Tract 2753.02, Los Angeles County, California",99342,2016
1400000US06037275311,"Census Tract 2753.11, Los Angeles County, California",103973,2016
1400000US06037275400,"Census Tract 2754, Los Angeles County, California",129381,2016
1400000US06037275500,"Census Tract 2755, Los Angeles County, California",65204,2016
1400000US06037275602,"Census Tract 2756.02, Los Angeles County, California",148270,2016
1400000US06037275603,"Census Tract 2756.03, Los Angeles County, California",94915,2016
1400000US06037276000,"Census Tract 2760, Los Angeles County, California",125908,2016
1400000US06037276100,"Census Tract 2761, Los Angeles County, California",79015,2016
1400000US06037276400,"Census Tract 2764, Los Angeles County, California",162118,2016
1400000US06037276500,"Census Tract 2765, Los Angeles County, California",114073,2016
1400000US06037276601,"Census Tract 2766.01, Los Angeles County, California",160218,2016
1400000US06037276603,"Census Tract 2766.03, Los Angeles County, California",106042,2016
1400000US06037276604,"Census Tract 2766.04, Los Angeles County, California",79086,2016
1400000US06037277000,"Census Tract 2770, Los Angeles County, California",185382,2016
1400000US06037277100,"Census Tract 2771, Los Angeles County, California",122355,2016
1400000US06037277200,"Census Tract 2772, Los Angeles County, California",65292,2016
1400000US06037277400,"Census Tract 2774, Los Angeles County, California",44942,2016
1400000US06037278001,"Census Tract 2780.01, Los Angeles County, California",93937,2016
1400000US06037278102,"Census Tract 2781.02, Los Angeles County, California",203158,2016
1400000US06037291110,"Census Tract 2911.10, Los Angeles County, California",48605,2016
1400000US06037291120,"Census Tract 2911.20, Los Angeles County, California",55384,2016
1400000US06037291130,"Census Tract 2911.30, Los Angeles County, California",57265,2016
1400000US06037291210,"Census Tract 2912.10, Los Angeles County, California",70640,2016
1400000US06037291220,"Census Tract 2912.20, Los Angeles County, California",66959,2016
1400000US06037291300,"Census Tract 2913, Los Angeles County, California",79044,2016
1400000US06037292000,"Census Tract 2920, Los Angeles County, California",50833,2016
1400000US06037293201,"Census Tract 2932.01, Los Angeles County, California",68249,2016
1400000US06037293202,"Census Tract 2932.02, Los Angeles County, California",53907,2016
1400000US06037293301,"Census Tract 2933.01, Los Angeles County, California",85806,2016
1400000US06037293302,"Census Tract 2933.02, Los Angeles County, California",80753,2016
1400000US06037293304,"Census Tract 2933.04, Los Angeles County, California",62055,2016
1400000US06037293306,"Census Tract 2933.06, Los Angeles County, California",93575,2016
1400000US06037293307,"Census Tract 2933.07, Los Angeles County, California",54804,2016
1400000US06037294110,"Census Tract 2941.10, Los Angeles County, California",65161,2016
1400000US06037294120,"Census Tract 2941.20, Los Angeles County, California",49770,2016
1400000US06037294200,"Census Tract 2942, Los Angeles County, California",71685,2016
1400000US06037294301,"Census Tract 2943.01, Los Angeles County, California",85779,2016
1400000US06037294302,"Census Tract 2943.02, Los Angeles County, California",60309,2016
1400000US06037294410,"Census Tract 2944.10, Los Angeles County, California",63182,2016
1400000US06037294421,"Census Tract 2944.21, Los Angeles County, California",64036,2016
1400000US06037294510,"Census Tract 2945.10, Los Angeles County, California",49261,2016
1400000US06037294520,"Census Tract 2945.20, Los Angeles County, California",53081,2016
1400000US06037294610,"Census Tract 2946.10, Los Angeles County, California",49419,2016
1400000US06037294620,"Census Tract 2946.20, Los Angeles County, California",54066,2016
1400000US06037294701,"Census Tract 2947.01, Los Angeles County, California",43821,2016
1400000US06037294810,"Census Tract 2948.10, Los Angeles County, California",45200,2016
1400000US06037294820,"Census Tract 2948.20, Los Angeles County, California",41319,2016
1400000US06037294830,"Census Tract 2948.30, Los Angeles County, California",43266,2016
1400000US06037294900,"Census Tract 2949, Los Angeles County, California",48921,2016
1400000US06037295103,"Census Tract 2951.03, Los Angeles County, California",98651,2016
1400000US06037296210,"Census Tract 2962.10, Los Angeles County, California",44810,2016
1400000US06037296220,"Census Tract 2962.20, Los Angeles County, California",52451,2016
1400000US06037296300,"Census Tract 2963, Los Angeles County, California",92355,2016
1400000US06037296401,"Census Tract 2964.01, Los Angeles County, California",103559,2016
1400000US06037296402,"Census Tract 2964.02, Los Angeles County, California",99387,2016
1400000US06037296500,"Census Tract 2965, Los Angeles County, California",50292,2016
1400000US06037296600,"Census Tract 2966, Los Angeles County, California",41886,2016
1400000US06037296901,"Census Tract 2969.01, Los Angeles County, California",53601,2016
1400000US06037296902,"Census Tract 2969.02, Los Angeles County, California",66006,2016
1400000US06037297000,"Census Tract 2970, Los Angeles County, California",100449,2016
