GeoID,Geographic Area Name,Estimate!!INCOME AND BENEFITS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars),year
1400000US06037407400,"Census Tract 4074, Los Angeles County, California",89568,2016
1400000US06037407501,"Census Tract 4075.01, Los Angeles County, California",66137,2016
1400000US06037407502,"Census Tract 4075.02, Los Angeles County, California",77136,2016
1400000US06037407601,"Census Tract 4076.01, Los Angeles County, California",55488,2016
1400000US06037407602,"Census Tract 4076.02, Los Angeles County, California",63357,2016
1400000US06037407701,"Census Tract 4077.01, Los Angeles County, California",62253,2016
1400000US06037407702,"Census Tract 4077.02, Los Angeles County, California",80703,2016
1400000US06037407801,"Census Tract 4078.01, Los Angeles County, California",76410,2016
1400000US06037407802,"Census Tract 4078.02, Los Angeles County, California",79039,2016
1400000US06037407900,"Census Tract 4079, Los Angeles County, California",90328,2016
1400000US06037408003,"Census Tract 4080.03, Los Angeles County, California",83367,2016
1400000US06037408004,"Census Tract 4080.04, Los Angeles County, California",81598,2016
1400000US06037408005,"Census Tract 4080.05, Los Angeles County, California",109244,2016
1400000US06037408006,"Census Tract 4080.06, Los Angeles County, California",71975,2016
1400000US06037408133,"Census Tract 4081.33, Los Angeles County, California",71488,2016
1400000US06037408134,"Census Tract 4081.34, Los Angeles County, California",98041,2016
1400000US06037408135,"Census Tract 4081.35, Los Angeles County, California",85913,2016
1400000US06037408136,"Census Tract 4081.36, Los Angeles County, California",67118,2016
1400000US06037408137,"Census Tract 4081.37, Los Angeles County, California",67619,2016
1400000US06037408138,"Census Tract 4081.38, Los Angeles County, California",64814,2016
1400000US06037408139,"Census Tract 4081.39, Los Angeles County, California",57449,2016
1400000US06037408140,"Census Tract 4081.40, Los Angeles County, California",58622,2016
1400000US06037408141,"Census Tract 4081.41, Los Angeles County, California",70728,2016
1400000US06037408202,"Census Tract 4082.02, Los Angeles County, California",67426,2016
1400000US06037408211,"Census Tract 4082.11, Los Angeles County, California",59984,2016
1400000US06037408212,"Census Tract 4082.12, Los Angeles County, California",81451,2016
1400000US06037408301,"Census Tract 4083.01, Los Angeles County, California",71182,2016
1400000US06037408302,"Census Tract 4083.02, Los Angeles County, California",89596,2016
1400000US06037408303,"Census Tract 4083.03, Los Angeles County, California",88590,2016
1400000US06037408401,"Census Tract 4084.01, Los Angeles County, California",63733,2016
1400000US06037408402,"Census Tract 4084.02, Los Angeles County, California",94022,2016
1400000US06037408501,"Census Tract 4085.01, Los Angeles County, California",73579,2016
1400000US06037408503,"Census Tract 4085.03, Los Angeles County, California",114344,2016
1400000US06037408504,"Census Tract 4085.04, Los Angeles County, California",105257,2016
1400000US06037408505,"Census Tract 4085.05, Los Angeles County, California",124050,2016
1400000US06037408623,"Census Tract 4086.23, Los Angeles County, California",69537,2016
1400000US06037408624,"Census Tract 4086.24, Los Angeles County, California",103879,2016
1400000US06037408625,"Census Tract 4086.25, Los Angeles County, California",111399,2016
1400000US06037408626,"Census Tract 4086.26, Los Angeles County, California",89561,2016
1400000US06037408627,"Census Tract 4086.27, Los Angeles County, California",101603,2016
1400000US06037408628,"Census Tract 4086.28, Los Angeles County, California",92703,2016
1400000US06037408629,"Census Tract 4086.29, Los Angeles County, California",92190,2016
1400000US06037408630,"Census Tract 4086.30, Los Angeles County, California",80097,2016
1400000US06037408631,"Census Tract 4086.31, Los Angeles County, California",74119,2016
1400000US06037408703,"Census Tract 4087.03, Los Angeles County, California",129237,2016
1400000US06037408704,"Census Tract 4087.04, Los Angeles County, California",76653,2016
1400000US06037408705,"Census Tract 4087.05, Los Angeles County, California",69940,2016
1400000US06037408706,"Census Tract 4087.06, Los Angeles County, California",131786,2016
1400000US06037408722,"Census Tract 4087.22, Los Angeles County, California",97469,2016
1400000US06037408723,"Census Tract 4087.23, Los Angeles County, California",74777,2016
1400000US06037408724,"Census Tract 4087.24, Los Angeles County, California",51735,2016
1400000US06037408800,"Census Tract 4088, Los Angeles County, California",41114,2016
1400000US06037430002,"Census Tract 4300.02, Los Angeles County, California",80291,2016
1400000US06037430003,"Census Tract 4300.03, Los Angeles County, California",105750,2016
1400000US06037430101,"Census Tract 4301.01, Los Angeles County, California",72337,2016
1400000US06037430102,"Census Tract 4301.02, Los Angeles County, California",65428,2016
1400000US06037430200,"Census Tract 4302, Los Angeles County, California",177523,2016
1400000US06037430301,"Census Tract 4303.01, Los Angeles County, California",158449,2016
1400000US06037430302,"Census Tract 4303.02, Los Angeles County, California",99871,2016
1400000US06037430400,"Census Tract 4304, Los Angeles County, California",161659,2016
1400000US06037430501,"Census Tract 4305.01, Los Angeles County, California",169224,2016
1400000US06037430502,"Census Tract 4305.02, Los Angeles County, California",105668,2016
1400000US06037430600,"Census Tract 4306, Los Angeles County, California",179279,2016
1400000US06037430701,"Census Tract 4307.01, Los Angeles County, California",120452,2016
1400000US06037430721,"Census Tract 4307.21, Los Angeles County, California",103615,2016
1400000US06037430723,"Census Tract 4307.23, Los Angeles County, California",95593,2016
1400000US06037430724,"Census Tract 4307.24, Los Angeles County, California",78768,2016
1400000US06037430801,"Census Tract 4308.01, Los Angeles County, California",84286,2016
1400000US06037430802,"Census Tract 4308.02, Los Angeles County, California",132097,2016
1400000US06037430803,"Census Tract 4308.03, Los Angeles County, California",123803,2016
1400000US06037430901,"Census Tract 4309.01, Los Angeles County, California",74598,2016
1400000US06037430902,"Census Tract 4309.02, Los Angeles County, California",81626,2016
1400000US06037431001,"Census Tract 4310.01, Los Angeles County, California",71999,2016
1400000US06037431002,"Census Tract 4310.02, Los Angeles County, California",92847,2016
1400000US06037431100,"Census Tract 4311, Los Angeles County, California",91116,2016
1400000US06037431200,"Census Tract 4312, Los Angeles County, California",70107,2016
1400000US06037431300,"Census Tract 4313, Los Angeles County, California",110370,2016
1400000US06037431400,"Census Tract 4314, Los Angeles County, California",92117,2016
1400000US06037431501,"Census Tract 4315.01, Los Angeles County, California",69042,2016
1400000US06037431502,"Census Tract 4315.02, Los Angeles County, California",87529,2016
1400000US06037431600,"Census Tract 4316, Los Angeles County, California",125389,2016
1400000US06037431700,"Census Tract 4317, Los Angeles County, California",124679,2016
1400000US06037431800,"Census Tract 4318, Los Angeles County, California",95677,2016
1400000US06037431900,"Census Tract 4319, Los Angeles County, California",64402,2016
1400000US06037432000,"Census Tract 4320, Los Angeles County, California",87164,2016
1400000US06037432101,"Census Tract 4321.01, Los Angeles County, California",100724,2016
1400000US06037432102,"Census Tract 4321.02, Los Angeles County, California",92105,2016
1400000US06037432201,"Census Tract 4322.01, Los Angeles County, California",58876,2016
1400000US06037432202,"Census Tract 4322.02, Los Angeles County, California",63073,2016
1400000US06037432300,"Census Tract 4323, Los Angeles County, California",64278,2016
1400000US06037432401,"Census Tract 4324.01, Los Angeles County, California",50170,2016
1400000US06037432402,"Census Tract 4324.02, Los Angeles County, California",56547,2016
1400000US06037432500,"Census Tract 4325, Los Angeles County, California",68188,2016
1400000US06037432601,"Census Tract 4326.01, Los Angeles County, California",67109,2016
1400000US06037432602,"Census Tract 4326.02, Los Angeles County, California",84890,2016
1400000US06037432700,"Census Tract 4327, Los Angeles County, California",54368,2016
1400000US06037432801,"Census Tract 4328.01, Los Angeles County, California",45442,2016
1400000US06037432802,"Census Tract 4328.02, Los Angeles County, California",39326,2016
1400000US06037432901,"Census Tract 4329.01, Los Angeles County, California",59245,2016
1400000US06037432902,"Census Tract 4329.02, Los Angeles County, California",85809,2016
1400000US06037433101,"Census Tract 4331.01, Los Angeles County, California",65824,2016
1400000US06037433102,"Census Tract 4331.02, Los Angeles County, California",57605,2016
1400000US06037433200,"Census Tract 4332, Los Angeles County, California",52424,2016
1400000US06037433302,"Census Tract 4333.02, Los Angeles County, California",42016,2016
1400000US06037433304,"Census Tract 4333.04, Los Angeles County, California",48562,2016
1400000US06037433305,"Census Tract 4333.05, Los Angeles County, California",55062,2016
1400000US06037433306,"Census Tract 4333.06, Los Angeles County, California",55863,2016
1400000US06037433307,"Census Tract 4333.07, Los Angeles County, California",63957,2016
1400000US06037433401,"Census Tract 4334.01, Los Angeles County, California",52939,2016
1400000US06037433402,"Census Tract 4334.02, Los Angeles County, California",44297,2016
1400000US06037433403,"Census Tract 4334.03, Los Angeles County, California",42806,2016
1400000US06037433501,"Census Tract 4335.01, Los Angeles County, California",30547,2016
1400000US06037433503,"Census Tract 4335.03, Los Angeles County, California",60173,2016
1400000US06037433504,"Census Tract 4335.04, Los Angeles County, California",49098,2016
1400000US06037433601,"Census Tract 4336.01, Los Angeles County, California",65052,2016
1400000US06037433602,"Census Tract 4336.02, Los Angeles County, California",62101,2016
1400000US06037433700,"Census Tract 4337, Los Angeles County, California",56165,2016
1400000US06037433801,"Census Tract 4338.01, Los Angeles County, California",51196,2016
1400000US06037433802,"Census Tract 4338.02, Los Angeles County, California",63650,2016
1400000US06037433901,"Census Tract 4339.01, Los Angeles County, California",53184,2016
1400000US06037433902,"Census Tract 4339.02, Los Angeles County, California",51585,2016
1400000US06037434001,"Census Tract 4340.01, Los Angeles County, California",56219,2016
1400000US06037434003,"Census Tract 4340.03, Los Angeles County, California",49643,2016
1400000US06037434004,"Census Tract 4340.04, Los Angeles County, California",48946,2016
1400000US06037460000,"Census Tract 4600, Los Angeles County, California",151684,2016
1400000US06037460100,"Census Tract 4601, Los Angeles County, California",160931,2016
1400000US06037460200,"Census Tract 4602, Los Angeles County, California",120289,2016
1400000US06037460301,"Census Tract 4603.01, Los Angeles County, California",120487,2016
1400000US06037460302,"Census Tract 4603.02, Los Angeles County, California",96489,2016
1400000US06037460401,"Census Tract 4604.01, Los Angeles County, California",79510,2016
1400000US06037460501,"Census Tract 4605.01, Los Angeles County, California",232424,2016
1400000US06037460502,"Census Tract 4605.02, Los Angeles County, California",193398,2016
1400000US06037460600,"Census Tract 4606, Los Angeles County, California",201560,2016
1400000US06037460700,"Census Tract 4607, Los Angeles County, California",246094,2016
1400000US06037460800,"Census Tract 4608, Los Angeles County, California",250697,2016
1400000US06037460900,"Census Tract 4609, Los Angeles County, California",87368,2016
1400000US06037461000,"Census Tract 4610, Los Angeles County, California",62770,2016
1400000US06037461100,"Census Tract 4611, Los Angeles County, California",90322,2016
1400000US06037461200,"Census Tract 4612, Los Angeles County, California",146816,2016
1400000US06037461300,"Census Tract 4613, Los Angeles County, California",104827,2016
1400000US06037461400,"Census Tract 4614, Los Angeles County, California",92702,2016
1400000US06037461501,"Census Tract 4615.01, Los Angeles County, California",92519,2016
1400000US06037461502,"Census Tract 4615.02, Los Angeles County, California",68603,2016
1400000US06037461600,"Census Tract 4616, Los Angeles County, California",75747,2016
1400000US06037461700,"Census Tract 4617, Los Angeles County, California",161489,2016
1400000US06037461901,"Census Tract 4619.01, Los Angeles County, California",61375,2016
1400000US06037461902,"Census Tract 4619.02, Los Angeles County, California",80666,2016
1400000US06037462001,"Census Tract 4620.01, Los Angeles County, California",58573,2016
1400000US06037462002,"Census Tract 4620.02, Los Angeles County, California",55596,2016
1400000US06037462100,"Census Tract 4621, Los Angeles County, California",77678,2016
1400000US06037462201,"Census Tract 4622.01, Los Angeles County, California",63454,2016
1400000US06037462202,"Census Tract 4622.02, Los Angeles County, California",86348,2016
1400000US06037462301,"Census Tract 4623.01, Los Angeles County, California",63205,2016
1400000US06037462302,"Census Tract 4623.02, Los Angeles County, California",91326,2016
1400000US06037462400,"Census Tract 4624, Los Angeles County, California",124732,2016
1400000US06037462500,"Census Tract 4625, Los Angeles County, California",138663,2016
1400000US06037462600,"Census Tract 4626, Los Angeles County, California",143267,2016
1400000US06037462700,"Census Tract 4627, Los Angeles County, California",103528,2016
1400000US06037462800,"Census Tract 4628, Los Angeles County, California",100055,2016
1400000US06037462900,"Census Tract 4629, Los Angeles County, California",130486,2016
1400000US06037463000,"Census Tract 4630, Los Angeles County, California",167211,2016
1400000US06037463101,"Census Tract 4631.01, Los Angeles County, California",96373,2016
1400000US06037463102,"Census Tract 4631.02, Los Angeles County, California",143233,2016
1400000US06037463200,"Census Tract 4632, Los Angeles County, California",98405,2016
1400000US06037463300,"Census Tract 4633, Los Angeles County, California",121316,2016
1400000US06037463400,"Census Tract 4634, Los Angeles County, California",102552,2016
1400000US06037463500,"Census Tract 4635, Los Angeles County, California",113925,2016
1400000US06037463601,"Census Tract 4636.01, Los Angeles County, California",102549,2016
1400000US06037463602,"Census Tract 4636.02, Los Angeles County, California",106415,2016
1400000US06037463700,"Census Tract 4637, Los Angeles County, California",130595,2016
1400000US06037463800,"Census Tract 4638, Los Angeles County, California",208861,2016
1400000US06037463900,"Census Tract 4639, Los Angeles County, California",130599,2016
1400000US06037464000,"Census Tract 4640, Los Angeles County, California",179414,2016
1400000US06037464100,"Census Tract 4641, Los Angeles County, California",236062,2016
1400000US06037464200,"Census Tract 4642, Los Angeles County, California",174197,2016
1400000US06037480002,"Census Tract 4800.02, Los Angeles County, California",137469,2016
1400000US06037480011,"Census Tract 4800.11, Los Angeles County, California",94022,2016
1400000US06037480012,"Census Tract 4800.12, Los Angeles County, California",77662,2016
1400000US06037480101,"Census Tract 4801.01, Los Angeles County, California",95179,2016
1400000US06037480102,"Census Tract 4801.02, Los Angeles County, California",93500,2016
1400000US06037480201,"Census Tract 4802.01, Los Angeles County, California",125897,2016
1400000US06037480202,"Census Tract 4802.02, Los Angeles County, California",115902,2016
1400000US06037480302,"Census Tract 4803.02, Los Angeles County, California",84099,2016
1400000US06037480303,"Census Tract 4803.03, Los Angeles County, California",64306,2016
1400000US06037480304,"Census Tract 4803.04, Los Angeles County, California",54469,2016
1400000US06037480400,"Census Tract 4804, Los Angeles County, California",91308,2016
1400000US06037480500,"Census Tract 4805, Los Angeles County, California",173225,2016
1400000US06037480600,"Census Tract 4806, Los Angeles County, California",99959,2016
1400000US06037480702,"Census Tract 4807.02, Los Angeles County, California",126271,2016
1400000US06037480703,"Census Tract 4807.03, Los Angeles County, California",130827,2016
1400000US06037480704,"Census Tract 4807.04, Los Angeles County, California",99421,2016
1400000US06037480802,"Census Tract 4808.02, Los Angeles County, California",78551,2016
1400000US06037480803,"Census Tract 4808.03, Los Angeles County, California",106910,2016
1400000US06037480804,"Census Tract 4808.04, Los Angeles County, California",75530,2016
1400000US06037480901,"Census Tract 4809.01, Los Angeles County, California",77545,2016
1400000US06037480902,"Census Tract 4809.02, Los Angeles County, California",59023,2016
1400000US06037480903,"Census Tract 4809.03, Los Angeles County, California",72353,2016
1400000US06037481001,"Census Tract 4810.01, Los Angeles County, California",71900,2016
1400000US06037481002,"Census Tract 4810.02, Los Angeles County, California",73919,2016
1400000US06037481101,"Census Tract 4811.01, Los Angeles County, California",60145,2016
1400000US06037481102,"Census Tract 4811.02, Los Angeles County, California",56664,2016
1400000US06037481103,"Census Tract 4811.03, Los Angeles County, California",74823,2016
1400000US06037481201,"Census Tract 4812.01, Los Angeles County, California",71024,2016
1400000US06037481202,"Census Tract 4812.02, Los Angeles County, California",70805,2016
1400000US06037481300,"Census Tract 4813, Los Angeles County, California",65811,2016
1400000US06037481401,"Census Tract 4814.01, Los Angeles County, California",62367,2016
1400000US06037481402,"Census Tract 4814.02, Los Angeles County, California",62699,2016
1400000US06037481500,"Census Tract 4815, Los Angeles County, California",71238,2016
1400000US06037481603,"Census Tract 4816.03, Los Angeles County, California",61758,2016
1400000US06037481604,"Census Tract 4816.04, Los Angeles County, California",65659,2016
1400000US06037481605,"Census Tract 4816.05, Los Angeles County, California",70868,2016
1400000US06037481606,"Census Tract 4816.06, Los Angeles County, California",57619,2016
1400000US06037481711,"Census Tract 4817.11, Los Angeles County, California",53093,2016
1400000US06037481712,"Census Tract 4817.12, Los Angeles County, California",74712,2016
1400000US06037481713,"Census Tract 4817.13, Los Angeles County, California",65420,2016
1400000US06037481714,"Census Tract 4817.14, Los Angeles County, California",62111,2016
1400000US06037481800,"Census Tract 4818, Los Angeles County, California",100798,2016
1400000US06037481901,"Census Tract 4819.01, Los Angeles County, California",90326,2016
1400000US06037481902,"Census Tract 4819.02, Los Angeles County, California",85816,2016
1400000US06037482001,"Census Tract 4820.01, Los Angeles County, California",122275,2016
1400000US06037482002,"Census Tract 4820.02, Los Angeles County, California",90332,2016
1400000US06037482101,"Census Tract 4821.01, Los Angeles County, California",70942,2016
1400000US06037482102,"Census Tract 4821.02, Los Angeles County, California",99402,2016
1400000US06037482201,"Census Tract 4822.01, Los Angeles County, California",63272,2016
1400000US06037482202,"Census Tract 4822.02, Los Angeles County, California",75243,2016
1400000US06037482301,"Census Tract 4823.01, Los Angeles County, California",60237,2016
1400000US06037482303,"Census Tract 4823.03, Los Angeles County, California",49188,2016
1400000US06037482304,"Census Tract 4823.04, Los Angeles County, California",46313,2016
1400000US06037482401,"Census Tract 4824.01, Los Angeles County, California",56978,2016
1400000US06037482402,"Census Tract 4824.02, Los Angeles County, California",74828,2016
1400000US06037482502,"Census Tract 4825.02, Los Angeles County, California",72229,2016
1400000US06037482503,"Census Tract 4825.03, Los Angeles County, California",50734,2016
1400000US06037482521,"Census Tract 4825.21, Los Angeles County, California",64266,2016
1400000US06037482522,"Census Tract 4825.22, Los Angeles County, California",76018,2016
1400000US06037482600,"Census Tract 4826, Los Angeles County, California",75978,2016
1400000US06037482701,"Census Tract 4827.01, Los Angeles County, California",71491,2016
1400000US06037482702,"Census Tract 4827.02, Los Angeles County, California",84338,2016
1400000US06037482800,"Census Tract 4828, Los Angeles County, California",76495,2016
1400000US06037500100,"Census Tract 5001, Los Angeles County, California",160326,2016
1400000US06037500201,"Census Tract 5002.01, Los Angeles County, California",146111,2016
1400000US06037500202,"Census Tract 5002.02, Los Angeles County, California",163682,2016
1400000US06037500300,"Census Tract 5003, Los Angeles County, California",150750,2016
1400000US06037500402,"Census Tract 5004.02, Los Angeles County, California",56895,2016
1400000US06037500403,"Census Tract 5004.03, Los Angeles County, California",82379,2016
1400000US06037500404,"Census Tract 5004.04, Los Angeles County, California",78764,2016
1400000US06037500500,"Census Tract 5005, Los Angeles County, California",55156,2016
1400000US06037500600,"Census Tract 5006, Los Angeles County, California",62651,2016
1400000US06037500700,"Census Tract 5007, Los Angeles County, California",81340,2016
1400000US06037500800,"Census Tract 5008, Los Angeles County, California",72303,2016
1400000US06037500900,"Census Tract 5009, Los Angeles County, California",60112,2016
1400000US06037501001,"Census Tract 5010.01, Los Angeles County, California",62809,2016
1400000US06037501002,"Census Tract 5010.02, Los Angeles County, California",86069,2016
1400000US06037501200,"Census Tract 5012, Los Angeles County, California",98446,2016
1400000US06037501300,"Census Tract 5013, Los Angeles County, California",83353,2016
1400000US06037501400,"Census Tract 5014, Los Angeles County, California",64362,2016
1400000US06037501501,"Census Tract 5015.01, Los Angeles County, California",124722,2016
1400000US06037501503,"Census Tract 5015.03, Los Angeles County, California",69433,2016
1400000US06037501504,"Census Tract 5015.04, Los Angeles County, California",55400,2016
1400000US06037501600,"Census Tract 5016, Los Angeles County, California",104460,2016
1400000US06037501700,"Census Tract 5017, Los Angeles County, California",99054,2016
1400000US06037501802,"Census Tract 5018.02, Los Angeles County, California",82227,2016
1400000US06037501803,"Census Tract 5018.03, Los Angeles County, California",44895,2016
1400000US06037501804,"Census Tract 5018.04, Los Angeles County, California",54404,2016
1400000US06037501900,"Census Tract 5019, Los Angeles County, California",85098,2016
1400000US06037502003,"Census Tract 5020.03, Los Angeles County, California",65207,2016
1400000US06037502004,"Census Tract 5020.04, Los Angeles County, California",71358,2016
1400000US06037502005,"Census Tract 5020.05, Los Angeles County, California",75401,2016
1400000US06037502100,"Census Tract 5021, Los Angeles County, California",69864,2016
1400000US06037502200,"Census Tract 5022, Los Angeles County, California",64242,2016
1400000US06037502301,"Census Tract 5023.01, Los Angeles County, California",81238,2016
1400000US06037502302,"Census Tract 5023.02, Los Angeles County, California",58757,2016
1400000US06037502401,"Census Tract 5024.01, Los Angeles County, California",58289,2016
1400000US06037502402,"Census Tract 5024.02, Los Angeles County, California",84537,2016
1400000US06037502500,"Census Tract 5025, Los Angeles County, California",62101,2016
1400000US06037502601,"Census Tract 5026.01, Los Angeles County, California",79069,2016
1400000US06037502602,"Census Tract 5026.02, Los Angeles County, California",62788,2016
1400000US06037502700,"Census Tract 5027, Los Angeles County, California",73413,2016
1400000US06037502801,"Census Tract 5028.01, Los Angeles County, California",93472,2016
1400000US06037502802,"Census Tract 5028.02, Los Angeles County, California",69702,2016
1400000US06037502901,"Census Tract 5029.01, Los Angeles County, California",87768,2016
1400000US06037502902,"Census Tract 5029.02, Los Angeles County, California",62994,2016
1400000US06037503000,"Census Tract 5030, Los Angeles County, California",51137,2016
1400000US06037503103,"Census Tract 5031.03, Los Angeles County, California",98005,2016
1400000US06037503104,"Census Tract 5031.04, Los Angeles County, California",69360,2016
1400000US06037503105,"Census Tract 5031.05, Los Angeles County, California",69556,2016
1400000US06037503106,"Census Tract 5031.06, Los Angeles County, California",70869,2016
1400000US06037503201,"Census Tract 5032.01, Los Angeles County, California",81856,2016
1400000US06037503202,"Census Tract 5032.02, Los Angeles County, California",74451,2016
1400000US06037503301,"Census Tract 5033.01, Los Angeles County, California",84791,2016
1400000US06037503302,"Census Tract 5033.02, Los Angeles County, California",77147,2016
1400000US06037503401,"Census Tract 5034.01, Los Angeles County, California",88028,2016
1400000US06037503402,"Census Tract 5034.02, Los Angeles County, California",94114,2016
1400000US06037503501,"Census Tract 5035.01, Los Angeles County, California",68143,2016
1400000US06037503502,"Census Tract 5035.02, Los Angeles County, California",77596,2016
1400000US06037503601,"Census Tract 5036.01, Los Angeles County, California",105848,2016
1400000US06037503602,"Census Tract 5036.02, Los Angeles County, California",127906,2016
1400000US06037503701,"Census Tract 5037.01, Los Angeles County, California",81213,2016
1400000US06037503702,"Census Tract 5037.02, Los Angeles County, California",82967,2016
1400000US06037503703,"Census Tract 5037.03, Los Angeles County, California",109575,2016
1400000US06037503801,"Census Tract 5038.01, Los Angeles County, California",96319,2016
1400000US06037503802,"Census Tract 5038.02, Los Angeles County, California",85462,2016
1400000US06037503901,"Census Tract 5039.01, Los Angeles County, California",107946,2016
1400000US06037503902,"Census Tract 5039.02, Los Angeles County, California",102745,2016
1400000US06037504001,"Census Tract 5040.01, Los Angeles County, California",88527,2016
1400000US06037504002,"Census Tract 5040.02, Los Angeles County, California",108431,2016
1400000US06037504101,"Census Tract 5041.01, Los Angeles County, California",74309,2016
1400000US06037504102,"Census Tract 5041.02, Los Angeles County, California",-,2016
1400000US06037530003,"Census Tract 5300.03, Los Angeles County, California",99996,2016
1400000US06037530004,"Census Tract 5300.04, Los Angeles County, California",68199,2016
1400000US06037530005,"Census Tract 5300.05, Los Angeles County, California",95621,2016
1400000US06037530006,"Census Tract 5300.06, Los Angeles County, California",78261,2016
1400000US06037530101,"Census Tract 5301.01, Los Angeles County, California",46787,2016
1400000US06037530102,"Census Tract 5301.02, Los Angeles County, California",60431,2016
1400000US06037530202,"Census Tract 5302.02, Los Angeles County, California",83117,2016
1400000US06037530203,"Census Tract 5302.03, Los Angeles County, California",60122,2016
1400000US06037530204,"Census Tract 5302.04, Los Angeles County, California",68926,2016
1400000US06037530301,"Census Tract 5303.01, Los Angeles County, California",53540,2016
1400000US06037530302,"Census Tract 5303.02, Los Angeles County, California",64039,2016
1400000US06037530400,"Census Tract 5304, Los Angeles County, California",60150,2016
1400000US06037530500,"Census Tract 5305, Los Angeles County, California",54666,2016
1400000US06037530601,"Census Tract 5306.01, Los Angeles County, California",61746,2016
1400000US06037530602,"Census Tract 5306.02, Los Angeles County, California",75199,2016
1400000US06037530700,"Census Tract 5307, Los Angeles County, California",53907,2016
1400000US06037530801,"Census Tract 5308.01, Los Angeles County, California",57488,2016
1400000US06037530802,"Census Tract 5308.02, Los Angeles County, California",57757,2016
1400000US06037530901,"Census Tract 5309.01, Los Angeles County, California",70392,2016
1400000US06037530902,"Census Tract 5309.02, Los Angeles County, California",50574,2016
1400000US06037531000,"Census Tract 5310, Los Angeles County, California",52761,2016
1400000US06037531101,"Census Tract 5311.01, Los Angeles County, California",42738,2016
1400000US06037531102,"Census Tract 5311.02, Los Angeles County, California",53135,2016
1400000US06037531201,"Census Tract 5312.01, Los Angeles County, California",53182,2016
1400000US06037531202,"Census Tract 5312.02, Los Angeles County, California",49916,2016
1400000US06037531301,"Census Tract 5313.01, Los Angeles County, California",47364,2016
1400000US06037531302,"Census Tract 5313.02, Los Angeles County, California",56241,2016
1400000US06037531502,"Census Tract 5315.02, Los Angeles County, California",43418,2016
1400000US06037531503,"Census Tract 5315.03, Los Angeles County, California",41291,2016
1400000US06037531504,"Census Tract 5315.04, Los Angeles County, California",44663,2016
1400000US06037531602,"Census Tract 5316.02, Los Angeles County, California",45416,2016
1400000US06037531603,"Census Tract 5316.03, Los Angeles County, California",56169,2016
1400000US06037531604,"Census Tract 5316.04, Los Angeles County, California",46430,2016
1400000US06037531701,"Census Tract 5317.01, Los Angeles County, California",53354,2016
1400000US06037531702,"Census Tract 5317.02, Los Angeles County, California",53414,2016
1400000US06037531800,"Census Tract 5318, Los Angeles County, California",45705,2016
1400000US06037531901,"Census Tract 5319.01, Los Angeles County, California",47541,2016
1400000US06037531902,"Census Tract 5319.02, Los Angeles County, California",67797,2016
1400000US06037532001,"Census Tract 5320.01, Los Angeles County, California",44425,2016
1400000US06037532002,"Census Tract 5320.02, Los Angeles County, California",46908,2016
1400000US06037532101,"Census Tract 5321.01, Los Angeles County, California",53727,2016
1400000US06037532102,"Census Tract 5321.02, Los Angeles County, California",74070,2016
1400000US06037532200,"Census Tract 5322, Los Angeles County, California",50723,2016
1400000US06037532302,"Census Tract 5323.02, Los Angeles County, California",53741,2016
1400000US06037532303,"Census Tract 5323.03, Los Angeles County, California",54849,2016
1400000US06037532304,"Census Tract 5323.04, Los Angeles County, California",56477,2016
1400000US06037532400,"Census Tract 5324, Los Angeles County, California",45415,2016
1400000US06037532500,"Census Tract 5325, Los Angeles County, California",48959,2016
1400000US06037532603,"Census Tract 5326.03, Los Angeles County, California",43759,2016
1400000US06037532604,"Census Tract 5326.04, Los Angeles County, California",50772,2016
1400000US06037532605,"Census Tract 5326.05, Los Angeles County, California",61223,2016
1400000US06037532606,"Census Tract 5326.06, Los Angeles County, California",38876,2016
1400000US06037532700,"Census Tract 5327, Los Angeles County, California",41232,2016
1400000US06037532800,"Census Tract 5328, Los Angeles County, California",42412,2016
1400000US06037532900,"Census Tract 5329, Los Angeles County, California",38146,2016
1400000US06037533001,"Census Tract 5330.01, Los Angeles County, California",42625,2016
1400000US06037533002,"Census Tract 5330.02, Los Angeles County, California",46617,2016
1400000US06037533103,"Census Tract 5331.03, Los Angeles County, California",39808,2016
1400000US06037533104,"Census Tract 5331.04, Los Angeles County, California",33056,2016
1400000US06037533105,"Census Tract 5331.05, Los Angeles County, California",32278,2016
1400000US06037533106,"Census Tract 5331.06, Los Angeles County, California",46871,2016
1400000US06037533107,"Census Tract 5331.07, Los Angeles County, California",45479,2016
1400000US06037533201,"Census Tract 5332.01, Los Angeles County, California",42346,2016
1400000US06037533202,"Census Tract 5332.02, Los Angeles County, California",52366,2016
1400000US06037533203,"Census Tract 5332.03, Los Angeles County, California",46678,2016
1400000US06037533300,"Census Tract 5333, Los Angeles County, California",41200,2016
1400000US06037533401,"Census Tract 5334.01, Los Angeles County, California",62383,2016
1400000US06037533402,"Census Tract 5334.02, Los Angeles County, California",50646,2016
1400000US06037533403,"Census Tract 5334.03, Los Angeles County, California",47590,2016
1400000US06037533501,"Census Tract 5335.01, Los Angeles County, California",40045,2016
1400000US06037533502,"Census Tract 5335.02, Los Angeles County, California",52619,2016
1400000US06037533503,"Census Tract 5335.03, Los Angeles County, California",39511,2016
1400000US06037533601,"Census Tract 5336.01, Los Angeles County, California",43891,2016
1400000US06037533602,"Census Tract 5336.02, Los Angeles County, California",42992,2016
